batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779701910.116016,decode,2563,771308,0.9997964910916244,771463,2554,0.0,57429,8,2563,768900,771463,771463,0.9999974075298296,8,57437,0,2563,0,8,0,0,0,0.0
4,1779701910.2532375,decode,2554,771438,0.9999650016526997,771308,2546,0.0,57429,9,2554,768754,771308,771308,0.9997964910916244,17,57446,0,2554,0,9,0,0,0,0.0
5,1779701910.395294,decode,2546,771248,0.9997187169865127,771438,2537,0.0,57429,8,2546,768892,771438,771438,0.9999650016526997,25,57454,0,0,8,0,0,0,0,0.0
6,1779701910.5351932,decode,2537,771345,0.9998444517897765,771248,2529,0.0,57429,9,2537,768711,771248,771248,0.9997187169865127,34,57463,0,0,9,0,0,0,0,0.0
7,1779701910.6811826,decode,2529,771426,0.9999494468316774,771345,2521,0.0,57429,8,2529,768816,771345,771345,0.9998444517897765,42,57471,0,0,8,0,0,0,0,0.0
8,1779701910.8271194,decode,2521,771184,0.9996357579410602,771426,2512,0.0,57429,8,2521,768905,771426,771426,0.9999494468316774,50,57479,0,0,8,0,0,0,0,0.0
9,1779701911.0849128,decode,2512,391160,0.5070353159248961,771184,2504,0.0,57429,9,2512,768672,771184,771184,0.9996357579410602,59,57488,0,0,9,0,0,0,0,0.0
10,1779701913.7992368,decode,2504,771435,0.9999611129474442,771232,2504,0.0,57496,8,2504,768728,771232,771232,0.9996979772251495,0,57496,1234,0,8,0,1267,0,0,0.0
12,1779701914.0506003,decode,2528,769527,0.997487896404892,771263,2520,0.0,56229,9,2528,768735,771263,771263,0.9997381605127906,9,56238,0,1208,0,9,0,0,0,0.0
13,1779701914.121968,decode,2520,770406,0.9986272870447784,771375,2520,0.0,56235,8,2520,768855,771375,771375,0.9998833388423325,11,56246,6,1200,0,8,6,0,0,0.0
