batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1778144484.93912,decode,390,1950780,0.9997606658716195,1950390,390,0.0,19610,0,390,1950000,1950390,1950390,0.999560793687319,0,19610,0,0,0,0.0
4,1778144484.9849832,decode,390,1951170,0.9999605380559201,1950780,390,0.0,19610,0,390,1950390,1950780,1950780,0.9997606658716195,0,19610,0,0,0,0.0
5,1778144485.1478572,decode,390,1946556,0.9975958963678099,1951170,389,0.0,19610,0,390,1950780,1951170,1951170,0.9999605380559201,0,19610,0,0,0,0.0
6,1778144485.1969483,decode,389,1946945,0.9977952560593303,1946556,389,0.0,19610,1,389,1946167,1946556,1946556,0.9975958963678099,1,19611,0,0,0,0.0
7,1778144485.2392466,decode,389,1947334,0.9979946157508506,1946945,389,0.0,19610,0,389,1946556,1946945,1946945,0.9977952560593303,1,19611,0,0,0,0.0
8,1778144485.2874348,decode,389,1947723,0.998193975442371,1947334,389,0.0,19610,0,389,1946945,1947334,1947334,0.9979946157508506,1,19611,0,0,0,0.0
9,1778144485.3222995,decode,389,1948112,0.9983933351338913,1947723,389,0.0,19610,0,389,1947334,1947723,1947723,0.998193975442371,1,19611,0,0,0,0.0
10,1778144485.3686483,decode,389,1948501,0.9985926948254117,1948112,389,0.0,19610,0,389,1947723,1948112,1948112,0.9983933351338913,1,19611,0,0,0,0.0
11,1778144485.4145315,decode,389,1948890,0.998792054516932,1948501,389,0.0,19610,0,389,1948112,1948501,1948501,0.9985926948254117,1,19611,0,0,0,0.0
12,1778144485.4602225,decode,389,1949279,0.9989914142084524,1948890,389,0.0,19610,0,389,1948501,1948890,1948890,0.998792054516932,1,19611,0,0,0,0.0
13,1778144485.506357,decode,389,1949668,0.9991907738999727,1949279,389,0.0,19610,0,389,1948890,1949279,1949279,0.9989914142084524,1,19611,0,0,0,0.0
14,1778144485.5520113,decode,389,1950057,0.999390133591493,1949668,389,0.0,19610,0,389,1949279,1949668,1949668,0.9991907738999727,1,19611,0,0,0,0.0
15,1778144485.597777,decode,389,1950446,0.9995894932830134,1950057,389,0.0,19610,0,389,1949668,1950057,1950057,0.999390133591493,1,19611,0,0,0,0.0
16,1778144485.644097,decode,389,1950835,0.9997888529745337,1950446,389,0.0,19610,0,389,1950057,1950446,1950446,0.9995894932830134,1,19611,0,0,0,0.0
17,1778144485.689484,decode,389,1951224,0.9999882126660541,1950835,389,0.0,19610,0,389,1950446,1950835,1950835,0.9997888529745337,1,19611,0,0,0,0.0
18,1778144485.8151577,decode,389,1946596,0.9976163960790202,1951224,388,0.0,19610,0,389,1950835,1951224,1951224,0.9999882126660541,1,19611,0,0,0,0.0
19,1778144485.8608277,decode,388,1946984,0.9978152432777603,1946596,388,0.0,19610,1,388,1946208,1946596,1946596,0.9976163960790202,2,19612,0,0,0,0.0
20,1778144485.9067247,decode,388,1947372,0.9980140904765004,1946984,388,0.0,19610,0,388,1946596,1946984,1946984,0.9978152432777603,2,19612,0,0,0,0.0
21,1778144485.9524977,decode,388,1947760,0.9982129376752406,1947372,388,0.0,19610,0,388,1946984,1947372,1947372,0.9980140904765004,2,19612,0,0,0,0.0
22,1778144485.9986556,decode,388,1948148,0.9984117848739806,1947760,388,0.0,19610,0,388,1947372,1947760,1947760,0.9982129376752406,2,19612,0,0,0,0.0
23,1778144486.0445561,decode,388,1948536,0.9986106320727207,1948148,388,0.0,19610,0,388,1947760,1948148,1948148,0.9984117848739806,2,19612,0,0,0,0.0
24,1778144486.0944302,decode,388,1948924,0.9988094792714608,1948536,388,0.0,19610,0,388,1948148,1948536,1948536,0.9986106320727207,2,19612,0,0,0,0.0
25,1778144486.1406739,decode,388,1949312,0.9990083264702009,1948924,388,0.0,19610,0,388,1948536,1948924,1948924,0.9988094792714608,2,19612,0,0,0,0.0
26,1778144486.1868675,decode,388,1949700,0.999207173668941,1949312,388,0.0,19610,0,388,1948924,1949312,1949312,0.9990083264702009,2,19612,0,0,0,0.0
27,1778144486.2330174,decode,388,1950088,0.999406020867681,1949700,388,0.0,19610,0,388,1949312,1949700,1949700,0.999207173668941,2,19612,0,0,0,0.0
28,1778144486.2790654,decode,388,1950476,0.9996048680664211,1950088,388,0.0,19610,0,388,1949700,1950088,1950088,0.999406020867681,2,19612,0,0,0,0.0
29,1778144486.3252485,decode,388,1950864,0.9998037152651612,1950476,388,0.0,19610,0,388,1950088,1950476,1950476,0.9996048680664211,2,19612,0,0,0,0.0
30,1778144486.4624388,decode,388,1946223,0.997425236271984,1950864,387,0.0,19610,0,388,1950476,1950864,1950864,0.9998037152651612,2,19612,0,0,0,0.0
31,1778144486.5013542,decode,387,1951225,0.9999887251588343,1946223,387,0.0,19611,1,387,1945836,1946223,1946223,0.997425236271984,2,19613,1,0,0,0.0
33,1778144486.585359,decode,387,1946997,0.9978219056839037,1946610,387,0.0,19610,1,387,1946223,1946610,1946610,0.9976235709779439,3,19613,0,0,0,0.0
34,1778144486.6312845,decode,387,1947384,0.9980202403898635,1946997,387,0.0,19610,0,387,1946610,1946997,1946997,0.9978219056839037,3,19613,0,0,0,0.0
35,1778144486.6773098,decode,387,1947771,0.9982185750958233,1947384,387,0.0,19610,0,387,1946997,1947384,1947384,0.9980202403898635,3,19613,0,0,0,0.0
36,1778144486.7229743,decode,387,1948158,0.9984169098017832,1947771,387,0.0,19610,0,387,1947384,1947771,1947771,0.9982185750958233,3,19613,0,0,0,0.0
37,1778144486.7689388,decode,387,1948545,0.998615244507743,1948158,387,0.0,19610,0,387,1947771,1948158,1948158,0.9984169098017832,3,19613,0,0,0,0.0
38,1778144486.8147676,decode,387,1948932,0.9988135792137028,1948545,387,0.0,19610,0,387,1948158,1948545,1948545,0.998615244507743,3,19613,0,0,0,0.0
39,1778144486.8605955,decode,387,1949319,0.9990119139196627,1948932,387,0.0,19610,0,387,1948545,1948932,1948932,0.9988135792137028,3,19613,0,0,0,0.0
40,1778144486.906529,decode,387,1949706,0.9992102486256225,1949319,387,0.0,19610,0,387,1948932,1949319,1949319,0.9990119139196627,3,19613,0,0,0,0.0
41,1778144486.9523954,decode,387,1950093,0.9994085833315823,1949706,387,0.0,19610,0,387,1949319,1949706,1949706,0.9992102486256225,3,19613,0,0,0,0.0
42,1778144486.9984198,decode,387,1950480,0.9996069180375421,1950093,387,0.0,19610,0,387,1949706,1950093,1950093,0.9994085833315823,3,19613,0,0,0,0.0
43,1778144487.044152,decode,387,1950867,0.999805252743502,1950480,387,1117.4195085380595,19610,0,387,1950093,1950480,1950480,0.9996069180375421,3,19613,0,0,0,0.0
44,1778144487.1697674,decode,387,1946212,0.9974195988514012,1950867,386,1117.4195085380595,19610,0,387,1950480,1950867,1950867,0.999805252743502,3,19613,0,0,0,0.0
45,1778144487.20954,decode,386,1951227,0.9999897501443948,1946212,386,1117.4195085380595,19611,1,386,1945826,1946212,1946212,0.9974195988514012,3,19614,1,0,0,0.0
47,1778144487.2935627,decode,386,1946984,0.9978152432777603,1946598,386,1117.4195085380595,19610,1,386,1946212,1946598,1946598,0.9976174210645807,4,19614,0,0,0,0.0
48,1778144487.3392293,decode,386,1947370,0.9980130654909399,1946984,386,1117.4195085380595,19610,0,386,1946598,1946984,1946984,0.9978152432777603,4,19614,0,0,0,0.0
49,1778144487.3848941,decode,386,1947756,0.9982108877041195,1947370,386,1117.4195085380595,19610,0,386,1946984,1947370,1947370,0.9980130654909399,4,19614,0,0,0,0.0
50,1778144487.431051,decode,386,1948142,0.998408709917299,1947756,386,1117.4195085380595,19610,0,386,1947370,1947756,1947756,0.9982108877041195,4,19614,0,0,0,0.0
51,1778144487.4767544,decode,386,1948528,0.9986065321304786,1948142,386,1117.4195085380595,19610,0,386,1947756,1948142,1948142,0.998408709917299,4,19614,0,0,0,0.0
52,1778144487.5226033,decode,386,1948914,0.9988043543436582,1948528,386,1117.4195085380595,19610,0,386,1948142,1948528,1948528,0.9986065321304786,4,19614,0,0,0,0.0
53,1778144487.60726,decode,386,0,0.0,1948914,386,1117.4195085380595,19610,0,386,1948528,1948914,1948914,0.9988043543436582,4,19614,0,0,0,0.0
54,1778144490.3405643,decode,386,1950084,0.99940397089656,1949300,386,1117.4195085380595,19614,0,386,1948914,1949300,1949300,0.9990021765568378,0,19614,390,0,0,0.0
56,1778144490.434008,decode,390,1950864,0.9998037152651612,1950474,390,1117.4195085380595,19224,0,390,1950084,1950474,1950474,0.9996038430808606,0,19224,0,0,0,0.0
57,1778144490.490287,decode,390,1946251,0.9974395860698313,1950864,389,1117.4195085380595,19224,0,390,1950474,1950864,1950864,0.9998037152651612,0,19224,0,0,0,0.0
58,1778144490.536508,decode,389,1946640,0.9976389457613516,1946251,389,1117.4195085380595,19224,1,389,1945862,1946251,1946251,0.9974395860698313,1,19225,0,0,0,0.0
59,1778144490.5820684,decode,389,1947029,0.9978383054528719,1946640,389,1117.4195085380595,19224,0,389,1946251,1946640,1946640,0.9976389457613516,1,19225,0,0,0,0.0
60,1778144490.6282067,decode,389,1947418,0.9980376651443923,1947029,389,1117.4195085380595,19224,0,389,1946640,1947029,1947029,0.9978383054528719,1,19225,0,0,0,0.0
61,1778144490.674406,decode,389,1947807,0.9982370248359126,1947418,389,1117.4195085380595,19224,0,389,1947029,1947418,1947418,0.9980376651443923,1,19225,0,0,0,0.0
62,1778144490.7205458,decode,389,1948196,0.998436384527433,1947807,389,1117.4195085380595,19224,0,389,1947418,1947807,1947807,0.9982370248359126,1,19225,0,0,0,0.0
63,1778144490.766112,decode,389,1948585,0.9986357442189533,1948196,389,1117.4195085380595,19224,0,389,1947807,1948196,1948196,0.998436384527433,1,19225,0,0,0,0.0
64,1778144490.8126066,decode,389,1943924,0.996247015370171,1948585,389,1117.4195085380595,19224,0,389,1948196,1948585,1948585,0.9986357442189533,1,19225,0,0,0,0.0
65,1778144490.8632839,decode,389,1948925,0.998809991764241,1948974,389,1117.4195085380595,19225,0,389,1948585,1948974,1948974,0.9988351039104737,0,19225,1,0,0,0.0
67,1778144490.9500399,decode,389,1949703,0.9992087111472817,1949314,389,1117.4195085380595,19224,0,389,1948925,1949314,1949314,0.9990093514557614,0,19224,0,0,0,0.0
68,1778144490.996064,decode,389,1950092,0.999408070838802,1949703,389,1117.4195085380595,19224,0,389,1949314,1949703,1949703,0.9992087111472817,0,19224,0,0,0,0.0
69,1778144491.0423138,decode,389,1950481,0.9996074305303224,1950092,389,1117.4195085380595,19224,0,389,1949703,1950092,1950092,0.999408070838802,0,19224,0,0,0,0.0
70,1778144491.088127,decode,389,1950870,0.9998067902218427,1950481,389,1117.4195085380595,19224,0,389,1950092,1950481,1950481,0.9996074305303224,0,19224,0,0,0,0.0
71,1778144491.1455204,decode,389,1946252,0.9974400985626115,1950870,388,1117.4195085380595,19224,0,389,1950481,1950870,1950870,0.9998067902218427,0,19224,0,0,0,0.0
72,1778144491.19058,decode,388,1946640,0.9976389457613516,1946252,388,1117.4195085380595,19224,1,388,1945864,1946252,1946252,0.9974400985626115,1,19225,0,0,0,0.0
73,1778144491.2363822,decode,388,1947028,0.9978377929600917,1946640,388,1117.4195085380595,19224,0,388,1946252,1946640,1946640,0.9976389457613516,1,19225,0,0,0,0.0
74,1778144491.282749,decode,388,1947416,0.9980366401588318,1947028,388,1117.4195085380595,19224,0,388,1946640,1947028,1947028,0.9978377929600917,1,19225,0,0,0,0.0
75,1778144491.3285577,decode,388,1947804,0.9982354873575718,1947416,388,1117.4195085380595,19224,0,388,1947028,1947416,1947416,0.9980366401588318,1,19225,0,0,0,0.0
