rotation,terminal_stage_count,tl,pipeline_depth,fluid_per_stage_P,batch_size_requests,batch_new_tokens,representative_block_kv_tokens,representative_continuous_kv_tokens,iteration_time_s,fluid_completion_boundary_req_s,C_op_worst_block_tokens,M_fluid_block_tokens,M_fluid_continuous_tokens,M_fluid_over_C_op_worst,C_op_worst_over_C_phys,C_phys_tokens
0,0,21,22,0.9545454545454546,21,531,11104,10174,0.043646321317798574,0.0,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
1,1,21,22,0.9545454545454546,21,276,11136,10706,0.02849657235224981,35.091939747660554,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
2,1,21,22,0.9545454545454546,21,276,11136,10450,0.028000815775493234,35.71324521463465,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
3,1,21,22,0.9545454545454546,21,531,11120,10193,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
4,1,21,22,0.9545454545454546,21,531,11120,10192,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
5,1,21,22,0.9545454545454546,21,531,11120,10191,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
6,1,21,22,0.9545454545454546,21,531,11120,10190,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
7,1,21,22,0.9545454545454546,21,531,11120,10189,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
8,1,21,22,0.9545454545454546,21,531,11120,10188,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
9,1,21,22,0.9545454545454546,21,531,11120,10187,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
10,1,21,22,0.9545454545454546,21,531,11120,10186,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
11,1,21,22,0.9545454545454546,21,531,11120,10185,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
12,1,21,22,0.9545454545454546,21,531,11120,10184,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
13,1,21,22,0.9545454545454546,21,531,11120,10183,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
14,1,21,22,0.9545454545454546,21,531,11120,10182,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
15,1,21,22,0.9545454545454546,21,531,11120,10181,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
16,1,21,22,0.9545454545454546,21,531,11120,10180,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
17,1,21,22,0.9545454545454546,21,531,11120,10179,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
18,1,21,22,0.9545454545454546,21,531,11120,10178,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
19,1,21,22,0.9545454545454546,21,531,11104,10177,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
20,1,21,22,0.9545454545454546,21,531,11104,10176,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
21,1,21,22,0.9545454545454546,21,531,11104,10175,0.043646321317798574,22.91143834823507,11424,11118.545454545456,10219.363636363636,0.9732620320855616,0.08338686131386862,137000.0
