workload,rate,A_lambda,d0_s,d1_s_per_token,r2,fit_batch_kind,M_star_tokens,C_tokens,M_star_over_C,inside_fluid_region
single,12.0,131544.0,0.010042382503853812,3.342175435455382e-07,0.9963002212148181,decode,1381.7634440068782,137000.0,0.010085864554794731,True
single,18.0,197316.0,0.010042382503853812,3.342175435455382e-07,0.9963002212148181,decode,2121.423109050156,137000.0,0.015484840212044935,True
single,22.0,241164.0,0.010042382503853812,3.342175435455382e-07,0.9963002212148181,decode,2634.1792469835164,137000.0,0.01922758574440523,True
single,24.0,263088.0,0.010042382503853812,3.342175435455382e-07,0.9963002212148181,decode,2896.7363748838975,137000.0,0.021144061130539397,True
