rotation,terminal_stage_count,tl,pipeline_depth,fluid_per_stage_P,batch_size_requests,batch_new_tokens,representative_block_kv_tokens,representative_continuous_kv_tokens,iteration_time_s,fluid_completion_boundary_req_s,C_op_worst_block_tokens,M_fluid_block_tokens,M_fluid_continuous_tokens,M_fluid_over_C_op_worst,C_op_worst_over_C_phys,C_phys_tokens
0,1,30,22,1.3636363636363635,30,1050,15840,14055,0.08036334617928749,12.443483846093704,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
1,1,30,22,1.3636363636363635,30,795,15856,14574,0.0659631139466248,15.159987759358472,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
2,1,30,22,1.3636363636363635,30,540,15872,14838,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
3,1,30,22,1.3636363636363635,30,540,15872,14846,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
4,1,30,22,1.3636363636363635,30,540,15872,14854,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
5,1,30,22,1.3636363636363635,30,540,15872,14862,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
6,1,30,22,1.3636363636363635,30,540,15872,14870,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
7,1,30,22,1.3636363636363635,30,540,15872,14878,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
8,1,30,22,1.3636363636363635,30,540,15872,14886,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
9,1,30,22,1.3636363636363635,30,540,15872,14894,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
10,1,30,22,1.3636363636363635,30,540,15872,14902,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
11,1,30,22,1.3636363636363635,30,540,15888,14910,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
12,1,30,22,1.3636363636363635,30,540,15904,14918,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
13,1,30,22,1.3636363636363635,30,540,15920,14926,0.04526490979205506,22.092168184891,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
14,2,30,22,1.3636363636363635,30,540,15936,14934,0.04526490979205506,44.184336369782,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
15,2,30,22,1.3636363636363635,30,795,15920,14409,0.06534524255513703,30.606665792271553,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
16,2,30,22,1.3636363636363635,30,1050,15904,14139,0.08036334617928749,24.886967692187408,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
17,2,30,22,1.3636363636363635,30,1050,15904,14125,0.08036334617928749,24.886967692187408,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
18,2,30,22,1.3636363636363635,30,1050,15904,14111,0.08036334617928749,24.886967692187408,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
19,2,30,22,1.3636363636363635,30,1050,15888,14097,0.08036334617928749,24.886967692187408,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
20,2,30,22,1.3636363636363635,30,1050,15872,14083,0.08036334617928749,24.886967692187408,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
21,2,30,22,1.3636363636363635,30,1050,15856,14069,0.08036334617928749,24.886967692187408,16320,15883.636363636362,14599.090909090908,0.9732620320855614,0.11912408759124088,137000.0
