rotation,terminal_stage_count,tl,pipeline_depth,fluid_per_stage_P,batch_size_requests,batch_new_tokens,representative_block_kv_tokens,representative_continuous_kv_tokens,iteration_time_s,fluid_completion_boundary_req_s,C_op_worst_block_tokens,M_fluid_block_tokens,M_fluid_continuous_tokens,M_fluid_over_C_op_worst,C_op_worst_over_C_phys,C_phys_tokens
0,1,25,22,1.1363636363636365,25,1045,13200,11475,0.07911077651787934,12.64050290005681,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
1,1,25,22,1.1363636363636365,25,790,13216,11989,0.06478731953412234,15.435119205283954,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
2,1,25,22,1.1363636363636365,25,535,13232,12248,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
3,1,25,22,1.1363636363636365,25,535,13232,12251,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
4,1,25,22,1.1363636363636365,25,535,13232,12254,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
5,1,25,22,1.1363636363636365,25,535,13232,12257,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
6,1,25,22,1.1363636363636365,25,535,13232,12260,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
7,1,25,22,1.1363636363636365,25,535,13232,12263,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
8,1,25,22,1.1363636363636365,25,535,13232,12266,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
9,1,25,22,1.1363636363636365,25,535,13232,12269,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
10,1,25,22,1.1363636363636365,25,535,13232,12272,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
11,1,25,22,1.1363636363636365,25,535,13232,12275,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
12,1,25,22,1.1363636363636365,25,535,13232,12278,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
13,1,25,22,1.1363636363636365,25,535,13232,12281,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
14,1,25,22,1.1363636363636365,25,535,13232,12284,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
15,1,25,22,1.1363636363636365,25,535,13232,12287,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
16,1,25,22,1.1363636363636365,25,535,13248,12290,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
17,1,25,22,1.1363636363636365,25,535,13264,12293,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
18,1,25,22,1.1363636363636365,25,535,13280,12296,0.0446226123030207,22.41016265944398,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
19,2,25,22,1.1363636363636365,25,535,13280,12299,0.0446226123030207,44.82032531888796,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
20,2,25,22,1.1363636363636365,25,790,13248,11769,0.06416944814263456,31.167480130956402,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
21,2,25,22,1.1363636363636365,25,1045,13216,11494,0.07911077651787934,25.28100580011362,13600,13236.363636363638,12165.909090909092,0.9732620320855616,0.09927007299270073,137000.0
