workload,rate,A_lambda,d0_s,d1_s_per_token,r2,fit_batch_kind,M_star_tokens,C_tokens,M_star_over_C,inside_fluid_region
long,2.0,2026024.0,0.010102766505169624,3.0590058047551275e-07,0.9866059821257516,decode,53830.60865382527,137000.0,0.3929241507578487,True
long,2.5,2532530.0,0.010102766505169624,3.0590058047551275e-07,0.9866059821257516,decode,113563.38871245817,137000.0,0.828929844616483,True
long,3.0,3039036.0,0.010102766505169624,3.0590058047551275e-07,0.9866059821257516,decode,436383.2626370337,137000.0,3.185279289321414,False
long,3.5,3545542.0,0.010102766505169624,3.0590058047551275e-07,0.9866059821257516,decode,inf,137000.0,inf,False
long,4.0,4052048.0,0.010102766505169624,3.0590058047551275e-07,0.9866059821257516,decode,inf,137000.0,inf,False
