workload,rate,A_lambda,d0_s,d1_s_per_token,r2,fit_batch_kind,M_star_tokens,C_tokens,M_star_over_C,inside_fluid_region
lmsys,50.0,1337184.1975,0.0102484863577943,3.877682025836559e-07,0.8818261595229356,decode,28462.331174879055,137000.0,0.20775424215240185,True
lmsys,100.0,2674368.395,0.0102484863577943,3.877682025836559e-07,0.8818261595229356,decode,inf,137000.0,inf,False
lmsys,150.0,4011552.5925000003,0.0102484863577943,3.877682025836559e-07,0.8818261595229356,decode,inf,137000.0,inf,False
