workload,rate,A_lambda,d0_s,d1_s_per_token,r2,fit_batch_kind,M_star_tokens,C_tokens,M_star_over_C,inside_fluid_region
multi,16.0,254231.99999999997,0.010048557351777475,3.283344170347399e-07,0.9949611520426169,decode,2787.3321294694188,137000.0,0.020345489996127144,True
multi,18.0,286011.0,0.010048557351777475,3.283344170347399e-07,0.9949611520426169,decode,3171.8584575823897,137000.0,0.023152251515199927,True
multi,20.0,317790.0,0.010048557351777475,3.283344170347399e-07,0.9949611520426169,decode,3565.3440058722085,137000.0,0.026024408801986924,True
multi,22.0,349569.0,0.010048557351777475,3.283344170347399e-07,0.9949611520426169,decode,3968.1055812827485,137000.0,0.02896427431593247,True
multi,24.0,381348.0,0.010048557351777475,3.283344170347399e-07,0.9949611520426169,decode,4380.475105729899,137000.0,0.03197427084474379,True
