workload,rate,n_star_vidur,covers_rate,completion_rate_req_s,iteration_time_s,batch_size_requests,batch_new_tokens,M_star_continuous_kv_tokens,M_star_block_kv_tokens,C_tokens,M_star_block_over_C,chunk_size,block_size,prediction_max_batch_size
p512d20,12.0,1,True,22.758885651236437,0.04393888239188338,22,532,10706,11648,137000.0,0.08502189781021897,256,16,128
p512d20,14.0,1,True,22.758885651236437,0.04393888239188338,22,532,10706,11648,137000.0,0.08502189781021897,256,16,128
p512d20,16.0,1,True,22.758885651236437,0.04393888239188338,22,532,10706,11648,137000.0,0.08502189781021897,256,16,128
p512d20,18.0,1,True,22.758885651236437,0.04393888239188338,22,532,10706,11648,137000.0,0.08502189781021897,256,16,128
p512d20,20.0,1,True,22.758885651236437,0.04393888239188338,22,532,10706,11648,137000.0,0.08502189781021897,256,16,128
p512d20,22.0,1,True,22.758885651236437,0.04393888239188338,22,532,10706,11648,137000.0,0.08502189781021897,256,16,128
p512d20,23.0,2,True,24.04575493060463,0.08317476435121057,44,1064,21412,23296,137000.0,0.17004379562043795,256,16,128
p512d20,24.0,2,True,24.04575493060463,0.08317476435121057,44,1064,21412,23296,137000.0,0.17004379562043795,256,16,128
