rotation,terminal_stage_count,tl,pipeline_depth,fluid_per_stage_P,batch_size_requests,batch_new_tokens,representative_block_kv_tokens,representative_continuous_kv_tokens,iteration_time_s,fluid_completion_boundary_req_s,C_op_worst_block_tokens,M_fluid_block_tokens,M_fluid_continuous_tokens,M_fluid_over_C_op_worst,C_op_worst_over_C_phys,C_phys_tokens
0,3,75,22,3.409090909090909,75,2115,39664,35986,0.16488740255177242,18.194234086852333,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
1,3,75,22,3.409090909090909,75,1860,39680,36506,0.14177879874631863,21.159722232996398,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
2,3,75,22,3.409090909090909,75,1605,39696,36771,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
3,3,75,22,3.409090909090909,75,1605,39696,36780,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
4,3,75,22,3.409090909090909,75,1605,39696,36789,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
5,3,75,22,3.409090909090909,75,1605,39696,36798,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
6,3,75,22,3.409090909090909,75,1605,39696,36807,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
7,3,75,22,3.409090909090909,75,1605,39696,36816,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
8,3,75,22,3.409090909090909,75,1605,39696,36825,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
9,3,75,22,3.409090909090909,75,1605,39696,36834,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
10,3,75,22,3.409090909090909,75,1605,39712,36843,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
11,3,75,22,3.409090909090909,75,1605,39728,36852,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
12,3,75,22,3.409090909090909,75,1605,39744,36861,0.12364361865140519,24.263282106438943,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
13,4,75,22,3.409090909090909,75,1605,39760,36870,0.12364361865140519,32.351042808585255,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
14,4,75,22,3.409090909090909,75,1860,39744,36346,0.14115215481305704,28.33821421499112,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
15,4,75,22,3.409090909090909,75,2115,39728,36077,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
16,4,75,22,3.409090909090909,75,2115,39728,36064,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
17,4,75,22,3.409090909090909,75,2115,39728,36051,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
18,4,75,22,3.409090909090909,75,2115,39728,36038,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
19,4,75,22,3.409090909090909,75,2115,39712,36025,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
20,4,75,22,3.409090909090909,75,2115,39696,36012,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
21,4,75,22,3.409090909090909,75,2115,39680,35999,0.16488740255177242,24.258978782469775,40800,39709.09090909091,36497.72727272727,0.9732620320855616,0.29781021897810217,137000.0
