batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1778171400.0832279,decode,362,181222,0.9980613964554397,181362,361,0.0,99637,1,362,181000,181362,181362,0.998832431956117,1,99638,0,0,0,0,0.0
4,1778171400.1692624,decode,361,181080,0.9972793461618954,181222,360,0.0,99637,1,361,180861,181222,181222,0.9980613964554397,2,99639,0,0,0,0,0.0
5,1778171400.241616,decode,360,181440,0.999262008877923,181080,360,0.0,99637,1,360,180720,181080,181080,0.9972793461618954,3,99640,0,0,0,0,0.0
6,1778171400.3276134,decode,360,181295,0.9984634363950786,181440,359,0.0,99637,0,360,181080,181440,181440,0.999262008877923,3,99640,0,0,0,0,0.0
7,1778171400.4466815,decode,359,181148,0.9976538491193673,181295,358,0.0,99637,1,359,180936,181295,181295,0.9984634363950786,4,99641,0,0,0,0,0.0
8,1778171400.5315719,decode,358,181506,0.9996254970425281,181148,358,0.0,99637,1,358,180790,181148,181148,0.9976538491193673,5,99642,0,0,0,0,0.0
9,1778171400.6177583,decode,358,181356,0.9987993875775166,181506,357,0.0,99637,0,358,181148,181506,181506,0.9996254970425281,5,99642,0,0,0,0,0.0
10,1778171400.7009149,decode,357,181204,0.9979622633196382,181356,356,0.0,99637,1,357,180999,181356,181356,0.9987993875775166,6,99643,0,0,0,0,0.0
11,1778171400.791007,decode,356,86190,0.4746824985956139,181204,356,0.0,99637,1,356,180848,181204,181204,0.9979622633196382,7,99644,0,0,0,0,0.0
12,1778171401.2690845,decode,356,181211,0.9980008150946722,181560,356,0.0,99644,0,356,181204,181560,181560,0.9999228964499323,0,99644,187,190,0,0,0.0
