,cdf,batch_execution_time
0,0.0,0.009513893722593756
1,0.01,0.009686694407772431
2,0.02,0.009686694407772431
3,0.03,0.00984292810699602
4,0.04,0.010514479010355916
5,0.05,0.010514479010355916
6,0.06,0.010921717883843935
7,0.07,0.011120088854624748
8,0.08,0.011413002641077271
9,0.09,0.011597079432065257
10,0.1,0.011597079432065257
11,0.11,0.011666871097543038
12,0.12,0.011666871097543038
13,0.13,0.011666871097543038
14,0.14,0.011784125140703235
15,0.15,0.011784125140703235
16,0.16,0.01190255760698327
17,0.17,0.01190255760698327
18,0.18,0.0121430053013434
19,0.19,0.01253786567438723
20,0.2,0.01268922646132945
21,0.21,0.01323352440140802
22,0.22,0.013313164255004388
23,0.23,0.013313164255004388
24,0.24,0.013313164255004388
25,0.25,0.013313164255004388
26,0.26,0.013420096764419964
27,0.27,0.013609299511113834
28,0.28,0.013801169725858414
29,0.29,0.013939873834026525
30,0.3,0.014108160074140246
31,0.31,0.014108160074140246
32,0.32,0.014108160074140246
33,0.33,0.014108160074140246
34,0.34,0.014364406338656776
35,0.35000000000000003,0.014364406338656776
36,0.36,0.014683925204981843
37,0.37,0.014683925204981843
38,0.38,0.014683925204981843
39,0.39,0.014683925204981843
40,0.4,0.014683925204981843
41,0.41000000000000003,0.014831501156181702
42,0.42,0.014831501156181702
43,0.43,0.014831501156181702
44,0.44,0.014831501156181702
45,0.45,0.014831501156181702
46,0.46,0.014861193851189074
47,0.47000000000000003,0.014920757694717035
48,0.48,0.015283187764556231
49,0.49,0.015375162570294712
50,0.5,0.015375162570294712
51,0.51,0.015375162570294712
52,0.52,0.015375162570294712
53,0.53,0.015375162570294712
54,0.54,0.015560776036449356
55,0.55,0.015560776036449356
56,0.56,0.015560776036449356
57,0.5700000000000001,0.015560776036449356
58,0.58,0.015560776036449356
59,0.59,0.01609893953850904
60,0.6,0.01609893953850904
61,0.61,0.01609893953850904
62,0.62,0.01609893953850904
63,0.63,0.01609893953850904
64,0.64,0.01609893953850904
65,0.65,0.01629329065222864
66,0.66,0.01629329065222864
67,0.67,0.01629329065222864
68,0.68,0.01629329065222864
69,0.6900000000000001,0.01629329065222864
70,0.7000000000000001,0.016823107996896916
71,0.71,0.016823107996896916
72,0.72,0.016823107996896916
73,0.73,0.016823107996896916
74,0.74,0.016823107996896916
75,0.75,0.016992183099781375
76,0.76,0.016992183099781375
77,0.77,0.016992183099781375
78,0.78,0.016992183099781375
79,0.79,0.016992183099781375
80,0.8,0.017026201484365525
81,0.81,0.017474687931811023
82,0.8200000000000001,0.017474687931811023
83,0.8300000000000001,0.017474687931811023
84,0.84,0.017474687931811023
85,0.85,0.017474687931811023
86,0.86,0.017685647483111043
87,0.87,0.017685647483111043
88,0.88,0.017685647483111043
89,0.89,0.017685647483111043
90,0.9,0.017685647483111043
91,0.91,0.017685647483111043
92,0.92,0.017685647483111043
93,0.93,0.017827700163434393
94,0.9400000000000001,0.018224255817118045
95,0.9500000000000001,0.018224255817118045
96,0.96,0.018224255817118045
97,0.97,0.018224255817118045
98,0.98,0.018224255817118045
99,0.99,0.03881293999215408
100,1.0,0.04137818118195694
