,Batch Id,batch_memory_usage_percent
0,0,0.42027843446283164
1,1,0.43341213553979513
2,2,0.43341213553979513
3,3,0.43341213553979513
4,4,0.8536905700026267
5,5,0.8536905700026267
6,6,0.8668242710795903
7,7,0.8668242710795903
8,8,0.8668242710795903
9,9,0.8668242710795903
10,10,0.8668242710795903
11,11,0.8668242710795903
12,12,0.8668242710795903
13,13,0.8668242710795903
14,14,0.8668242710795903
15,15,0.8668242710795903
16,16,0.8668242710795903
17,17,0.8799579721565537
18,18,0.8799579721565537
19,19,0.8799579721565537
20,20,0.8799579721565537
21,21,0.8799579721565537
22,22,0.8930916732335172
23,23,0.8930916732335172
24,24,0.8930916732335172
25,25,0.8930916732335172
26,26,0.8930916732335172
27,27,0.8930916732335172
28,28,0.8930916732335172
29,29,0.8930916732335172
30,30,0.8930916732335172
31,31,1.3133701076963489
32,32,1.7336485421591805
33,33,2.1801943787759392
34,34,2.1933280798529027
35,35,2.206461780929866
36,36,2.206461780929866
37,37,2.206461780929866
38,38,2.2195954820068295
39,39,2.2195954820068295
40,40,2.2195954820068295
41,41,2.2195954820068295
42,42,2.639873916469661
43,43,2.639873916469661
44,44,2.6530076175466246
45,45,3.0732860520094563
46,46,3.0732860520094563
47,47,3.0864197530864197
48,48,3.0864197530864197
49,49,3.1126871552403466
50,50,3.1258208563173104
51,51,3.138954557394274
52,52,3.138954557394274
53,53,3.138954557394274
54,54,3.1520882584712373
55,55,3.1520882584712373
56,56,3.1520882584712373
57,57,3.1520882584712373
58,58,3.1520882584712373
59,59,3.1520882584712373
60,60,3.5855003940110324
61,61,3.5855003940110324
62,62,3.598634095087996
63,63,3.6117677961649592
64,64,3.6117677961649592
65,65,3.638035198318886
66,66,3.6511688993958495
67,67,3.6643026004728134
68,68,3.6643026004728134
69,69,3.6643026004728134
70,70,3.677436301549777
71,71,3.677436301549777
72,72,3.677436301549777
73,73,3.677436301549777
74,74,3.677436301549777
75,75,3.677436301549777
76,76,3.6905700026267403
77,77,4.1108484370895715
78,78,4.544260572629367
79,79,4.570527974783294
80,80,4.583661675860258
81,81,4.609929078014185
82,82,4.623062779091148
83,83,4.6361964801681115
84,84,4.6361964801681115
85,85,4.6361964801681115
86,86,4.649330181245075
87,87,4.649330181245075
88,88,4.649330181245075
89,89,4.649330181245075
90,90,4.649330181245075
91,91,4.649330181245075
92,92,4.662463882322038
93,93,4.662463882322038
94,94,4.675597583399002
95,95,4.701864985552929
96,96,4.714998686629892
97,97,4.741266088783819
98,98,5.174678224323614
99,99,5.608090359863409
100,100,5.621224060940373
101,101,5.634357762017337
102,102,5.6474914630943
103,103,5.6474914630943
104,104,5.6474914630943
105,105,5.6474914630943
106,106,6.067769897557132
107,107,6.488048332019964
108,108,6.51431573417389
109,109,6.527449435250854
110,110,6.540583136327817
111,111,6.566850538481744
112,112,6.579984239558708
113,113,6.6062516417126345
114,114,6.619385342789598
115,115,6.632519043866561
116,116,6.645652744943525
117,117,6.658786446020488
118,118,6.671920147097452
119,119,6.671920147097452
120,120,6.671920147097452
121,121,6.671920147097452
122,122,7.092198581560283
123,123,7.092198581560283
124,124,7.1315996847911745
125,125,7.144733385868138
126,126,7.157867086945101
127,127,7.184134489099028
128,128,7.197268190175992
129,129,7.2235355923299185
130,130,7.236669293406882
131,131,7.249802994483845
132,132,7.262936695560809
133,133,7.276070396637772
134,134,7.289204097714736
135,135,7.289204097714736
136,136,7.289204097714736
137,137,7.289204097714736
138,138,7.289204097714736
139,139,7.289204097714736
140,140,7.328605200945627
141,141,7.34173890202259
142,142,7.354872603099554
143,143,7.381140005253481
144,144,7.394273706330444
145,145,7.8408195429472025
146,146,7.853953244024166
147,147,7.880220646178093
148,148,7.893354347255056
149,149,7.90648804833202
150,150,7.919621749408983
151,151,7.919621749408983
152,152,7.919621749408983
153,153,7.919621749408983
154,154,7.919621749408983
155,155,7.919621749408983
156,156,7.959022852639874
157,157,7.972156553716838
158,158,7.985290254793801
159,159,8.011557656947728
160,160,8.024691358024691
161,161,8.050958760178618
162,162,8.064092461255582
163,163,8.090359863409509
164,164,8.103493564486472
165,165,8.116627265563436
166,166,8.129760966640399
167,167,8.129760966640399
168,168,8.129760966640399
169,169,8.129760966640399
170,170,8.129760966640399
171,171,8.129760966640399
172,172,8.16916206987129
173,173,8.182295770948253
174,174,8.195429472025216
175,175,8.221696874179143
176,176,8.234830575256106
177,177,8.261097977410033
178,178,8.274231678486998
179,179,8.300499080640925
180,180,8.313632781717889
181,181,8.326766482794852
182,182,8.339900183871816
183,183,8.339900183871816
184,184,8.339900183871816
185,185,8.339900183871816
186,186,8.339900183871816
187,187,8.339900183871816
188,188,8.379301287102706
189,189,8.39243498817967
190,190,8.405568689256633
191,191,8.43183609141056
192,192,8.444969792487523
193,193,8.47123719464145
194,194,8.484370895718413
195,195,8.51063829787234
196,196,8.523771998949304
197,197,8.536905700026267
198,198,8.55003940110323
199,199,8.55003940110323
200,200,8.55003940110323
201,201,8.55003940110323
202,202,8.55003940110323
203,203,8.55003940110323
204,204,8.58944050433412
205,205,8.602574205411084
206,206,8.615707906488048
207,207,8.641975308641975
208,208,8.655109009718938
209,209,8.681376411872865
210,210,9.114788547412662
211,211,9.141055949566589
212,212,9.167323351720515
213,213,9.180457052797479
214,214,9.193590753874442
215,215,9.193590753874442
216,216,9.193590753874442
217,217,9.193590753874442
218,218,9.193590753874442
219,219,9.193590753874442
220,220,9.232991857105333
221,221,9.246125558182296
222,222,9.25925925925926
223,223,9.705805095876018
224,224,9.718938796952981
225,225,9.758339900183872
226,226,9.771473601260835
227,227,9.797741003414762
228,228,9.824008405568689
229,229,9.837142106645652
230,230,9.850275807722616
231,231,9.850275807722616
232,232,9.850275807722616
233,233,9.850275807722616
234,234,9.850275807722616
235,235,9.850275807722616
236,236,9.889676910953506
237,237,9.90281061203047
238,238,10.336222747570265
239,239,10.362490149724191
240,240,10.38875755187812
241,241,10.42815865510901
242,242,10.441292356185974
243,243,10.4675597583399
244,244,10.493827160493828
245,245,10.506960861570791
246,246,10.520094562647754
247,247,10.520094562647754
248,248,10.520094562647754
249,249,10.520094562647754
250,250,10.520094562647754
251,251,10.520094562647754
252,252,10.979774100341476
253,253,10.99290780141844
254,254,11.019175203572367
255,255,11.045442605726294
256,256,11.07171000788022
257,257,11.11111111111111
258,258,11.124244812188074
259,259,11.150512214342001
260,260,11.176779616495928
261,261,11.189913317572891
262,262,11.203047018649855
263,263,11.203047018649855
264,264,11.203047018649855
265,265,11.203047018649855
266,266,11.203047018649855
267,267,11.203047018649855
268,268,11.242448121880747
269,269,11.25558182295771
270,270,11.281849225111637
271,271,11.308116627265564
272,272,11.33438402941949
273,273,11.373785132650381
274,274,11.386918833727345
275,275,11.413186235881271
276,276,11.439453638035198
277,277,11.452587339112162
278,278,11.465721040189125
279,279,11.465721040189125
280,280,11.465721040189125
281,281,11.465721040189125
282,282,11.465721040189125
283,283,11.465721040189125
284,284,11.505122143420015
285,285,11.518255844496979
286,286,11.544523246650906
287,287,11.570790648804833
288,288,11.59705805095876
289,289,11.63645915418965
290,290,11.649592855266613
291,291,11.675860257420542
292,292,11.702127659574469
293,293,11.715261360651432
294,294,11.728395061728396
295,295,11.728395061728396
296,296,11.728395061728396
297,297,11.728395061728396
298,298,11.728395061728396
299,299,11.728395061728396
300,300,11.767796164959286
301,301,11.78092986603625
302,302,11.807197268190176
303,303,11.833464670344103
304,304,11.85973207249803
305,305,11.89913317572892
306,306,11.912266876805884
307,307,11.93853427895981
308,308,11.964801681113737
309,309,11.9779353821907
310,310,11.991069083267664
311,311,11.991069083267664
312,312,11.991069083267664
313,313,11.991069083267664
314,314,11.991069083267664
315,315,11.991069083267664
316,316,12.030470186498555
317,317,12.043603887575518
318,318,12.069871289729445
319,319,12.096138691883374
320,320,12.1224060940373
321,321,12.16180719726819
322,322,12.174940898345154
323,323,12.201208300499081
324,324,12.227475702653008
325,325,12.240609403729971
326,326,12.253743104806935
327,327,12.253743104806935
328,328,12.253743104806935
329,329,12.253743104806935
330,330,12.253743104806935
331,331,12.253743104806935
332,332,12.293144208037825
333,333,12.306277909114788
334,334,12.332545311268715
335,335,12.358812713422642
336,336,12.385080115576569
337,337,12.42448121880746
338,338,12.437614919884423
339,339,12.46388232203835
340,340,12.490149724192277
341,341,12.503283425269242
342,342,12.516417126346205
343,343,12.516417126346205
344,344,12.516417126346205
345,345,12.516417126346205
