,Time (sec),throughput
0,0.0,0
1,0.04314686332258952,1
2,0.052659258183195584,2
3,0.06217165304380165,3
4,0.07168404790440772,4
5,0.10895028546631251,6
6,0.11928188032691858,8
7,0.128961656520858,10
8,0.1386414327147974,12
9,0.1483212089087368,14
10,0.15800098510267618,16
11,0.16768076129661558,18
12,0.17736053749055497,20
13,0.18704031368449436,22
14,0.19672008987843376,24
15,0.20639986607237315,26
16,0.21607964226631254,28
17,0.22575941846025194,30
18,0.23543919465419133,32
19,0.24511897084813072,34
20,0.2547987470420701,36
21,0.2644785232360095,38
22,0.2741582994299489,40
23,0.2838380756238883,42
24,0.2935178518178277,44
25,0.3031976280117671,46
26,0.3128774042057065,48
27,0.32255718039964587,50
28,0.33223695659358526,52
29,0.34191673278752466,54
30,0.35159650898146405,56
31,0.36127628517540344,58
32,0.39870990407064155,61
33,0.4374099549658797,65
34,0.47624786186111784,70
35,0.4873993396423588,75
36,0.4978064545029649,80
37,0.508213569363571,85
38,0.5186206842241771,90
39,0.5290277990847831,95
40,0.5394349139453892,100
41,0.5498420288059953,105
42,0.5602491436666014,110
43,0.5984101012285062,116
44,0.609721877676414,122
45,0.6202687258703533,128
46,0.6585694167655914,135
47,0.6700209265468324,142
48,0.6811360520741052,149
49,0.692251177601378,156
50,0.7033663031286508,163
51,0.7144814286559236,170
52,0.7255965541831964,177
53,0.7367116797104691,184
54,0.7478268052377419,191
55,0.7589419307650147,198
56,0.7700570562922875,205
57,0.7811721818195603,212
58,0.7922873073468331,219
59,0.8034024328741058,226
60,0.8145175584013786,233
61,0.8533865266299501,241
62,0.8654063137445244,249
63,0.8768242446051304,257
64,0.8882421754657365,265
65,0.8996601063263425,273
66,0.9110780371869486,281
67,0.9224959680475546,289
68,0.9339138989081607,297
69,0.9453318297687667,305
70,0.9567497606293728,313
71,0.9681676914899788,321
72,0.9795856223505849,329
73,0.9910035532111909,337
74,1.002421484071797,345
75,1.0138394149324033,353
76,1.0252573457930094,361
77,1.0366752766536156,369
78,1.0758470502155204,378
79,1.1162497997774252,388
80,1.1289538964793011,398
81,1.1405437742605422,408
82,1.1521336520417833,418
83,1.1637235298230244,428
84,1.1753134076042655,438
85,1.1869032853855066,448
86,1.1984931631667477,458
87,1.2100830409479888,468
88,1.22167291872923,478
89,1.233262796510471,488
90,1.244852674291712,498
91,1.2564425520729532,508
92,1.2680324298541943,518
93,1.2796223076354354,528
94,1.2912121854166765,538
95,1.3028020631979176,548
96,1.3143919409791587,558
97,1.3259818187603998,568
98,1.3375716965416409,578
99,1.376829955436879,589
100,1.4173191903321172,601
101,1.430230007033993,613
102,1.4420797248152342,625
103,1.4539294425964753,637
104,1.4657791603777164,649
105,1.4776288781589575,661
106,1.4894785959401986,673
107,1.5289966948354368,686
108,1.569745769730675,700
109,1.5831374786322623,714
110,1.5956653404135033,728
111,1.6081932021947443,742
112,1.6207210639759853,756
113,1.6332489257572262,770
114,1.6457767875384672,784
115,1.6583046493197082,798
116,1.6708325111009492,812
117,1.6833603728821902,826
118,1.6958882346634312,840
119,1.7084160964446722,854
120,1.7209439582259132,868
121,1.7334718200071542,882
122,1.7459996817883952,896
123,1.7861959246836332,911
124,1.799880117385509,926
125,1.8125759578334166,941
126,1.8252717982813242,956
127,1.8379676387292319,971
128,1.8506634791771395,986
129,1.863359319625047,1001
130,1.8765812827396213,1016
131,1.8898032458541956,1031
132,1.9030252089687698,1046
133,1.916247172083344,1061
134,1.9294691351979183,1076
135,1.9426910983124925,1091
136,1.9559130614270668,1106
137,1.969135024541641,1121
138,1.9823569876562153,1136
139,1.9955789507707895,1151
140,2.0088009138853637,1166
141,2.022022876999938,1181
142,2.0352448401145127,1196
143,2.048466803229087,1211
144,2.0616887663436616,1226
145,2.074910729458236,1241
146,2.1158010736868076,1257
147,2.130179367722017,1273
148,2.1434912295032578,1289
149,2.1568030912844987,1305
150,2.1701149530657395,1321
151,2.1834268148469804,1337
152,2.1967386766282213,1353
153,2.210050538409462,1369
154,2.223362400190703,1385
155,2.236674261971944,1401
156,2.249986123753185,1417
157,2.2632979855344257,1433
158,2.2766098473156666,1449
159,2.2899217090969075,1465
160,2.3032335708781484,1481
161,2.3165454326593893,1497
162,2.32985729444063,1513
163,2.343169156221871,1529
164,2.356481018003112,1545
165,2.369792879784353,1561
166,2.3831047415655937,1577
167,2.3964166033468346,1593
168,2.4097284651280755,1609
169,2.4230403269093164,1625
170,2.4363521886905573,1641
171,2.449664050471798,1657
172,2.462975912253039,1673
173,2.47628777403428,1689
174,2.489599635815521,1705
175,2.5029114975967617,1721
176,2.5162233593780026,1737
177,2.5295352211592435,1753
178,2.5428470829404843,1769
179,2.5561589447217252,1785
180,2.569470806502966,1801
181,2.582782668284207,1817
182,2.596094530065448,1833
183,2.6094063918466888,1849
184,2.6227182536279297,1865
185,2.6360301154091705,1881
186,2.6493419771904114,1897
187,2.6626538389716523,1913
188,2.675965700752893,1929
189,2.689277562534134,1945
190,2.702589424315375,1961
191,2.715901286096616,1977
192,2.7292131478778567,1993
