,cdf,batch_size
0,0.0,0.9989999999999999
1,0.01,0.9989999999999999
2,0.02,1.9997051226201907
3,0.03,1.9997051226201907
4,0.04,1.9997051226201907
5,0.05,3.001162958349363
6,0.06,4.002823400834266
7,0.07,4.002823400834266
8,0.08,4.002823400834266
9,0.09,4.002823400834266
10,0.1,4.002823400834266
11,0.11,4.002823400834266
12,0.12,4.997811098765265
13,0.13,4.997811098765265
14,0.14,5.995445496133053
15,0.15,5.995445496133053
16,0.16,6.993632892422741
17,0.17,7.996469989602652
18,0.18,7.996469989602652
19,0.19,10.004152608697645
20,0.2,10.004152608697645
21,0.21,10.004152608697645
22,0.22,12.001124195202623
23,0.23,12.001124195202623
24,0.24,13.000662984908592
25,0.25,13.000662984908592
26,0.26,13.999202723426244
27,0.27,15.014259802243886
28,0.28,15.014259802243886
29,0.29,15.014259802243886
30,0.3,16.00658858967672
31,0.31,16.00658858967672
32,0.32,16.00658858967672
33,0.33,16.00658858967672
34,0.34,16.00658858967672
35,0.35000000000000003,16.996381089962515
36,0.36,18.0113202620591
37,0.37,18.0113202620591
38,0.38,18.0113202620591
39,0.39,19.01067154327947
40,0.4,19.01067154327947
41,0.41000000000000003,19.985369849237582
42,0.42,19.985369849237582
43,0.43,19.985369849237582
44,0.44,19.985369849237582
45,0.45,19.985369849237582
46,0.46,19.985369849237582
47,0.47000000000000003,19.985369849237582
48,0.48,19.985369849237582
49,0.49,19.985369849237582
50,0.5,19.985369849237582
51,0.51,19.985369849237582
52,0.52,19.985369849237582
53,0.53,19.985369849237582
54,0.54,19.985369849237582
55,0.55,19.985369849237582
56,0.56,19.985369849237582
57,0.5700000000000001,19.985369849237582
58,0.58,19.985369849237582
59,0.59,19.985369849237582
60,0.6,19.985369849237582
61,0.61,19.985369849237582
62,0.62,19.985369849237582
63,0.63,19.985369849237582
64,0.64,19.985369849237582
65,0.65,19.985369849237582
66,0.66,19.985369849237582
67,0.67,19.985369849237582
68,0.68,19.985369849237582
69,0.6900000000000001,19.985369849237582
70,0.7000000000000001,19.985369849237582
71,0.71,19.985369849237582
72,0.72,19.985369849237582
73,0.73,19.985369849237582
74,0.74,19.985369849237582
75,0.75,19.985369849237582
76,0.76,19.985369849237582
77,0.77,19.985369849237582
78,0.78,19.985369849237582
79,0.79,19.985369849237582
80,0.8,19.985369849237582
81,0.81,19.985369849237582
82,0.8200000000000001,19.985369849237582
83,0.8300000000000001,19.985369849237582
84,0.84,19.985369849237582
85,0.85,19.985369849237582
86,0.86,19.985369849237582
87,0.87,19.985369849237582
88,0.88,19.985369849237582
89,0.89,19.985369849237582
90,0.9,19.985369849237582
91,0.91,19.985369849237582
92,0.92,19.985369849237582
93,0.93,19.985369849237582
94,0.9400000000000001,19.985369849237582
95,0.9500000000000001,19.985369849237582
96,0.96,19.985369849237582
97,0.97,19.985369849237582
98,0.98,19.985369849237582
99,0.99,19.985369849237582
100,1.0,19.985369849237582
