,cdf,batch_kv_tokens_percent
0,0.0,0.4210512206982999
1,0.01,0.8581292489818065
2,0.02,0.8789734882626069
3,0.03,1.2349118244605763
4,0.04,2.166254756264647
5,0.05,2.4571442451893977
6,0.06,3.0556730286378344
7,0.07,3.1236427838057135
8,0.08,3.629155329734448
9,0.09,3.6729675559067476
10,0.1,4.558529099842427
11,0.11,4.65061752721434
12,0.12,4.716184089469276
13,0.13,4.754064896007301
14,0.14,4.801844058547309
15,0.15,4.840412893511524
16,0.16,4.87929151675965
17,0.17,5.590116197741286
18,0.18,5.888492902598986
19,0.19,6.430164494903704
20,0.2,6.599541183735776
21,0.21,7.0498063685996755
22,0.22,7.1349136960709965
23,0.23,7.2936212320281655
24,0.24,7.869544538799241
25,0.25,8.044593050394523
26,0.26,8.207104664696484
27,0.27,8.356170163086983
28,0.28,8.524976054706144
29,0.29,9.106607385182924
30,0.3,9.478255209215169
31,0.31,9.806057049229992
32,0.32,10.39162590476448
33,0.33,11.01216201399233
34,0.34,11.21217571992615
35,0.35000000000000003,11.415822271300364
36,0.36,11.62316765142312
37,0.37,11.76348593590392
38,0.38,11.834279042056252
39,0.39,11.929333015015049
40,0.4,12.121737538968073
41,0.41000000000000003,12.317245296001355
42,0.42,12.515906337201805
43,0.43,12.743232524960709
44,0.44,12.948764182472633
45,0.45,13.131321863882985
46,0.46,13.343112894355036
47,0.47000000000000003,13.531230286753546
48,0.48,13.749471316536576
49,0.49,13.9433177383876
50,0.5,14.083450458310905
51,0.51,14.168205199271082
52,0.52,14.310598076508555
53,0.53,14.48335980826798
54,0.54,14.716957440729296
55,0.55,14.89462486176209
56,0.56,15.10461618926814
57,0.5700000000000001,15.19551634446902
58,0.58,15.286963540264109
59,0.59,15.47151224189346
60,0.6,15.689636795170529
61,0.61,15.879046686281892
62,0.62,16.102916849117836
63,0.63,16.29731597809612
64,0.64,16.461106781569853
65,0.65,16.65983008433167
66,0.66,16.860952433013345
67,0.67,17.064502789599942
68,0.68,17.270510465714064
69,0.6900000000000001,17.479005126836842
70,0.7000000000000001,17.549061189413283
71,0.71,17.76091859646407
72,0.72,17.97533360818885
73,0.73,18.15598877486481
74,0.74,18.375173189504977
75,0.75,18.597003662600944
76,0.76,18.746376436132614
77,0.77,18.972688183552638
78,0.78,19.163366933711085
79,0.79,19.394712712560388
80,0.8,19.58963288116988
81,0.81,19.786512030698223
82,0.8200000000000001,19.985369849237582
83,0.8300000000000001,20.186226222748783
84,0.84,20.38910123704993
85,0.85,20.594015179825057
86,0.86,20.800988542652856
87,0.87,20.884359154676908
88,0.88,20.968063917115735
89,0.89,21.09425052394139
90,0.9,21.178796533510287
91,0.91,21.391647048619195
92,0.92,21.606636747685542
93,0.93,21.78018315958325
94,0.9400000000000001,21.955123511566782
95,0.9500000000000001,22.131468999885865
96,0.96,22.30923091071944
97,0.97,22.533442484002983
98,0.98,22.714433081311974
99,0.99,22.942717005477082
100,1.0,23.173295221991282
