batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1769710188.5154088,decode,1,6,2.5548222269533746e-06,5,1,0.0,0,0,0,0,0,0.0
4,1769710188.518615,decode,1,7,2.9806259314456037e-06,6,1,0.0,0,0,0,0,0,0.0
5,1769710188.5222828,decode,1,8,3.4064296359378325e-06,7,1,0.0,0,0,0,0,0,0.0
6,1769710188.5259435,decode,1,9,3.832233340430062e-06,8,1,0.0,0,0,0,0,0,0.0
7,1769710188.529623,decode,1,10,4.258037044922291e-06,9,1,0.0,0,0,0,0,0,0.0
8,1769710188.533319,decode,1,11,4.6838407494145196e-06,10,1,0.0,0,0,0,0,0,0.0
9,1769710188.5373664,decode,1,0,0.0,11,1,0.0,0,0,0,0,0,0.0
9,1769710188.5406508,decode,1,0,0.0,12,1,0.0,0,0,0,0,0,0.0
12,1769710202.5601838,decode,1,25001,0.010645518416010219,5001,1,0.0,4,0,0,0,0,0.0
14,1769710202.7617252,decode,5,105006,0.04471194379391101,25006,5,0.0,16,0,0,0,0,0.0
17,1769710202.772852,decode,22,110050,0.04685969767936981,110028,22,0.0,0,0,0,0,0,0.0
18,1769710202.7787316,decode,22,115050,0.048988716201830956,110050,22,0.0,1,0,0,0,0,0.0
20,1769710202.7864258,decode,23,115096,0.049008303172237595,115073,23,0.0,0,0,0,0,0,0.0
21,1769710202.792396,decode,23,120096,0.05113732169469874,115096,23,0.0,1,0,0,0,0,0.0
23,1769710202.8001063,decode,24,125120,0.0532765595060677,120120,24,0.0,1,0,0,0,0,0.0
25,1769710202.8089736,decode,25,125170,0.053297849691292316,125145,25,0.0,0,0,0,0,0,0.0
26,1769710202.8151548,decode,25,130170,0.05542686821375346,125170,25,0.0,1,0,0,0,0,0.0
28,1769710202.8232048,decode,26,130222,0.05544901000638706,130196,26,0.0,0,0,0,0,0,0.0
29,1769710202.8295708,decode,26,135222,0.0575780285288482,130222,26,0.0,1,0,0,0,0,0.0
31,1769710202.8376982,decode,27,140249,0.059718543751330636,135249,27,0.0,1,0,0,0,0,0.0
33,1769710202.8458905,decode,28,140305,0.059742388758782204,140277,28,0.0,0,0,0,0,0,0.0
34,1769710202.8524058,decode,28,145305,0.061871407281243344,140305,28,0.0,1,0,0,0,0,0.0
36,1769710202.8607566,decode,29,145363,0.06189610389610389,145334,29,0.0,0,0,0,0,0,0.0
