batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1769948870.1831973,decode,1,6,2.5548222269533746e-06,5,1,0.0,0,0,0,0,0,0.0
4,1769948870.1864047,decode,1,7,2.9806259314456037e-06,6,1,0.0,0,0,0,0,0,0.0
5,1769948870.1900754,decode,1,8,3.4064296359378325e-06,7,1,0.0,0,0,0,0,0,0.0
6,1769948870.1937633,decode,1,9,3.832233340430062e-06,8,1,0.0,0,0,0,0,0,0.0
7,1769948870.197424,decode,1,10,4.258037044922291e-06,9,1,0.0,0,0,0,0,0,0.0
8,1769948870.2011125,decode,1,11,4.6838407494145196e-06,10,1,0.0,0,0,0,0,0,0.0
9,1769948870.2051759,decode,1,0,0.0,11,1,0.0,0,0,0,0,0,0.0
9,1769948870.2084796,decode,1,0,0.0,12,1,0.0,0,0,0,0,0,0.0
165,1769948893.3229094,decode,444,163194,0.06948860975090483,138084,444,0.0,81,0,0,0,0,0.0
167,1769948893.3518734,decode,525,164959,0.07024015328933361,163719,525,0.0,4,0,0,0,0,0.0
289,1769948893.9997938,decode,956,303245,0.12912284436874602,298285,956,0.0,16,0,0,0,0,0.0
293,1769948894.0903347,decode,1000,313925,0.13367042793272302,312925,1000,0.0,0,0,0,0,0,0.0
294,1769948894.124816,decode,1000,314925,0.13409623163721524,313925,1000,0.0,0,0,0,0,0,0.0
295,1769948894.159383,decode,1000,315925,0.13452203534170748,314925,1000,0.0,0,0,0,0,0,0.0
296,1769948894.1948683,decode,1000,316925,0.1349478390461997,315925,1000,0.0,0,0,0,0,0,0.0
297,1769948894.2296674,decode,1000,317925,0.13537364275069194,316925,1000,0.0,0,0,0,0,0,0.0
298,1769948894.26454,decode,1000,318925,0.13579944645518416,317925,1000,0.0,0,0,0,0,0,0.0
299,1769948894.2995107,decode,1000,319925,0.13622525015967638,318925,1000,0.0,0,0,0,0,0,0.0
300,1769948894.3342912,decode,1000,320925,0.13665105386416862,319925,1000,0.0,0,0,0,0,0,0.0
301,1769948894.3691306,decode,1000,321925,0.13707685756866084,320925,1000,0.0,0,0,0,0,0,0.0
302,1769948894.4043324,decode,1000,322925,0.13750266127315308,321925,1000,0.0,0,0,0,0,0,0.0
303,1769948894.4394133,decode,1000,323925,0.1379284649776453,322925,1000,0.0,0,0,0,0,0,0.0
304,1769948894.4749875,decode,1000,324925,0.13835426868213754,323925,1000,0.0,0,0,0,0,0,0.0
305,1769948894.5100682,decode,1000,325925,0.13878007238662976,324925,1000,0.0,0,0,0,0,0,0.0
306,1769948894.5450048,decode,1000,326925,0.139205876091122,325925,1000,0.0,0,0,0,0,0,0.0
307,1769948894.5804322,decode,1000,327925,0.13963167979561422,326925,1000,0.0,0,0,0,0,0,0.0
308,1769948894.61578,decode,1000,328925,0.14005748350010644,327925,1000,0.0,0,0,0,0,0,0.0
309,1769948894.651008,decode,1000,329925,0.14048328720459868,328925,1000,0.0,0,0,0,0,0,0.0
310,1769948894.6861737,decode,1000,330925,0.1409090909090909,329925,1000,0.0,0,0,0,0,0,0.0
311,1769948894.7215595,decode,1000,331925,0.14133489461358315,330925,1000,0.0,0,0,0,0,0,0.0
312,1769948894.756969,decode,1000,332925,0.14176069831807536,331925,1000,0.0,0,0,0,0,0,0.0
313,1769948894.7917945,decode,1000,333925,0.1421865020225676,332925,1000,0.0,0,0,0,0,0,0.0
314,1769948894.826922,decode,1000,334925,0.14261230572705982,333925,1000,0.0,0,0,0,0,0,0.0
315,1769948894.862785,decode,1000,335925,0.14303810943155204,334925,1000,0.0,0,0,0,0,0,0.0
316,1769948894.8982136,decode,1000,336925,0.14346391313604429,335925,1000,0.0,0,0,0,0,0,0.0
317,1769948894.9336185,decode,1000,337925,0.1438897168405365,336925,1000,0.0,0,0,0,0,0,0.0
318,1769948894.96861,decode,1000,338925,0.14431552054502875,337925,1000,0.0,0,0,0,0,0,0.0
319,1769948895.0041308,decode,1000,339925,0.14474132424952096,338925,1000,0.0,0,0,0,0,0,0.0
320,1769948895.0398366,decode,1000,340925,0.1451671279540132,339925,1000,0.0,0,0,0,0,0,0.0
321,1769948895.075223,decode,1000,341925,0.14559293165850543,340925,1000,948.831663639938,0,0,0,0,0,0.0
322,1769948895.1105275,decode,1000,342925,0.14601873536299767,341925,1000,948.831663639938,0,0,0,0,0,0.0
323,1769948895.1474967,decode,1000,343925,0.1464445390674899,342925,1000,948.831663639938,0,0,0,0,0,0.0
324,1769948895.1833594,decode,1000,344925,0.1468703427719821,343925,1000,948.831663639938,0,0,0,0,0,0.0
325,1769948895.2188306,decode,1000,345925,0.14729614647647435,344925,1000,948.831663639938,0,0,0,0,0,0.0
326,1769948895.254023,decode,1000,346925,0.14772195018096657,345925,1000,948.831663639938,0,0,0,0,0,0.0
327,1769948895.2893565,decode,1000,347925,0.1481477538854588,346925,1000,948.831663639938,0,0,0,0,0,0.0
328,1769948895.3250163,decode,1000,348925,0.14857355758995103,347925,1000,948.831663639938,0,0,0,0,0,0.0
329,1769948895.3606317,decode,1000,349925,0.14899936129444327,348925,1000,948.831663639938,0,0,0,0,0,0.0
330,1769948895.3964229,decode,1000,350925,0.1494251649989355,349925,1000,948.831663639938,0,0,0,0,0,0.0
331,1769948895.432704,decode,1000,351925,0.1498509687034277,350925,1000,948.831663639938,0,0,0,0,0,0.0
332,1769948895.4683263,decode,1000,352925,0.15027677240791995,351925,1000,948.831663639938,0,0,0,0,0,0.0
333,1769948895.5041173,decode,1000,353925,0.15070257611241217,352925,1000,948.831663639938,0,0,0,0,0,0.0
334,1769948895.539467,decode,1000,354925,0.1511283798169044,353925,1000,948.831663639938,0,0,0,0,0,0.0
335,1769948895.574826,decode,1000,355925,0.15155418352139663,354925,1000,948.831663639938,0,0,0,0,0,0.0
336,1769948895.6105468,decode,1000,356925,0.15197998722588887,355925,1000,948.831663639938,0,0,0,0,0,0.0
337,1769948895.6463816,decode,1000,357925,0.1524057909303811,356925,1000,948.831663639938,0,0,0,0,0,0.0
338,1769948895.686765,decode,1000,358925,0.15283159463487334,357925,1000,948.831663639938,0,0,0,0,0,0.0
339,1769948895.7193666,decode,1000,359925,0.15325739833936555,358925,1000,948.831663639938,0,0,0,0,0,0.0
340,1769948895.7590196,decode,1000,360925,0.15368320204385777,359925,1000,948.831663639938,0,0,0,0,0,0.0
341,1769948895.7922122,decode,1000,361925,0.15410900574835001,360925,1000,948.831663639938,0,0,0,0,0,0.0
342,1769948895.8284438,decode,1000,362925,0.15453480945284223,361925,1000,948.831663639938,0,0,0,0,0,0.0
343,1769948895.8648653,decode,1000,363925,0.15496061315733448,362925,1000,948.831663639938,0,0,0,0,0,0.0
344,1769948895.900023,decode,1000,364925,0.1553864168618267,363925,1000,948.831663639938,0,0,0,0,0,0.0
345,1769948895.9357336,decode,1000,365925,0.15581222056631894,364925,1000,948.831663639938,0,0,0,0,0,0.0
346,1769948895.972047,decode,1000,366925,0.15623802427081115,365925,1000,948.831663639938,0,0,0,0,0,0.0
347,1769948896.0082283,decode,1000,367925,0.15666382797530337,366925,1000,948.831663639938,0,0,0,0,0,0.0
348,1769948896.0446014,decode,1000,368925,0.15708963167979562,367925,1000,948.831663639938,0,0,0,0,0,0.0
349,1769948896.0802758,decode,1000,369925,0.15751543538428783,368925,1000,948.831663639938,0,0,0,0,0,0.0
350,1769948896.116255,decode,1000,370925,0.15794123908878008,369925,1000,948.831663639938,0,0,0,0,0,0.0
351,1769948896.1522844,decode,1000,371925,0.1583670427932723,370925,1000,948.831663639938,0,0,0,0,0,0.0
352,1769948896.188537,decode,1000,372925,0.15879284649776454,371925,1000,948.831663639938,0,0,0,0,0,0.0
353,1769948896.2238967,decode,1000,373925,0.15921865020225676,372925,1000,948.831663639938,0,0,0,0,0,0.0
354,1769948896.2598727,decode,1000,374925,0.159644453906749,373925,1000,948.831663639938,0,0,0,0,0,0.0
355,1769948896.2958677,decode,1000,375925,0.16007025761124122,374925,1000,948.831663639938,0,0,0,0,0,0.0
356,1769948896.331784,decode,1000,376925,0.16049606131573343,375925,1000,948.831663639938,0,0,0,0,0,0.0
357,1769948896.3674653,decode,1000,377925,0.16092186502022568,376925,1000,948.831663639938,0,0,0,0,0,0.0
358,1769948896.403166,decode,1000,378925,0.1613476687247179,377925,1000,948.831663639938,0,0,0,0,0,0.0
359,1769948896.4391403,decode,1000,379925,0.16177347242921014,378925,1000,948.831663639938,0,0,0,0,0,0.0
360,1769948896.4757879,decode,1000,380925,0.16219927613370236,379925,1000,948.831663639938,0,0,0,0,0,0.0
361,1769948896.5114934,decode,1000,381925,0.1626250798381946,380925,1000,27849.77595080185,0,0,0,0,0,0.0
362,1769948896.5472639,decode,1000,382925,0.16305088354268682,381925,1000,27849.77595080185,0,0,0,0,0,0.0
363,1769948896.5831585,decode,1000,383925,0.16347668724717904,382925,1000,27849.77595080185,0,0,0,0,0,0.0
364,1769948896.6195352,decode,1000,384925,0.16390249095167128,383925,1000,27849.77595080185,0,0,0,0,0,0.0
365,1769948896.6566765,decode,1000,385925,0.1643282946561635,384925,1000,27849.77595080185,0,0,0,0,0,0.0
366,1769948896.6927748,decode,1000,386925,0.16475409836065574,385925,1000,27849.77595080185,0,0,0,0,0,0.0
367,1769948896.7288249,decode,1000,387925,0.16517990206514796,386925,1000,27849.77595080185,0,0,0,0,0,0.0
368,1769948896.7647948,decode,1000,388925,0.1656057057696402,387925,1000,27849.77595080185,0,0,0,0,0,0.0
369,1769948896.8018532,decode,1000,389925,0.16603150947413242,388925,1000,27849.77595080185,0,0,0,0,0,0.0
370,1769948896.838594,decode,1000,390925,0.16645731317862467,389925,1000,27849.77595080185,0,0,0,0,0,0.0
371,1769948896.8750622,decode,1000,391925,0.16688311688311688,390925,1000,27849.77595080185,0,0,0,0,0,0.0
372,1769948896.9113836,decode,1000,392925,0.1673089205876091,391925,1000,27849.77595080185,0,0,0,0,0,0.0
373,1769948896.9477916,decode,1000,393925,0.16773472429210134,392925,1000,27849.77595080185,0,0,0,0,0,0.0
374,1769948896.985028,decode,1000,394925,0.16816052799659356,393925,1000,27849.77595080185,0,0,0,0,0,0.0
375,1769948897.0220988,decode,1000,395925,0.1685863317010858,394925,1000,27849.77595080185,0,0,0,0,0,0.0
376,1769948897.0589545,decode,1000,396925,0.16901213540557802,395925,1000,27849.77595080185,0,0,0,0,0,0.0
377,1769948897.0955956,decode,1000,397925,0.16943793911007027,396925,1000,27849.77595080185,0,0,0,0,0,0.0
378,1769948897.131936,decode,1000,398925,0.16986374281456249,397925,1000,27849.77595080185,0,0,0,0,0,0.0
379,1769948897.1688454,decode,1000,399925,0.1702895465190547,398925,1000,27849.77595080185,0,0,0,0,0,0.0
380,1769948897.2061687,decode,1000,400925,0.17071535022354695,399925,1000,27849.77595080185,0,0,0,0,0,0.0
381,1769948897.2432072,decode,1000,401925,0.17114115392803916,400925,1000,27849.77595080185,0,0,0,0,0,0.0
382,1769948897.2797115,decode,1000,402925,0.1715669576325314,401925,1000,27849.77595080185,0,0,0,0,0,0.0
383,1769948897.3163068,decode,1000,403925,0.17199276133702363,402925,1000,27849.77595080185,0,0,0,0,0,0.0
384,1769948897.353457,decode,1000,404925,0.17241856504151587,403925,1000,27849.77595080185,0,0,0,0,0,0.0
385,1769948897.38994,decode,1000,405925,0.1728443687460081,404925,1000,27849.77595080185,0,0,0,0,0,0.0
386,1769948897.4291549,decode,1000,406925,0.17327017245050033,405925,1000,27849.77595080185,0,0,0,0,0,0.0
387,1769948897.4649856,decode,1000,407925,0.17369597615499255,406925,1000,27849.77595080185,0,0,0,0,0,0.0
388,1769948897.5060952,decode,1000,408925,0.17412177985948477,407925,1000,27849.77595080185,0,0,0,0,0,0.0
389,1769948897.5398707,decode,1000,409925,0.174547583563977,408925,1000,27849.77595080185,0,0,0,0,0,0.0
390,1769948897.579538,decode,1000,410925,0.17497338726846923,409925,1000,27849.77595080185,0,0,0,0,0,0.0
391,1769948897.6151793,decode,1000,411925,0.17539919097296147,410925,1000,27849.77595080185,0,0,0,0,0,0.0
392,1769948897.6525452,decode,1000,412925,0.1758249946774537,411925,1000,27849.77595080185,0,0,0,0,0,0.0
393,1769948897.6902478,decode,1000,413925,0.17625079838194593,412925,1000,27849.77595080185,0,0,0,0,0,0.0
394,1769948897.7272816,decode,1000,414925,0.17667660208643815,413925,1000,27849.77595080185,0,0,0,0,0,0.0
395,1769948897.764139,decode,1000,415925,0.17710240579093037,414925,1000,27849.77595080185,0,0,0,0,0,0.0
396,1769948897.8003242,decode,1000,416925,0.1775282094954226,415925,1000,27849.77595080185,0,0,0,0,0,0.0
397,1769948897.8372812,decode,1000,417925,0.17795401319991483,416925,1000,27849.77595080185,0,0,0,0,0,0.0
398,1769948897.8740113,decode,1000,418925,0.17837981690440707,417925,1000,27849.77595080185,0,0,0,0,0,0.0
399,1769948897.9113216,decode,1000,419925,0.1788056206088993,418925,1000,27849.77595080185,0,0,0,0,0,0.0
400,1769948897.9483957,decode,1000,420925,0.17923142431339154,419925,1000,27849.77595080185,0,0,0,0,0,0.0
401,1769948897.985335,decode,1000,421925,0.17965722801788375,420925,1000,27140.012580676434,0,0,0,0,0,0.0
402,1769948898.0222716,decode,1000,422925,0.180083031722376,421925,1000,27140.012580676434,0,0,0,0,0,0.0
403,1769948898.0595996,decode,1000,423925,0.1805088354268682,422925,1000,27140.012580676434,0,0,0,0,0,0.0
404,1769948898.0964563,decode,1000,424925,0.18093463913136043,423925,1000,27140.012580676434,0,0,0,0,0,0.0
405,1769948898.133821,decode,1000,425925,0.18136044283585268,424925,1000,27140.012580676434,0,0,0,0,0,0.0
406,1769948898.1713734,decode,1000,426925,0.1817862465403449,425925,1000,27140.012580676434,0,0,0,0,0,0.0
407,1769948898.209184,decode,1000,427925,0.18221205024483714,426925,1000,27140.012580676434,0,0,0,0,0,0.0
408,1769948898.2465816,decode,1000,428925,0.18263785394932935,427925,1000,27140.012580676434,0,0,0,0,0,0.0
409,1769948898.2841337,decode,1000,429925,0.1830636576538216,428925,1000,27140.012580676434,0,0,0,0,0,0.0
410,1769948898.3204403,decode,1000,430925,0.18348946135831382,429925,1000,27140.012580676434,0,0,0,0,0,0.0
411,1769948898.3586173,decode,1000,431925,0.18391526506280603,430925,1000,27140.012580676434,0,0,0,0,0,0.0
412,1769948898.395802,decode,1000,432925,0.18434106876729828,431925,1000,27140.012580676434,0,0,0,0,0,0.0
413,1769948898.433327,decode,1000,433925,0.1847668724717905,432925,1000,27140.012580676434,0,0,0,0,0,0.0
414,1769948898.4704778,decode,1000,434925,0.18519267617628274,433925,1000,27140.012580676434,0,0,0,0,0,0.0
