batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1769714114.163378,decode,1,6,2.5548222269533746e-06,5,1,0.0,0,0,0,0,0,0.0
4,1769714114.166625,decode,1,7,2.9806259314456037e-06,6,1,0.0,0,0,0,0,0,0.0
5,1769714114.1702917,decode,1,8,3.4064296359378325e-06,7,1,0.0,0,0,0,0,0,0.0
6,1769714114.1739767,decode,1,9,3.832233340430062e-06,8,1,0.0,0,0,0,0,0,0.0
7,1769714114.177662,decode,1,10,4.258037044922291e-06,9,1,0.0,0,0,0,0,0,0.0
8,1769714114.1813488,decode,1,11,4.6838407494145196e-06,10,1,0.0,0,0,0,0,0,0.0
9,1769714114.1854146,decode,1,0,0.0,11,1,0.0,0,0,0,0,0,0.0
9,1769714114.1887176,decode,1,0,0.0,12,1,0.0,0,0,0,0,0,0.0
12,1769714140.7169619,decode,1,40001,0.017032573983393657,5001,1,0.0,7,0,0,0,0,0.0
14,1769714140.9188714,decode,8,110009,0.04684223972748563,40009,8,0.0,14,0,0,0,0,0.0
17,1769714140.930264,decode,23,115055,0.048990845220353414,115032,23,0.0,0,0,0,0,0,0.0
18,1769714140.9362268,decode,23,120055,0.05111986374281456,115055,23,0.0,1,0,0,0,0,0.0
20,1769714140.9443507,decode,24,120103,0.05114030232063019,120079,24,0.0,0,0,0,0,0,0.0
21,1769714140.9503903,decode,24,125103,0.053269320843091335,120103,24,0.0,1,0,0,0,0,0.0
23,1769714140.959151,decode,25,125153,0.05329061102831595,125128,25,0.0,0,0,0,0,0,0.0
24,1769714140.9653423,decode,25,130153,0.05541962955077709,125153,25,0.0,1,0,0,0,0,0.0
26,1769714140.9737902,decode,26,130205,0.05544177134341069,130179,26,0.0,0,0,0,0,0,0.0
27,1769714140.9801767,decode,26,135205,0.05757078986587183,130205,26,0.0,1,0,0,0,0,0.0
29,1769714140.9887,decode,27,135259,0.05759378326591441,135232,27,0.0,0,0,0,0,0,0.0
30,1769714140.9950984,decode,27,140259,0.05972280178837556,135259,27,0.0,1,0,0,0,0,0.0
32,1769714141.0037,decode,28,140315,0.05974664679582713,140287,28,0.0,0,0,0,0,0,0.0
33,1769714141.0102174,decode,28,145315,0.06187566531828827,140315,28,0.0,1,0,0,0,0,0.0
35,1769714141.0188973,decode,29,145373,0.061900361933148816,145344,29,0.0,0,0,0,0,0,0.0
36,1769714141.025525,decode,29,150373,0.06402938045560996,145373,29,0.0,1,0,0,0,0,0.0
38,1769714141.034191,decode,30,155403,0.06617117308920588,150403,30,0.0,1,0,0,0,0,0.0
