batch_id,time,num_admissions,num_restarts_in_scheduling
0,0.006332209760684723,0,0
1,0.01961745404582178,0,0
2,0.033029744730958835,0,0
3,0.046929000749429226,0,0
4,0.06112887695837581,0,0
5,0.07064118511421993,0,0
6,0.08780605275750991,0,0
7,0.1050979668007999,0,0
8,0.12287684617742323,0,0
9,0.14095634574452273,0,0
10,0.15063671790036687,0,0
11,0.160317090056211,0,0
12,0.16999746221205514,0,0
13,0.17967783436789928,0,0
14,0.1893582065237434,0,0
15,0.19903857867958755,0,0
16,0.20871895083543168,0,0
17,0.21839932299127582,0,0
18,0.22807969514711995,0,0
19,0.2377600673029641,0,0
20,0.24744043945880823,0,0
21,0.25712081161465233,0,0
22,0.26680118377049644,0,0
23,0.27648155592634055,0,0
24,0.28616192808218466,0,0
25,0.29584230023802877,0,0
26,0.3055226723938729,0,0
27,0.315203044549717,0,0
28,0.3248834167055611,0,0
29,0.3345637888614052,0,0
30,0.3442441610172493,0,0
31,0.3539245331730934,0,0
32,0.3712574648163834,0,0
33,0.38871744285967336,0,0
34,0.41936126635505805,0,0
35,0.45065052985044274,0,0
36,0.474114320784664,0,0
37,0.49793169251888525,0,0
38,0.5083412806747294,0,0
39,0.5187508688305735,0,0
40,0.5291604569864177,0,0
41,0.5395700451422618,0,0
42,0.549979633298106,0,0
43,0.5603892214539501,0,0
44,0.57845136909724,0,0
45,0.59664056314053,0,0
46,0.6153167225171534,0,0
47,0.639154947584708,0,0
48,0.657490957627998,0,0
49,0.6763139330046214,0,0
50,0.6954375285717209,0,0
51,0.706555724727565,0,0
52,0.7176739208834091,0,0
53,0.7287921170392532,0,0
54,0.7399103131950973,0,0
55,0.7510285093509413,0,0
56,0.7621467055067854,0,0
57,0.7732649016626295,0,0
58,0.7843830978184736,0,0
59,0.7955012939743177,0,0
60,0.8066194901301618,0,0
61,0.8177376862860058,0,0
62,0.8365084419292959,0,0
63,0.8554062439725858,0,0
64,0.8747910113492091,0,0
65,0.8944763989163086,0,0
66,0.9058936030721527,0,0
67,0.9173108072279968,0,0
68,0.928728011383841,0,0
69,0.9401452155396851,0,0
70,0.9515624196955292,0,0
71,0.9629796238513734,0,0
72,0.9743968280072175,0,0
73,0.9858140321630616,0,0
74,0.9972312363189058,0,0
75,1.0086484404747498,0,0
76,1.0200656446305938,0,0
77,1.0314828487864378,0,0
78,1.0429000529422818,0,0
79,1.0672587366765032,0,0
80,1.091917226277391,0,0
81,1.1169792252116124,0,0
82,1.1423948049458337,0,0
83,1.1539888693314035,0,0
84,1.1655829337169734,0,0
85,1.1771769981025433,0,0
86,1.1887710624881132,0,0
87,1.200365126873683,0,0
88,1.2119591912592529,0,0
89,1.2235532556448228,0,0
90,1.2351473200303926,0,0
91,1.2467413844159625,0,0
92,1.2583354488015324,0,0
93,1.2699295131871022,0,0
94,1.281523577572672,0,0
95,1.293117641958242,0,0
96,1.3047117063438118,0,0
97,1.3163057707293817,0,0
98,1.3278998351149516,0,0
99,1.3394938995005214,0,0
100,1.3600164975819067,0,0
101,1.380666142063292,0,0
102,1.4066177703479317,0,0
103,1.4329729079659048,0,0
104,1.4542729737806235,0,0
105,1.4758736597858182,0,0
106,1.4877234681713882,0,0
107,1.5085018102527734,0,0
108,1.5345116486707466,0,0
109,1.560906372422053,0,0
110,1.5876650108400263,0,0
111,1.609522592845221,0,0
112,1.622080497230791,0,0
