id,prefill_tokens,decode_tokens,prompt_type,arrived_at,scheduled_at,prefill_completed_at,completed_at,num_restarts,latest_stage_scheduled_at,latest_stage_completed_at,latest_iteration_scheduled_at,latest_iteration_completed_at
0,512,1000,only,0.006332209760684723,0.006332209760684723,0.06112887695837581,25.96337166454925,0,25.915669032055167,25.96337166454925,25.915669032055167,25.96337166454925
1,512,1000,only,0.06947875617821311,0.07064118511421993,0.14095634574452273,26.189063064849396,0,26.148055606469022,26.189063064849396,26.148055606469022,26.189063064849396
2,512,1000,only,0.35177200837786127,0.3539245331730934,0.45065052985044274,27.352226837741764,0,27.30882784656139,27.352226837741764,27.30882784656139,27.352226837741764
3,512,1000,only,0.3745101095295028,0.38871744285967336,0.49793169251888525,27.434542042502517,0,27.39338444012214,27.434542042502517,27.39338444012214,27.434542042502517
4,512,1000,only,0.3820726538313425,0.38871744285967336,0.49793169251888525,27.434542042502517,0,27.39338444012214,27.434542042502517,27.39338444012214,27.434542042502517
5,512,1000,only,0.5580515357978808,0.5603892214539501,0.639154947584708,27.86000175155156,0,27.807043030039615,27.86000175155156,27.807043030039615,27.86000175155156
6,512,1000,only,0.6134744530888009,0.6153167225171534,0.6954375285717209,28.01453542432668,0,27.966280527908786,28.01453542432668,27.966280527908786,28.01453542432668
7,512,1000,only,0.8103067666494012,0.8177376862860058,0.8944763989163086,28.756603933109886,0,28.70835964337136,28.756603933109886,28.70835964337136,28.756603933109886
8,512,1000,only,1.0327589432248419,1.0429000529422818,1.1423948049458337,29.501427426773365,0,29.452696171701504,29.501427426773365,29.452696171701504,29.501427426773365
9,512,1000,only,1.0343889353634086,1.0429000529422818,1.1423948049458337,29.501427426773365,0,29.452696171701504,29.501427426773365,29.452696171701504,29.501427426773365
10,512,1000,only,1.3338364206067799,1.3394938995005214,1.4329729079659048,30.504842025680198,0,30.456090087941668,30.504842025680198,30.456090087941668,30.504842025680198
11,512,1000,only,1.3760829876285974,1.380666142063292,1.4758736597858182,30.603105636014394,0,30.553823520752058,30.603105636014394,30.553823520752058,30.603105636014394
12,512,1000,only,1.4786752200988682,1.4877234681713882,1.5876650108400263,30.813464568043248,0,30.771392781637477,30.813464568043248,30.771392781637477,30.813464568043248
13,512,1000,only,1.5041048913477761,1.5085018102527734,1.609522592845221,30.85532989044902,0,30.813464568043248,30.85532989044902,30.813464568043248,30.85532989044902
14,512,1000,only,1.73551725808678,1.7476595410864901,1.8352609834691738,31.482653086535585,0,31.440831540129814,31.482653086535585,31.440831540129814,31.482653086535585
15,512,1000,only,2.0626023656983468,2.0707063984094325,2.160982528792116,32.4513503008815,0,32.40948497847573,32.4513503008815,32.40948497847573,32.4513503008815
16,512,1000,only,2.9666561621208514,2.9743972243118746,3.0654946026945584,35.48056384200463,0,35.435460040665525,35.48056384200463,35.435460040665525,35.48056384200463
17,512,1000,only,3.1674193484924724,3.174329720648961,3.2661245944983115,36.048552422262034,0,36.00344862092293,36.048552422262034,36.00344862092293,36.048552422262034
18,512,1000,only,3.4083433997741843,3.417974993685614,3.5105706355349646,36.75185240653675,0,36.706748605197646,36.75185240653675,36.706748605197646,36.75185240653675
19,512,1000,only,3.6236473851113957,3.6361631672336667,3.7592619968549963,37.36494478813326,0,37.319840986794155,37.36494478813326,37.319840986794155,37.36494478813326
20,512,1000,only,3.6353742701756175,3.6361631672336667,3.7592619968549963,37.36494478813326,0,37.319840986794155,37.36494478813326,37.319840986794155,37.36494478813326
21,512,1000,only,3.7207814344705374,3.7213654259481252,3.836271431433697,37.537434105143824,0,37.47956872462919,37.537434105143824,37.47956872462919,37.537434105143824
22,512,1000,only,3.787030403568538,3.807069702884433,3.9140611540123986,37.7084661716558,0,37.656476540050605,37.7084661716558,37.656476540050605,37.7084661716558
23,512,1000,only,3.868453798560611,3.8845993294631347,3.987268367913697,37.86960769218082,0,37.817618060575626,37.86960769218082,37.817618060575626,37.86960769218082
24,512,1000,only,3.98192030604064,3.987268367913697,4.08959339844045,38.08303946450151,0,38.03074921270584,38.08303946450151,38.03074921270584,38.08303946450151
25,512,1000,only,4.040694935154075,4.059946101891186,4.163804754056035,38.23790738225043,0,38.18591775064523,38.23790738225043,38.18591775064523,38.23790738225043
26,512,1000,only,4.730483133490457,4.742166434118358,4.841107779586756,40.12017980411792,0,40.075076002778815,40.12017980411792,40.075076002778815,40.12017980411792
27,512,1000,only,4.965328840489525,4.967798377654289,5.067559435122687,40.688168384375324,0,40.64306458303622,40.688168384375324,40.64306458303622,40.688168384375324
