id,prefill_tokens,decode_tokens,prompt_type,arrived_at,scheduled_at,prefill_completed_at,completed_at,num_restarts,latest_stage_scheduled_at,latest_stage_completed_at,latest_iteration_scheduled_at,latest_iteration_completed_at
0,512,1000,only,0.006332209760684723,0.006332209760684723,0.04313302787670191,25.74928624029588,0,25.683453822941768,25.74928624029588,25.683453822941768,25.74928624029588
1,512,1000,only,0.06947875617821311,0.07166995234423428,0.11925232661609557,25.98864539481636,0,25.923911904700343,25.98864539481636,25.923911904700343,25.98864539481636
2,512,1000,only,0.35177200837786127,0.3612616305121986,0.437343394744233,27.196579334901806,0,27.15510275652143,27.196579334901806,27.15510275652143,27.196579334901806
3,512,1000,only,0.3745101095295028,0.3986808166282158,0.4761445968602502,27.237736937282182,0,27.196579334901806,27.237736937282182,27.196579334901806,27.237736937282182
4,512,1000,only,0.3820726538313425,0.437343394744233,0.48729680524582014,27.278744395662557,0,27.237736937282182,27.278744395662557,27.237736937282182,27.278744395662557
5,512,1000,only,0.5580515357978808,0.5601639223367291,0.6096279888383163,27.644550209085946,0,27.60390511870557,27.644550209085946,27.60390511870557,27.644550209085946
6,512,1000,only,0.6134744530888009,0.6201843929941604,0.6699420914957476,27.765326952227067,0,27.725068037846693,27.765326952227067,27.725068037846693,27.765326952227067
7,512,1000,only,0.8103067666494012,0.8144786415217207,0.8653599240233077,28.560922412608885,0,28.512181857076417,28.560922412608885,28.512181857076417,28.560922412608885
8,512,1000,only,1.0327589432248419,1.0366179863609692,1.1161465345930035,29.30075028626775,0,29.25892873986198,29.30075028626775,29.25892873986198,29.30075028626775
9,512,1000,only,1.0343889353634086,1.0757740044769863,1.128858379351445,29.342226864648126,0,29.30075028626775,29.342226864648126,29.30075028626775,29.342226864648126
10,512,1000,only,1.3338364206067799,1.3375515382917027,1.417259542523737,30.33016359799185,0,30.280817482069192,30.33016359799185,30.280817482069192,30.33016359799185
11,512,1000,only,1.3760829876285974,1.3767972844077199,1.4301822032821787,30.37223538439762,0,30.33016359799185,30.37223538439762,30.33016359799185,30.37223538439762
12,512,1000,only,1.4786752200988682,1.489431245210029,1.5696507374420632,30.696815106465145,0,30.654743320059374,30.696815106465145,30.654743320059374,30.696815106465145
13,512,1000,only,1.5041048913477761,1.528932735326046,1.5830604900261902,30.738680428870918,0,30.696815106465145,30.738680428870918,30.696815106465145,30.738680428870918
14,512,1000,only,1.73551725808678,1.7463132470385991,1.800245877913058,31.366003624957482,0,31.32418207855171,31.366003624957482,31.32418207855171,31.366003624957482
15,512,1000,only,2.0626023656983468,2.0753710220100263,2.1306409968844853,32.383881185715616,0,32.34201586330985,32.383881185715616,32.34201586330985,32.383881185715616
16,512,1000,only,2.9666561621208514,2.971033517175383,3.026623620049842,35.489893788812594,0,35.443286622366415,35.489893788812594,35.443286622366415,35.489893788812594
17,512,1000,only,3.1674193484924724,3.1762719072371457,3.23219639793729,36.15408032732474,0,36.10737928570627,36.15408032732474,36.10737928570627,36.15408032732474
18,512,1000,only,3.4083433997741843,3.4116559606131927,3.4679808353133366,36.88365276454732,0,36.83695172292885,36.88365276454732,36.83695172292885,36.88365276454732
19,512,1000,only,3.6236473851113957,3.6354375442449394,3.7195314044769736,37.534447338644895,0,37.48826661123595,37.534447338644895,37.48826661123595,37.534447338644895
