request_id,req_type,prefill_tokens,decode_tokens,target_arrival,actual_send_offset,send_delay,send_time_epoch,recv_time_epoch,client_latency,server_prompt_tokens,server_completion_tokens,server_e2e_latency
0,short,5000,1000,0.0,0.009767532348632812,0.009767532348632812,1771519255.7297044,1771519670.9158878,415.1861834526062,5000,1000,388.98738050460815
1,long,5000,1000,0.0,0.010372161865234375,0.010372161865234375,1771519255.730309,1771519632.3123105,376.5820014476776,5000,1000,352.907178401947
2,long,5000,1000,0.00015613396923034733,0.010549783706665039,0.010393649737434691,1771519255.7304866,1771519632.3090873,376.5786006450653,5000,1000,352.8355383872986
3,long,5000,1000,0.000568762328086759,0.010698556900024414,0.010129794571937654,1771519255.7306354,1771519632.3050616,376.5744261741638,5000,1000,352.74778938293457
4,short,5000,1000,0.0006020242861835042,0.01084280014038086,0.010240775854197356,1771519255.7307796,1771519632.5162268,376.7854471206665,5000,1000,352.8194236755371
5,long,5000,1000,0.0008322838839128538,0.010985136032104492,0.010152852148191638,1771519255.730922,1771519632.5107882,376.7798662185669,5000,1000,352.68595576286316
6,short,5000,1000,0.0008653734248925941,0.011125326156616211,0.010259952731723617,1771519255.7310622,1771519632.5085864,376.7775242328644,5000,1000,352.6379590034485
7,short,5000,1000,0.0010479619356477848,0.011261701583862305,0.01021373964821452,1771519255.7311985,1771519633.7239985,377.9927999973297,5000,1000,353.8388741016388
8,short,5000,1000,0.001081886909740254,0.011468648910522461,0.010386762000782207,1771519255.7314055,1771519670.3999271,414.66852164268494,5000,1000,390.35360193252563
9,short,5000,1000,0.001115806168123175,0.011614322662353516,0.01049851649423034,1771519255.7315512,1771519670.6148875,414.8833363056183,5000,1000,390.3618290424347
10,short,5000,1000,0.0011277739218449113,0.01175236701965332,0.010624593097808409,1771519255.7316892,1771519670.6093438,414.8776545524597,5000,1000,390.2426679134369
11,long,5000,1000,0.0011608426491276052,0.011893749237060547,0.010732906587932942,1771519255.7318306,1771519670.6819358,414.9501051902771,5000,1000,390.2258927822113
12,long,5000,1000,0.0013758901921616857,0.012030363082885742,0.010654472890724057,1771519255.7319672,1771519670.6760697,414.94410252571106,5000,1000,390.0865013599396
13,short,5000,1000,0.0015300200947408991,0.012169361114501953,0.010639341019761054,1771519255.7321062,1771519670.6676106,414.9355044364929,5000,1000,389.908091545105
14,long,5000,1000,0.001611600959389992,0.01230621337890625,0.010694612419516258,1771519255.732243,1771519670.7280765,414.9958333969116,5000,1000,389.8684365749359
15,short,5000,1000,0.0017138365254663521,0.012444019317626953,0.0107301827921606,1771519255.7323809,1771519670.8432384,415.11085748672485,5000,1000,389.7981960773468
16,short,5000,1000,0.00196008653780727,0.012577295303344727,0.010617208765537456,1771519255.7325141,1771519670.8380694,415.1055552959442,5000,1000,389.68675780296326
17,short,5000,1000,0.0019642463994070975,0.012717485427856445,0.010753239028449348,1771519255.7326543,1771519670.832254,415.09959959983826,5000,1000,389.5459158420563
18,long,5000,1000,0.001989955357000048,0.012855052947998047,0.010865097590998,1771519255.732792,1771519670.909281,415.17648911476135,5000,1000,389.44177627563477
19,long,5000,1000,0.002047403260108072,0.01299285888671875,0.010945455626610678,1771519255.7329297,1771519670.9044902,415.17156052589417,5000,1000,389.32867097854614
20,long,5000,1000,0.00218184679334232,0.013188838958740234,0.011006992165397914,1771519255.7331257,1771519670.8979752,415.1648495197296,5000,1000,389.1757826805115
21,long,5000,1000,0.0022318494191635447,0.013334035873413086,0.01110218645424954,1771519255.733271,1771519670.9221623,415.18889141082764,5000,1000,389.1026632785797
22,short,5000,1000,0.00266495789443876,0.013468503952026367,0.010803546057587607,1771519255.7334054,1771519342.5477707,86.81436538696289,5000,1000,79.7848014831543
23,short,5000,1000,0.003022243803109695,0.01360630989074707,0.010584066087637376,1771519255.7335432,1771519342.8599916,87.12644839286804,5000,1000,79.94258308410645
24,short,5000,1000,0.0030699813281594842,0.013742208480834961,0.010672227152675476,1771519255.733679,1771519343.0225017,87.28882265090942,5000,1000,79.95872282981873
25,short,5000,1000,0.003110117125909417,0.013879537582397461,0.010769420456488044,1771519255.7338164,1771519343.148826,87.41500949859619,5000,1000,79.97105312347412
26,long,5000,1000,0.003110961102644611,0.014013290405273438,0.010902329302628827,1771519255.7339501,1771519343.405212,87.67126178741455,5000,1000,80.06097650527954
27,short,5000,1000,0.0031506394104758684,0.014157295227050781,0.011006655816574912,1771519255.7340941,1771519343.659677,87.92558288574219,5000,1000,80.15181493759155
28,short,5000,1000,0.0032231901563679636,0.014297246932983398,0.011074056776615434,1771519255.734234,1771519343.811123,88.07688879966736,5000,1000,80.1546242237091
29,short,5000,1000,0.0033719757225401346,0.014429807662963867,0.011057831940423733,1771519255.7343667,1771519343.9421623,88.2077956199646,5000,1000,80.16995072364807
30,short,5000,1000,0.0034850831358962018,0.014563798904418945,0.011078715768522743,1771519255.7345006,1771519344.154558,88.42005729675293,5000,1000,80.2293770313263
31,short,5000,1000,0.00355392773440699,0.014747858047485352,0.011193930313078361,1771519255.7346847,1771519344.2568557,88.52217102050781,5000,1000,80.16887497901917
32,long,5000,1000,0.003687653860108694,0.014887571334838867,0.011199917474730174,1771519255.7348244,1771519344.4699223,88.73509788513184,5000,1000,80.26435589790344
33,long,5000,1000,0.0036956988803497695,0.015023946762084961,0.011328247881735191,1771519255.7349608,1771519356.483354,100.74839329719543,5000,1000,92.12795352935791
34,short,5000,1000,0.00374320190918695,0.015184640884399414,0.011441438975212465,1771519255.7351215,1771519382.8298454,127.09472393989563,5000,1000,118.31505179405212
35,short,5000,1000,0.003773248814932418,0.015319108963012695,0.011545860148080277,1771519255.735256,1771519383.090946,127.3556900024414,5000,1000,118.44220972061157
36,short,5000,1000,0.0038423519173328984,0.01545405387878418,0.011611701961451282,1771519255.735391,1771519383.4918652,127.7564742565155,5000,1000,118.68951320648193
37,short,5000,1000,0.003933607360977068,0.015600204467773438,0.01166659710679637,1771519255.735537,1771519383.8343532,128.09881615638733,5000,1000,118.89621424674988
38,long,5000,1000,0.003940245192988916,0.01573634147644043,0.011796096283451515,1771519255.7356732,1771519384.189224,128.45355081558228,5000,1000,119.08361434936523
39,short,5000,1000,0.0040553942985490235,0.015869617462158203,0.01181422316360918,1771519255.7358065,1771519384.4825025,128.7466959953308,5000,1000,119.22641253471375
40,short,5000,1000,0.004362981500755206,0.01600813865661621,0.011645157155861004,1771519255.735945,1771519384.704162,128.96821689605713,5000,1000,119.31216502189636
41,short,5000,1000,0.004407528673180944,0.01614832878112793,0.011740800107946986,1771519255.7360852,1771519384.8902264,129.15414118766785,5000,1000,119.34397530555725
42,long,5000,1000,0.004458961904483967,0.016281604766845703,0.011822642862361735,1771519255.7362185,1771519385.129712,129.39349365234375,5000,1000,119.48060727119446
