request_id,req_type,prefill_tokens,decode_tokens,target_arrival,actual_send_offset,send_delay,send_time_epoch,recv_time_epoch,client_latency,server_prompt_tokens,server_completion_tokens,server_e2e_latency
48,short,5000,500,0.024640074112653627,0.027817249298095703,0.0031771751854420757,1771518487.6640918,1771518500.927698,13.263606071472168,5000,500,12.56122088432312
49,short,5000,500,0.024827035364631045,0.02804279327392578,0.0032157579092947364,1771518487.6643174,1771518500.9317186,13.267401218414307,5000,500,12.551339387893677
50,short,5000,500,0.02489429929551035,0.02826714515686035,0.003372845861350001,1771518487.6645417,1771518500.9311402,13.266598463058472,5000,500,12.537570714950562
51,long,5000,711,0.0253585882498974,0.02889227867126465,0.003533690421367249,1771518487.6651669,1771518506.1250021,18.459835290908813,5000,711,17.717098236083984
52,long,5000,711,0.025521597759831878,0.029137611389160156,0.0036160136293282782,1771518487.6654122,1771518506.1527145,18.48730230331421,5000,711,17.731669664382935
53,long,5000,711,0.026423321890047615,0.030225038528442383,0.0038017166383947677,1771518487.6664996,1771518506.2128582,18.546358585357666,5000,711,17.772839307785034
54,long,5000,711,0.02690279558980571,0.030489206314086914,0.0035864107242812027,1771518487.6667638,1771518506.213472,18.54670810699463,5000,711,17.758646726608276
55,short,5000,500,0.02786798708901728,0.030728578567504883,0.002860591478487603,1771518487.6670032,1771518500.9356523,13.268649101257324,5000,500,12.474380016326904
56,long,5000,711,0.03040650414418167,0.031948089599609375,0.001541585455427704,1771518487.6682227,1771518506.2857778,18.617555141448975,5000,711,17.810049772262573
57,short,5000,500,0.03123861743147845,0.03252696990966797,0.0012883524781895188,1771518487.6688015,1771518500.9384563,13.269654750823975,5000,500,12.452111721038818
58,long,5000,711,0.03225241735161531,0.03320908546447754,0.0009566681128622273,1771518487.6694837,1771518506.3406584,18.67117476463318,5000,711,17.838332891464233
59,short,5000,500,0.03289094900429132,0.03356814384460449,0.0006771948403131722,1771518487.6698427,1771518500.941869,13.272026300430298,5000,500,12.428811311721802
60,short,5000,500,0.03325423686426008,0.03396916389465332,0.0007149270303932406,1771518487.6702437,1771518500.9412916,13.271047830581665,5000,500,12.415364980697632
61,short,5000,500,0.03335701417926259,0.034211158752441406,0.000854144573178818,1771518487.6704857,1771518500.942983,13.272497177124023,5000,500,12.40553879737854
62,long,5000,711,0.03407460739808517,0.03474235534667969,0.0006677479485945187,1771518487.671017,1771518506.4459257,18.774908781051636,5000,711,17.891767740249634
63,short,5000,500,0.03450976494236125,0.03512740135192871,0.0006176364095674611,1771518487.671402,1771518500.9496028,13.27820086479187,5000,500,12.386185884475708
64,long,5000,711,0.03470702296922494,0.03555893898010254,0.0008519160108775986,1771518487.6718335,1771518506.4988112,18.826977729797363,5000,711,17.918617010116577
65,short,5000,500,0.035089855784946646,0.036164283752441406,0.0010744279674947607,1771518487.6724389,1771518501.0030253,13.330586433410645,5000,500,12.413244009017944
66,short,5000,500,0.03522000801890109,0.03643941879272461,0.0012194107738235163,1771518487.672714,1771518501.027541,13.354826927185059,5000,500,12.424065351486206
67,long,5000,711,0.03524285790555229,0.03667116165161133,0.0014283037460590398,1771518487.6729457,1771518506.6030095,18.930063724517822,5000,711,17.983140230178833
68,long,5000,711,0.03556224679770235,0.03709268569946289,0.0015304389017605433,1771518487.6733673,1771518506.6271393,18.95377206802368,5000,711,17.994486808776855
69,long,5000,711,0.03562027376154718,0.0373384952545166,0.0017182214929694212,1771518487.673613,1771518506.658349,18.98473596572876,5000,711,18.012250423431396
70,short,5000,500,0.03590355524703524,0.037561655044555664,0.001658099797520421,1771518487.6738362,1771518501.1367767,13.462940454483032,5000,500,12.47852611541748
71,short,5000,500,0.03593854896847872,0.0377810001373291,0.00184245116885038,1771518487.6740556,1771518501.1903908,13.516335248947144,5000,500,12.518949747085571
72,long,5000,711,0.03762069990155049,0.038628578186035156,0.0010078782844846687,1771518487.6749032,1771518506.7380917,19.063188552856445,5000,711,18.05153203010559
73,short,5000,500,0.03833897185587175,0.03941464424133301,0.0010756723854612599,1771518487.6756892,1771518501.2150657,13.539376497268677,5000,500,12.517155408859253
74,short,5000,500,0.03863842963271243,0.03979349136352539,0.0011550617308129577,1771518487.676068,1771518501.2455342,13.56946611404419,5000,500,12.5351083278656
75,long,5000,711,0.03929681734080041,0.04035758972167969,0.001060772380879274,1771518487.6766322,1771518506.8172078,19.140575647354126,5000,711,18.09251379966736
76,short,5000,500,0.03972468543127741,0.04060769081115723,0.0008830053798798143,1771518487.6768823,1771518501.2715135,13.59463119506836,5000,500,12.535147428512573
77,short,5000,500,0.04009823201293503,0.0409398078918457,0.0008415758789106706,1771518487.6772144,1771518501.333116,13.655901670455933,5000,500,12.582007646560669
78,short,5000,500,0.040832342908844264,0.0413818359375,0.0005494930286557356,1771518487.6776564,1771518501.3336296,13.655973196029663,5000,500,12.56867527961731
79,short,5000,500,0.041623566706826064,0.04197239875793457,0.0003488320511085066,1771518487.678247,1771518501.3874722,13.709225177764893,5000,500,12.609407901763916
80,short,5000,500,0.04182795530633397,0.04250979423522949,0.0006818389288955201,1771518487.6787844,1771518501.3869834,13.70819902420044,5000,500,12.596922874450684
81,short,5000,500,0.0453207624390702,0.04613637924194336,0.000815616802873162,1771518487.682411,1771518501.4437833,13.761372327804565,5000,500,12.640551328659058
82,short,5000,500,0.04681300781620834,0.047684431076049805,0.000871423259841464,1771518487.683959,1771518501.4442744,13.760315418243408,5000,500,12.627267837524414
83,long,5000,711,0.0474692629386185,0.047960519790649414,0.0004912568520309135,1771518487.684235,1771518507.021844,19.337608814239502,5000,711,18.19281840324402
84,short,5000,500,0.04961810223549992,0.05059051513671875,0.0009724129012188276,1771518487.686865,1771518501.494393,13.807528018951416,5000,500,12.653566598892212
85,short,5000,500,0.05187025423303412,0.05223894119262695,0.00036868695959283576,1771518487.6885135,1771518501.522884,13.834370374679565,5000,500,12.665728092193604
86,short,5000,500,0.05278130864541739,0.05379843711853027,0.0010171284731128813,1771518487.690073,1771518501.5223527,13.832279682159424,5000,500,12.652549743652344
87,long,5000,711,0.05316413633936283,0.054056644439697266,0.0008925081003344354,1771518487.6903312,1771518507.1038127,19.41348147392273,5000,711,18.21931219100952
88,long,5000,711,0.05397478793200423,0.05441546440124512,0.00044067646924089016,1771518487.69069,1771518507.104419,19.413728952407837,5000,711,18.206833124160767
89,short,5000,500,0.055330744024686795,0.05612778663635254,0.0007970426116657436,1771518487.6924024,1771518501.6298018,13.93739938735962,5000,500,12.721677780151367
90,short,5000,500,0.05542339948363991,0.05639839172363281,0.0009749922399929015,1771518487.692673,1771518501.630347,13.937674045562744,5000,500,12.707325220108032
91,long,5000,711,0.05544007102221049,0.05663871765136719,0.0011986466291566966,1771518487.6929133,1771518507.2043786,19.511465311050415,5000,711,18.269797325134277
92,short,5000,500,0.055641534178271175,0.056862831115722656,0.0012212969374514812,1771518487.6931374,1771518501.6805997,13.987462282180786,5000,500,12.734742879867554
93,short,5000,500,0.055687816143958006,0.057068824768066406,0.0013810086241084,1771518487.6933434,1771518501.7071962,14.013852834701538,5000,500,12.745935440063477
94,short,5000,500,0.056081348230761094,0.05737638473510742,0.001295036504346328,1771518487.693651,1771518501.707676,14.01402497291565,5000,500,12.732985973358154
95,short,5000,500,0.056573478522555315,0.05791950225830078,0.0013460237357454663,1771518487.694194,1771518501.7633016,14.06910753250122,5000,500,12.776184558868408
96,short,5000,500,0.05689003896576414,0.058159589767456055,0.0012695508016919155,1771518487.6944342,1771518501.7638218,14.069387674331665,5000,500,12.76300597190857
97,long,5000,711,0.058336242705084924,0.0588076114654541,0.00047136876036917713,1771518487.6950822,1771518507.3328192,19.637737035751343,5000,711,18.32058811187744
98,short,5000,500,0.058654596831005074,0.05942344665527344,0.0007688498242683639,1771518487.695698,1771518501.8173652,14.12166714668274,5000,500,12.790844440460205
99,short,5000,500,0.059095823830534945,0.05977916717529297,0.0006833433447580237,1771518487.6960537,1771518501.8178546,14.121800899505615,5000,500,12.777957916259766
100,short,5000,500,0.059425626670669196,0.060166358947753906,0.0007407322770847102,1771518487.696441,1771518501.8707776,14.174336671829224,5000,500,12.818422079086304
101,short,5000,500,0.06020803375387694,0.06066393852233887,0.00045590476846192607,1771518487.6969385,1771518501.8712804,14.174341917037964,5000,500,12.805023908615112
102,long,5000,711,0.06023101471979417,0.06092047691345215,0.0006894621936579803,1771518487.697195,1771518507.4401696,19.742974519729614,5000,711,18.35939335823059
103,short,5000,500,0.06035993190169757,0.061918020248413086,0.0015580883467155165,1771518487.6981926,1771518501.9222503,14.224057674407959,5000,500,12.833583116531372
104,long,5000,711,0.060515167164375314,0.062376976013183594,0.0018618088488082801,1771518487.6986516,1771518507.440788,19.742136478424072,5000,711,18.334125995635986
105,long,5000,711,0.06111399399177518,0.06291842460632324,0.001804430614548061,1771518487.699193,1771518507.4934895,19.794296503067017,5000,711,18.37541103363037
106,long,5000,711,0.06125229033608827,0.06318020820617676,0.0019279178700884886,1771518487.6994548,1771518507.492877,19.79342222213745,5000,711,18.361454248428345
107,short,5000,500,0.0619804154974723,0.06341028213500977,0.0014298666375374622,1771518487.6996849,1771518502.033357,14.333672046661377,5000,500,12.889724969863892
108,short,5000,500,0.06205789136628361,0.06363391876220703,0.0015760273959234197,1771518487.6999085,1771518502.0338602,14.333951711654663,5000,500,12.876964569091797
109,long,5000,711,0.06433251412252998,0.06476640701293945,0.00043389289040947354,1771518487.701041,1771518507.542706,19.841665029525757,5000,711,18.376039743423462
110,long,5000,711,0.06526436182511859,0.06535625457763672,9.189275251812734e-05,1771518487.7016308,1771518507.6017745,19.90014362335205,5000,711,18.4174644947052
111,long,5000,711,0.06552396555053708,0.06569433212280273,0.00017036657226565666,1771518487.701969,1771518507.6011283,19.89915943145752,5000,711,18.40436840057373
112,short,5000,500,0.06639203770587093,0.06731271743774414,0.0009206797318732085,1771518487.7035873,1771518502.0832355,14.379648208618164,5000,500,12.877735137939453
113,long,5000,711,0.06663779508971032,0.06766796112060547,0.0010301660308951466,1771518487.7039425,1771518507.6588626,19.954920053482056,5000,711,18.435628652572632
114,long,5000,711,0.0676004655244534,0.06808161735534668,0.00048115183089328384,1771518487.7043562,1771518507.6582804,19.95392417907715,5000,711,18.4222674369812
115,short,5000,500,0.06787152148211244,0.06833291053771973,0.00046138905560728916,1771518487.7046075,1771518502.1404777,14.435870170593262,5000,500,12.895329713821411
116,long,5000,711,0.0680438859867505,0.06884026527404785,0.0007963792872973524,1771518487.7051148,1771518507.710703,20.005588054656982,5000,711,18.452329635620117
117,short,5000,500,0.06809306092261833,0.06908154487609863,0.000988483953480307,1771518487.7053561,1771518502.1962662,14.490910053253174,5000,500,12.922251462936401
118,short,5000,500,0.06809859834299427,0.06930112838745117,0.0012025300444569037,1771518487.7055757,1771518502.1957612,14.490185499191284,5000,500,12.909090995788574
119,long,5000,711,0.06816442510814896,0.06951904296875,0.0013546178606010373,1771518487.7057936,1771518507.767907,20.062113285064697,5000,711,18.465606927871704
120,long,5000,711,0.06927786639166807,0.0701444149017334,0.000866548510065332,1771518487.706419,1771518507.7672985,20.060879468917847,5000,711,18.453249216079712
121,short,5000,500,0.0697884951204804,0.07053971290588379,0.0007512177854033936,1771518487.7068143,1771518502.2468748,14.54006052017212,5000,500,12.924747705459595
122,long,5000,711,0.07001247681585411,0.07113289833068848,0.001120421514834366,1771518487.7074075,1771518507.8204482,20.113040685653687,5000,711,18.481235027313232
123,short,5000,500,0.07101559102786743,0.07174897193908691,0.0007333809112194806,1771518487.7080235,1771518502.3002446,14.592221021652222,5000,500,12.95367169380188
124,long,5000,711,0.07149228389681463,0.07214736938476562,0.0006550854879509987,1771518487.708422,1771518507.821235,20.112812995910645,5000,711,18.456965923309326
125,long,5000,711,0.07222659375723814,0.07265901565551758,0.0004324218982794392,1771518487.7089336,1771518507.8687618,20.159828186035156,5000,711,18.496361255645752
126,short,5000,500,0.07232125393665544,0.07291841506958008,0.0005971611329246423,1771518487.709193,1771518502.3619802,14.652787208557129,5000,500,12.970189809799194
127,short,5000,500,0.07379646846269895,0.07471847534179688,0.0009220068790979224,1771518487.710993,1771518502.361485,14.650491952896118,5000,500,12.955966234207153
128,short,5000,500,0.07387339772821275,0.07499980926513672,0.0011264115369239713,1771518487.7112744,1771518502.4107935,14.699519157409668,5000,500,12.995216369628906
129,long,5000,711,0.07413836386854662,0.0752401351928711,0.0011017713243244714,1771518487.7115147,1771518507.923855,20.212340354919434,5000,711,18.498119115829468
130,short,5000,500,0.07431729040062898,0.07546043395996094,0.001143143559331955,1771518487.711735,1771518502.4113119,14.69957685470581,5000,500,12.970817565917969
131,short,5000,500,0.07444044050523344,0.07567405700683594,0.0012336165016025025,1771518487.7119486,1771518502.4325638,14.720615148544312,5000,500,12.983327150344849
132,long,5000,711,0.07494111798756811,0.0765683650970459,0.0016272471094777863,1771518487.712843,1771518507.9477677,20.234924793243408,5000,711,18.48581552505493
133,long,5000,711,0.07576423256854826,0.07695817947387695,0.0011939469053286883,1771518487.7132328,1771518508.007038,20.293805360794067,5000,711,18.532753705978394
134,short,5000,500,0.07642897007689166,0.07789754867553711,0.0014685785986454508,1771518487.7141721,1771518502.4956737,14.781501531600952,5000,500,13.003556489944458
135,short,5000,500,0.07740527126860404,0.07855391502380371,0.0011486437551996714,1771518487.7148285,1771518502.4951081,14.780279636383057,5000,500,12.991454601287842
136,short,5000,500,0.07780709006985534,0.07911300659179688,0.0013059165219415358,1771518487.7153876,1771518502.4960692,14.780681610107422,5000,500,12.979279279708862
137,long,5000,711,0.07785699121177804,0.07946348190307617,0.001606490691298132,1771518487.715738,1771518508.0610363,20.345298290252686,5000,711,18.53774356842041
138,short,5000,500,0.07787275813566012,0.0797128677368164,0.001840109601156284,1771518487.7159874,1771518502.546101,14.830113649368286,5000,500,13.007402420043945
139,short,5000,500,0.07824524648607048,0.07995438575744629,0.0017091392713758091,1771518487.716229,1771518502.5455916,14.829362630844116,5000,500,12.99543285369873
140,long,5000,711,0.07837363852576616,0.08049130439758301,0.0021176658718168456,1771518487.7167659,1771518508.0903258,20.373559951782227,5000,711,18.525853633880615
141,long,5000,711,0.07851752648115647,0.0807499885559082,0.002232462074751737,1771518487.7170246,1771518508.0897253,20.372700691223145,5000,711,18.51367688179016
142,long,5000,711,0.07854673150258856,0.08097648620605469,0.002429754703466125,1771518487.717251,1771518508.1165295,20.39927840232849,5000,711,18.531777381896973
143,short,5000,500,0.07863856069925461,0.08119010925292969,0.0025515485536750787,1771518487.7174647,1771518502.5954707,14.878005981445312,5000,500,12.998791456222534
144,short,5000,500,0.07994643648321235,0.08171343803405762,0.0017670015508452624,1771518487.717988,1771518502.6212988,14.903310775756836,5000,500,13.012133598327637
145,long,5000,711,0.07995378895525115,0.08196783065795898,0.0020140417027078306,1771518487.7182424,1771518508.1440358,20.425793409347534,5000,711,18.52163028717041
146,long,5000,711,0.08092218792231183,0.08257746696472168,0.001655279042409849,1771518487.718852,1771518508.171985,20.45313286781311,5000,711,18.538230895996094
147,short,5000,500,0.08096132584213837,0.08286881446838379,0.0019074886262454155,1771518487.7191434,1771518502.6512196,14.932076215744019,5000,500,13.0059335231781
148,long,5000,711,0.08213985327010971,0.0838327407836914,0.001692887513581695,1771518487.7201073,1771518508.2044735,20.484366178512573,5000,711,18.541045427322388
149,long,5000,711,0.08237933476360315,0.08450984954833984,0.0021305147847366923,1771518487.7207844,1771518508.2037315,20.48294711112976,5000,711,18.528972625732422
150,long,5000,711,0.08252594731483143,0.0847632884979248,0.0022373411830933776,1771518487.7210379,1771518508.233894,20.512856245040894,5000,711,18.547179222106934
151,long,5000,711,0.0825405987910971,0.08500003814697266,0.002459439355875559,1771518487.7212746,1771518508.2345285,20.513253927230835,5000,711,18.535237312316895
152,long,5000,711,0.08297228605261217,0.08522200584411621,0.00224971979150404,1771518487.7214966,1771518508.256983,20.535486459732056,5000,711,18.54878306388855
153,short,5000,500,0.08314357775453989,0.08544111251831055,0.0022975347637706617,1771518487.7217157,1771518502.732565,15.010849237442017,5000,500,13.011406183242798
154,short,5000,500,0.08378264388791619,0.08601737022399902,0.0022347263360828346,1771518487.722292,1771518502.7330995,15.010807514190674,5000,500,12.999139308929443
155,long,5000,711,0.08386368342827712,0.08626246452331543,0.002398781095038313,1771518487.722537,1771518508.3190556,20.596518516540527,5000,711,18.570929765701294
156,short,5000,500,0.08391001628153169,0.08648180961608887,0.0025717933345571764,1771518487.7227564,1771518502.784248,15.06149172782898,5000,500,13.026255369186401
157,long,5000,711,0.08436166529583827,0.08727073669433594,0.0029090713984976646,1771518487.7235453,1771518508.3184729,20.594927549362183,5000,711,18.54392123222351
158,long,5000,711,0.0849369848586667,0.0875098705291748,0.0025728856705081043,1771518487.7237844,1771518508.3390796,20.61529517173767,5000,711,18.55463480949402
159,short,5000,500,0.0851591426258483,0.08772993087768555,0.00257078825183725,1771518487.7240045,1771518502.817683,15.09367847442627,5000,500,13.018633127212524
160,short,5000,500,0.08658953537892516,0.08832693099975586,0.001737395620830695,1771518487.7246015,1771518502.8171716,15.092570066452026,5000,500,13.006206035614014
161,long,5000,711,0.08728204638164815,0.08902192115783691,0.0017398747761887684,1771518487.7252965,1771518508.4015124,20.676215887069702,5000,711,18.575202226638794
162,short,5000,500,0.08741342287381099,0.08927345275878906,0.001860029884978076,1771518487.725548,1771518502.8684368,15.14288878440857,5000,500,13.034953355789185
163,long,5000,711,0.08771014899607325,0.08949685096740723,0.0017867019713339732,1771518487.7257714,1771518508.4008458,20.675074338912964,5000,711,18.550671100616455
164,long,5000,711,0.08843167402414558,0.09010720252990723,0.0016755285057616504,1771518487.7263818,1771518508.4192502,20.69286847114563,5000,711,18.561577320098877
165,short,5000,500,0.08888731284053235,0.09072256088256836,0.0018352480420360112,1771518487.7269971,1771518502.89316,15.166162967681885,5000,500,13.020675897598267
166,short,5000,500,0.08956812757204263,0.0909724235534668,0.001404295981424164,1771518487.727247,1771518502.929312,15.202064990997314,5000,500,13.040374994277954
167,long,5000,711,0.08996254576186528,0.0916590690612793,0.0016965232994140128,1771518487.7279336,1771518508.4524536,20.724519968032837,5000,711,18.553645849227905
168,short,5000,500,0.0903078064108199,0.09194445610046387,0.0016366496896439708,1771518487.728219,1771518502.9298084,15.201589345932007,5000,500,13.015719652175903
169,long,5000,711,0.09046762589316447,0.09250831604003906,0.0020406901468745936,1771518487.728783,1771518508.5047262,20.775943279266357,5000,711,18.58147358894348
170,short,5000,500,0.09086562060472832,0.0927581787109375,0.0018925581062091829,1771518487.7290328,1771518502.9849381,15.255905389785767,5000,500,13.044076919555664
171,short,5000,500,0.09089136837871843,0.0930013656616211,0.002109997282902662,1771518487.729276,1771518502.9854865,15.256210565567017,5000,500,13.0320405960083
172,short,5000,500,0.0910055358139103,0.0932164192199707,0.0022108834060604043,1771518487.729491,1771518502.9858572,15.25636625289917,5000,500,13.019875288009644
173,short,5000,500,0.09103746949520335,0.09343600273132324,0.0023985332361198958,1771518487.7297106,1771518503.0402427,15.310532093048096,5000,500,13.062084436416626
174,long,5000,711,0.09144071636851756,0.09399151802062988,0.002550801652112328,1771518487.730266,1771518508.5556636,20.825397491455078,5000,711,18.574026346206665
175,short,5000,500,0.0920491990461309,0.09425520896911621,0.002206009922985308,1771518487.7305298,1771518503.0398688,15.309339046478271,5000,500,13.037262201309204
176,short,5000,500,0.092426595754926,0.09503555297851562,0.002608957223589628,1771518487.7313101,1771518503.0393074,15.307997226715088,5000,500,13.025187969207764
177,short,5000,500,0.09313703293206019,0.09528422355651855,0.002147190624458367,1771518487.7315588,1771518503.0921197,15.360560894012451,5000,500,13.065845727920532
178,long,5000,711,0.09342385701220186,0.09551477432250977,0.002090917310307902,1771518487.7317894,1771518508.6093159,20.87752652168274,5000,711,18.578622817993164
179,short,5000,500,0.09551829846190617,0.0965120792388916,0.000993780776985434,1771518487.7327867,1771518503.0911918,15.358405113220215,5000,500,13.041248798370361
180,short,5000,500,0.09580503728488947,0.0970768928527832,0.0012718555678937343,1771518487.7333515,1771518503.0917375,15.358386039733887,5000,500,13.02897047996521
181,short,5000,500,0.09633331925977213,0.09757709503173828,0.0012437757719661463,1771518487.7338517,1771518503.1431067,15.409255027770996,5000,500,13.071089029312134
182,long,5000,711,0.09641004742757653,0.09783458709716797,0.0014245396695914403,1771518487.7341092,1771518508.6633193,20.92921018600464,5000,711,18.58306050300598
183,long,5000,711,0.09656912930689136,0.09806442260742188,0.001495293300530512,1771518487.734339,1771518508.6639168,20.929577827453613,5000,711,18.570969104766846
