batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779410675.0594375,decode,2563,771308,0.9997977870645941,771463,2554,0.0,37429,8,2563,768900,771463,771463,0.9999987037632346,8,37437,0,2563,0,8,0,0,0,0.0
4,1779410675.1954267,decode,2554,771438,0.999966297844099,771308,2546,0.0,37429,9,2554,768754,771308,771308,0.9997977870645941,17,37446,0,2554,0,9,0,0,0,0.0
5,1779410675.3377774,decode,2546,771248,0.9997200128586687,771438,2537,0.0,37429,8,2546,768892,771438,771438,0.999966297844099,25,37454,0,0,8,0,0,0,0,0.0
6,1779410675.4726195,decode,2537,771345,0.9998457478249148,771248,2529,0.0,37429,9,2537,768711,771248,771248,0.9997200128586687,34,37463,0,0,9,0,0,0,0,0.0
7,1779410675.6091936,decode,2529,771426,0.999950743002914,771345,2521,0.0,37429,8,2529,768816,771345,771345,0.9998457478249148,42,37471,0,0,8,0,0,0,0,0.0
8,1779410675.753241,decode,2521,771184,0.9996370537056817,771426,2512,0.0,37429,8,2521,768905,771426,771426,0.999950743002914,50,37479,0,0,8,0,0,0,0,0.0
9,1779410675.8878543,decode,2512,771232,0.999699273070422,771184,2504,0.0,37429,9,2512,768672,771184,771184,0.9996370537056817,59,37488,0,0,9,0,0,0,0,0.0
10,1779410676.1478071,decode,2504,381615,0.49466339323675507,771232,2496,0.0,37429,8,2504,768728,771232,771232,0.999699273070422,67,37496,0,0,8,0,0,0,0,0.0
11,1779410678.9836476,decode,2496,771246,0.9997174203851379,771264,2496,0.0,37504,8,2496,768768,771264,771264,0.9997407526469154,0,37504,1261,0,8,0,1298,0,0,0.0
13,1779410679.2399192,decode,2525,770251,0.9984276648035424,771371,2516,0.0,36206,8,2525,768846,771371,771371,0.9998794499808157,8,36214,0,1232,0,8,0,0,0,0.0
14,1779410679.2927532,decode,2516,769911,0.9979869443032987,771178,2516,0.0,36210,9,2516,768662,771178,771178,0.9996292762850891,13,36223,3,1223,0,9,4,0,0,0.0
17,1779410679.5745583,decode,2508,769441,0.99737771302355,771219,2500,0.0,36206,9,2508,768711,771219,771219,0.9996824219924715,17,36223,5,0,0,9,0,0,0,0.0
18,1779410679.624309,decode,2500,770625,0.9989124573538104,771295,2500,0.0,36212,8,2500,768795,771295,771295,0.9997809359866435,19,36231,6,0,8,0,6,0,0,0.0
21,1779410679.9622326,decode,2492,381718,0.4947969056235936,771317,2484,0.0,36206,8,2492,768825,771317,771317,0.9998094531954829,25,36231,2,0,0,8,0,0,0,0.0
22,1779410682.8369377,decode,2484,768702,0.9964197940539027,771361,2484,0.0,36239,8,2484,768877,771361,771361,0.9998664876131614,0,36239,1237,0,8,0,1298,0,0,0.0
25,1779410683.1620631,decode,2537,768240,0.9958209326682774,771239,2529,0.0,34932,9,2537,768702,771239,771239,0.9997083467277799,9,34941,8,1282,0,9,0,0,0,0.0
26,1779410683.281213,decode,2529,583342,0.7561493472151649,771360,2529,0.0,34942,8,2529,768831,771360,771360,0.9998651913763961,7,34949,10,1274,0,8,10,0,0,0.0
