Time (sec),throughput
0.0,0
0.016747015553034185,1
0.06752511867268855,3
0.2934119709563214,6
0.3116059823693949,10
0.3243229193007926,15
0.45924081668283373,21
0.5035999585633966,28
0.6610771903844641,36
0.839041000835768,45
0.8519224279421044,55
1.0799667275036438,66
1.113800277830882,78
1.1958791239004645,91
1.216625322606959,105
1.4018545301591974,120
1.6635291984956961,136
2.386792331428947,153
2.547388502454821,171
2.7401233756870287,190
2.912373395804747,210
2.926715508207378,231
2.990213114849215,253
3.0432263874923056,276
3.1083771716279927,300
3.199151450099644,325
3.246171283929,351
3.798002426992942,378
3.9858834950719424,406
4.247234614634825,435
4.3427251072063,465
4.547055723401572,496
4.777854728256085,528
5.077094011390286,561
5.0909127480739,595
5.145924866733194,630
5.718578047894654,666
5.79516095195838,703
5.894968751765584,741
6.017780969407142,780
6.074424373659845,820
6.135395487503683,861
6.591757058761441,903
6.641296080491524,946
6.783795404901227,990
6.79795885663456,1035
6.991111347301201,1081
7.1008598720579315,1128
7.196976126847612,1176
7.347666075917705,1225
7.74201716640395,1275
7.997131621338558,1326
8.151126792876033,1378
8.357154157800624,1431
8.470358213497734,1485
9.085407755684622,1540
9.14654308311848,1596
9.18598813176333,1653
9.594835397200583,1711
9.798583237809515,1770
9.831787837968365,1830
9.986867946941684,1891
10.138515216671527,1953
10.216874411365977,2016
10.746198825323003,2080
11.102612671078509,2145
11.118118608141362,2211
11.701868802109455,2278
11.835013937064195,2346
12.12214677317009,2415
12.152673432766708,2485
12.312307688181,2556
12.724137176503131,2628
12.771727280639535,2701
13.032375136183886,2775
13.10711868046794,2850
13.317022916688034,2926
13.462827289791601,3003
13.515044648925812,3081
13.69255829153003,3160
13.742333909572825,3240
13.941771171692737,3321
14.41345569346239,3403
14.433561424534318,3486
14.649328233377302,3570
14.677731868630712,3655
14.847193543245641,3741
15.154240402464021,3828
15.196523652568874,3916
15.309324403583556,4005
15.435182766674648,4095
15.658973278439271,4186
15.679737542849297,4278
15.762630256317262,4371
15.819352185503707,4465
15.938458929219035,4560
16.003746449478392,4656
16.517229265158743,4753
16.913945162383015,4851
16.935505963965017,4950
17.28595523001207,5050
17.300745008785405,5150
17.31553478755874,5250
17.330324566332074,5350
17.345114345105408,5450
17.359904123878742,5550
17.374693902652076,5650
17.38948368142541,5750
17.404273460198745,5850
17.41906323897208,5950
17.433853017745413,6050
17.448642796518747,6150
17.46343257529208,6250
17.478222354065416,6350
17.49301213283875,6450
17.507801911612084,6550
17.52259169038542,6650
17.537381469158753,6750
17.552171247932087,6850
17.56696102670542,6950
17.58234158350542,7050
17.59772214030542,7150
17.613102697105422,7250
17.628483253905422,7350
17.643863810705422,7450
17.659244367505423,7550
17.674624924305423,7650
17.690005481105423,7750
17.705386037905424,7850
17.720766594705424,7950
17.736147151505424,8050
17.751527708305424,8150
17.766908265105425,8250
17.782288821905425,8350
17.797669378705425,8450
17.813049935505425,8550
17.828430492305426,8650
17.843811049105426,8750
17.859191605905426,8850
17.874572162705427,8950
17.889952719505427,9050
17.905333276305427,9150
17.920713833105427,9250
17.936094389905428,9350
17.951474946705428,9450
17.96685550350543,9550
17.98223606030543,9650
17.99761661710543,9750
18.01299717390543,9850
18.02837773070543,9950
18.04375828750543,10050
18.05913884430543,10150
18.07451940110543,10250
18.08989995790543,10350
18.10528051470543,10450
18.12066107150543,10550
18.13604162830543,10650
18.15142218510543,10750
18.166802741905432,10850
18.182183298705432,10950
18.197563855505432,11050
18.212944412305433,11150
18.228324969105433,11250
18.243705525905433,11350
18.259086082705434,11450
18.274466639505434,11550
18.289847196305434,11650
18.305227753105434,11750
18.320608309905435,11850
18.335988866705435,11950
18.351369423505435,12050
18.366749980305435,12150
18.382130537105436,12250
18.397511093905436,12350
18.412891650705436,12450
18.428272207505437,12550
18.443652764305437,12650
18.459033321105437,12750
18.474413877905437,12850
18.489794434705438,12950
18.505174991505438,13050
18.52055554830544,13150
18.53593610510544,13250
18.55131666190544,13350
18.567266344374012,13450
18.583216026842585,13550
18.59916570931116,13650
18.61511539177973,13750
18.631065074248305,13850
18.647014756716878,13950
18.66296443918545,14050
18.678914121654024,14150
18.694863804122598,14250
18.71081348659117,14350
18.726763169059744,14450
18.742712851528317,14550
18.75866253399689,14650
18.774612216465464,14750
18.790561898934037,14850
18.80651158140261,14950
18.822461263871183,15050
18.845184397948422,15150
18.86790753202566,15250
18.8906306661029,15350
18.91335380018014,15450
18.93607693425738,15550
19.056052135366034,15650
19.166037332674957,15750
20.243366068439723,15850
20.496825476806873,15950
20.567222049317472,16050
20.7403322055658,16150
21.01597804827589,16250
21.191477452201877,16350
21.57456125401954,16450
22.222269353055413,16550
22.263385333144658,16650
22.48830219748475,16750
22.51330318248738,16850
22.56983289427026,16950
22.76302444326727,17050
22.938280955811045,17150
23.484052771384036,17250
23.735944096157652,17350
23.83670941327678,17450
23.908043567723055,17550
24.186799623820114,17650
24.309402865989455,17750
25.418576532788045,17850
25.466521158061735,17950
26.007909455233694,18050
26.430749583258912,18150
26.465084510413547,18250
26.708253055254737,18350
27.58043236449817,18450
27.602615577173502,18550
27.65316070627122,18650
28.212307625481632,18750
28.23683805041679,18850
28.397977475366094,18950
28.58366523320835,19050
28.629195299612473,19150
28.690495957154013,19250
29.161981294457433,19350
29.184164507132767,19450
29.246129999949904,19550
29.541040807057858,19650
29.601790974300123,19750
29.762240765335573,19850
29.784423978010906,19950
30.1934823367502,20050
30.351233544993622,20150
30.525932274733975,20250
30.55319831168827,20350
31.011688611519915,20450
31.405917398301806,20550
