Time (sec),throughput
0.0,0
0.510751518612429,4
1.091897606598745,12
1.8463009241061077,24
2.7618134237866405,40
4.84328521149388,60
5.17014238200308,84
6.633362866117431,112
7.953167455576048,144
9.521000468811973,180
10.114300138581218,220
11.296246441726655,260
11.984494799227495,300
13.574611061298572,340
15.23316317345672,380
16.37503927641348,420
17.898110456065993,460
19.71260924480116,500
21.187352121561428,540
22.17738783073868,580
22.88393948752762,620
24.395476101053926,660
25.30710864770655,700
26.112361857482774,740
26.653080620086815,780
28.787470972976035,820
29.81795714768101,860
33.71458482597451,900
35.002271459034795,940
37.08128360048274,980
37.91491531969027,1020
39.704390269706124,1060
42.34083546889157,1100
44.08501543160074,1140
46.06514242469685,1180
47.61598330292541,1220
48.612123292791274,1260
49.58027585647077,1300
50.85309503880144,1340
52.398343318810824,1380
54.361904789734986,1420
57.653701214739336,1460
59.11251021710459,1500
59.95683359255722,1540
61.15803824666567,1580
61.557350576799365,1620
62.619273843506114,1660
64.30327689552723,1700
65.35887671327077,1740
66.35318416707128,1780
67.2281901146124,1820
68.38331642178879,1860
69.07607175875894,1900
70.04465346187847,1940
70.81424342824879,1980
73.05538903368414,2020
76.07593340936441,2060
77.23267077213745,2100
77.8258162517769,2140
78.55299822238543,2180
80.29425342503407,2220
82.24405942160594,2260
83.02352149500723,2300
83.41527664035523,2340
84.25561902818562,2380
85.29584922103273,2420
86.48791158023722,2460
87.47940641271823,2500
88.95496987801826,2540
89.85573995362786,2580
92.17234565462789,2620
94.12131851946697,2660
96.57248737021854,2700
97.89684521280773,2740
98.38078181038246,2780
100.71499588537932,2820
102.48353817813559,2860
103.0873386170634,2900
103.411849521958,2940
104.6496065570524,2980
104.88258332945989,3020
105.70576015252568,3060
106.30408479384015,3100
106.8516098951614,3140
108.10296557936718,3180
109.59987754140394,3220
109.99717970786268,3260
111.79366694649192,3300
113.78170795708445,3340
114.63024618497688,3380
115.1741831966602,3420
119.23930657631928,3460
120.46376344833413,3500
121.67518320912812,3540
124.20619517886684,3580
125.1318451139097,3620
126.8099224742891,3660
128.40628952714755,3700
129.72860739494456,3740
130.8196403789355,3780
133.48487456231936,3820
136.06932776113516,3860
136.94731572699382,3900
138.10499238055993,3940
139.43828288468623,3980
141.0336600407342,4020
142.84402463329303,4060
145.65097318200085,4100
147.15009940038482,4140
148.61353712986374,4180
149.9826320108243,4220
151.1968299214057,4260
152.46009801483538,4300
153.30992873330553,4340
155.13566331278238,4380
156.56377446609318,4420
158.36226167541767,4460
160.08558130032444,4500
161.67711169632827,4540
163.72721831983193,4580
165.42152469983895,4620
167.46127038387937,4660
169.28104907454463,4700
171.41080883194584,4740
172.1356673335591,4780
173.16157301279532,4820
175.02988819829116,4860
175.67441513178426,4900
176.64837959353028,4940
178.17961876499947,4980
178.8568650855609,5020
179.79496361606508,5060
180.70726949162116,5100
181.44092956424956,5140
183.756793715723,5180
184.999340059714,5220
185.6851704631918,5260
186.2436509512305,5300
187.19777511591897,5340
189.2486818744792,5380
190.98365049189476,5420
193.12268839747853,5460
193.59273077886053,5500
193.87381635263966,5540
194.91815819143346,5580
195.39227828455046,5620
196.0459025073707,5660
196.8053751792351,5700
198.40263102216036,5740
199.53359280509397,5780
200.70470981507947,5820
201.30390938543508,5860
202.4927044842454,5900
203.19679416036206,5940
205.09538876375802,5980
206.11721079369326,6020
