,Time (sec),throughput
648,12.759909580234057,19169
649,12.79878930909104,19232
650,12.830556049932598,19295
651,12.86280975610749,19358
652,12.895364082472858,19421
653,12.920440762495947,19484
654,12.945517442519035,19547
655,12.970594122542124,19610
656,12.995670802565213,19673
657,13.020747482588302,19736
658,13.04582416261139,19799
659,13.07090084263448,19862
660,13.095977522657568,19925
661,13.121054202680657,19988
662,13.146130882703746,20051
663,13.171207562726835,20114
664,13.196284242749924,20177
665,13.221360922773012,20240
666,13.246437602796101,20303
667,13.27151428281919,20366
668,13.296590962842279,20429
669,13.322960570865368,20492
670,13.349330178888456,20555
671,13.375699786911545,20618
672,13.402069394934633,20681
673,13.428439002957722,20744
674,13.461620073399281,20808
675,13.49492819024084,20872
676,13.528723272415732,20936
677,13.5628189747811,21000
678,13.589394534804189,21064
679,13.615970094827277,21128
680,13.642545654850366,21192
681,13.669121214873455,21256
682,13.695696774896543,21320
683,13.722272334919632,21384
684,13.74884789494272,21448
685,13.775423454965809,21512
686,13.801999014988898,21576
687,13.828574575011986,21640
688,13.855150135035075,21704
689,13.881725695058163,21768
690,13.922063482581812,21834
691,13.962701075972129,21900
692,14.003742178695779,21966
693,14.045136862219428,22032
694,14.073276449073107,22098
695,14.101416035926787,22164
696,14.129555622780467,22230
697,14.157695209634147,22296
698,14.185834796487827,22362
699,14.213974383341506,22428
700,14.242113970195186,22494
701,14.270253557048866,22560
702,14.298393143902546,22626
703,14.326532730756226,22692
704,14.354672317609905,22758
705,14.382811904463585,22824
706,14.410951491317265,22890
707,14.439091078170945,22956
708,14.467230665024625,23022
709,14.495370251878304,23088
710,14.523509838731984,23154
711,14.551649425585664,23220
712,14.579789012439344,23286
713,14.607928599293023,23352
714,14.636068186146703,23418
715,14.671042516483212,23485
716,14.70614389321972,23552
717,14.741732235289561,23619
718,14.777621197549879,23686
719,14.812861255886386,23754
720,14.848228360622894,23822
721,14.884082430692736,23890
722,14.920237120953054,23958
723,14.949016579806734,24026
724,14.977796038660415,24094
725,15.006575497514095,24162
726,15.035354956367776,24230
727,15.064134415221456,24298
728,15.092913874075137,24366
729,15.121693332928817,24434
730,15.150472791782498,24502
731,15.186086994119005,24571
732,15.227620395382337,24641
733,15.269538681979002,24711
734,15.311820883242333,24781
735,15.348478869502651,24851
736,15.377622872356332,24921
737,15.413601618692839,24992
738,15.449707411429348,25063
739,15.486300169499188,25134
740,15.523193547759506,25205
741,15.552530446613186,25276
742,15.581867345466867,25347
743,15.611204244320547,25418
744,15.640541143174227,25489
745,15.669878042027907,25560
