,Batch Id,batch_memory_usage_percent
0,0,0.42027843446283164
1,1,0.42027843446283164
2,2,0.42027843446283164
3,3,0.42027843446283164
4,4,0.43341213553979513
5,5,0.8536905700026267
6,6,0.8536905700026267
7,7,0.8536905700026267
8,8,0.8536905700026267
9,9,0.8668242710795903
10,10,0.8668242710795903
11,11,0.8668242710795903
12,12,0.8668242710795903
13,13,0.8668242710795903
14,14,0.8668242710795903
15,15,0.8668242710795903
16,16,0.8668242710795903
17,17,0.8668242710795903
18,18,0.8668242710795903
19,19,0.8668242710795903
20,20,0.8799579721565537
21,21,0.8799579721565537
22,22,0.8799579721565537
23,23,0.8799579721565537
24,24,0.8799579721565537
25,25,0.8930916732335172
26,26,0.8930916732335172
27,27,0.8930916732335172
28,28,0.8930916732335172
29,29,0.8930916732335172
30,30,0.8930916732335172
31,31,1.3133701076963489
32,32,1.3133701076963489
33,33,2.153926976622012
34,34,2.153926976622012
35,35,2.1670606776989754
36,36,2.1801943787759392
37,37,2.206461780929866
38,38,2.206461780929866
39,39,2.206461780929866
40,40,2.206461780929866
41,41,2.2195954820068295
42,42,2.2195954820068295
43,43,2.639873916469661
44,44,2.639873916469661
45,45,2.639873916469661
46,46,3.060152350932493
47,47,3.0732860520094563
48,48,3.0732860520094563
49,49,3.0732860520094563
50,50,3.0864197530864197
51,51,3.099553454163383
52,52,3.1126871552403466
53,53,3.138954557394274
54,54,3.138954557394274
55,55,3.138954557394274
56,56,3.138954557394274
57,57,3.1520882584712373
58,58,3.1520882584712373
59,59,3.1520882584712373
60,60,3.1520882584712373
61,61,3.572366692934069
62,62,3.572366692934069
63,63,3.5855003940110324
64,64,3.5855003940110324
65,65,3.598634095087996
66,66,3.6117677961649592
67,67,3.6249014972419227
68,68,3.638035198318886
69,69,3.6643026004728134
70,70,3.6643026004728134
71,71,3.6643026004728134
72,72,3.6643026004728134
73,73,3.677436301549777
74,74,3.677436301549777
75,75,3.677436301549777
76,76,3.677436301549777
77,77,3.677436301549777
78,78,4.51799317047544
79,79,4.531126871552403
80,80,4.531126871552403
