,Batch Id,batch_size
1166,1166,116
1167,1167,117
1168,1168,117
1169,1169,117
1170,1170,117
1171,1171,117
1172,1172,117
1173,1173,117
1174,1174,117
1175,1175,117
1176,1176,117
1177,1177,117
1178,1178,117
1179,1179,117
1180,1180,117
1181,1181,117
1182,1182,117
1183,1183,117
1184,1184,117
1185,1185,117
1186,1186,117
1187,1187,117
1188,1188,117
1189,1189,117
1190,1190,117
1191,1191,119
1192,1192,119
1193,1193,120
1194,1194,120
1195,1195,120
1196,1196,120
1197,1197,120
1198,1198,120
1199,1199,120
1200,1200,120
1201,1201,120
1202,1202,120
1203,1203,120
1204,1204,120
1205,1205,120
1206,1206,120
1207,1207,120
1208,1208,120
1209,1209,120
1210,1210,120
1211,1211,120
1212,1212,120
1213,1213,120
1214,1214,120
1215,1215,120
1216,1216,120
1217,1217,120
1218,1218,120
1219,1219,120
1220,1220,120
1221,1221,120
1222,1222,120
1223,1223,120
1224,1224,120
1225,1225,120
1226,1226,120
1227,1227,120
1228,1228,120
1229,1229,120
1230,1230,120
1231,1231,120
1232,1232,120
1233,1233,120
1234,1234,120
1235,1235,120
1236,1236,120
1237,1237,120
1238,1238,120
1239,1239,120
1240,1240,120
1241,1241,120
1242,1242,120
1243,1243,120
1244,1244,120
1245,1245,120
1246,1246,120
1247,1247,120
1248,1248,120
1249,1249,120
1250,1250,120
1251,1251,120
1252,1252,120
1253,1253,120
1254,1254,120
1255,1255,120
1256,1256,120
1257,1257,120
1258,1258,120
1259,1259,120
1260,1260,120
1261,1261,120
1262,1262,120
1263,1263,120
1264,1264,120
1265,1265,120
1266,1266,120
1267,1267,120
1268,1268,120
1269,1269,120
1270,1270,120
1271,1271,120
1272,1272,120
1273,1273,120
1274,1274,120
1275,1275,120
1276,1276,120
1277,1277,120
1278,1278,120
1279,1279,120
1280,1280,120
1281,1281,120
1282,1282,120
1283,1283,120
1284,1284,120
1285,1285,120
1286,1286,120
1287,1287,120
1288,1288,120
1289,1289,120
1290,1290,120
1291,1291,120
1292,1292,120
1293,1293,120
1294,1294,120
1295,1295,120
1296,1296,120
1297,1297,120
1298,1298,120
1299,1299,120
1300,1300,120
1301,1301,120
1302,1302,120
1303,1303,120
1304,1304,120
1305,1305,120
1306,1306,120
1307,1307,120
1308,1308,120
1309,1309,120
1310,1310,120
1311,1311,120
1312,1312,120
1313,1313,120
1314,1314,120
1315,1315,120
1316,1316,120
1317,1317,120
1318,1318,120
1319,1319,120
1320,1320,120
1321,1321,120
1322,1322,120
1323,1323,120
1324,1324,120
1325,1325,120
1326,1326,120
1327,1327,120
1328,1328,120
1329,1329,120
1330,1330,120
1331,1331,120
1332,1332,120
1333,1333,120
1334,1334,29
