batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779409870.0934825,decode,2563,771308,0.9997964910916244,771463,2554,0.0,37429,8,2563,768900,771463,771463,0.9999974075298296,8,37437,0,2563,0,8,0,0,0,0.0
4,1779409870.2484164,decode,2554,771438,0.9999650016526997,771308,2546,0.0,37429,9,2554,768754,771308,771308,0.9997964910916244,17,37446,0,2554,0,9,0,0,0,0.0
5,1779409870.3897161,decode,2546,771248,0.9997187169865127,771438,2537,0.0,37429,8,2546,768892,771438,771438,0.9999650016526997,25,37454,0,0,8,0,0,0,0,0.0
6,1779409870.5241802,decode,2537,771345,0.9998444517897765,771248,2529,0.0,37429,9,2537,768711,771248,771248,0.9997187169865127,34,37463,0,0,9,0,0,0,0,0.0
7,1779409870.717945,decode,2529,578646,0.7500612471077754,771345,2521,0.0,37429,8,2529,768816,771345,771345,0.9998444517897765,42,37471,0,0,8,0,0,0,0,0.0
8,1779409871.7710404,decode,2521,771328,0.9998224157933283,771426,2521,0.0,37479,8,2521,768905,771426,771426,0.9999494468316774,0,37479,630,0,8,0,642,0,0,0.0
10,1779409871.9753504,decode,2525,770954,0.9993376238714653,771453,2516,0.0,36837,8,2525,768928,771453,771453,0.9999844451789777,8,36845,0,601,0,8,0,0,0,0.0
11,1779409872.080486,decode,2516,578141,0.749406648389752,771260,2516,0.0,36838,9,2516,768744,771260,771260,0.999734271807535,16,36854,1,592,0,9,1,0,0,0.0
14,1779409873.3318722,decode,2524,572885,0.7425936367819668,771165,2516,0.0,36209,9,2524,768641,771165,771165,0.9996111294744415,9,36218,627,636,0,9,0,0,0,0.0
15,1779409874.3766549,decode,2516,769648,0.9976447408502006,771273,2516,0.0,36226,8,2516,768757,771273,771273,0.9997511228636425,0,36226,640,628,0,8,661,0,0,0.0
18,1779409874.6491506,decode,2529,722117,0.9360333910157946,771277,2521,0.0,35559,9,2529,768748,771277,771277,0.9997563078039833,9,35568,5,658,0,9,0,0,0,0.0
19,1779409874.8897011,decode,2521,769156,0.9970069931882847,771390,2521,0.0,35576,8,2521,768869,771390,771390,0.9999027823686104,0,35576,161,650,0,8,164,0,0,0.0
22,1779409875.1540914,decode,2516,716076,0.9282028348661313,771372,2507,0.0,35405,8,2516,768856,771372,771372,0.9998794501370769,8,35413,7,163,0,8,0,0,0,0.0
23,1779409875.48776,decode,2507,527881,0.6842578730078487,771170,2507,0.0,35422,9,2507,768663,771170,771170,0.9996176106498674,0,35422,180,154,0,9,184,0,0,0.0
26,1779409877.075354,decode,2536,683071,0.8854205958792687,771317,2528,0.0,34427,8,2536,768781,771317,771317,0.9998081572073911,8,34435,778,987,0,8,0,0,0,0.0
27,1779409877.4906018,decode,2528,719207,0.932261346917877,771437,2528,0.0,34443,8,2528,768909,771437,771437,0.9999637054176146,0,34443,287,979,0,8,294,0,0,0.0
30,1779409877.9292068,decode,2531,716332,0.9285346710479413,771238,2523,0.0,33975,9,2531,768707,771238,771238,0.9997057546356607,9,33984,169,459,0,9,0,0,0,0.0
31,1779409878.2011406,decode,2523,720092,0.9334085149682746,771353,2523,0.0,33992,8,2523,768830,771353,771353,0.9998548216704581,0,33992,178,451,0,8,183,0,0,0.0
34,1779409878.6551077,decode,2524,646108,0.837507858425204,771216,2516,0.0,33638,9,2524,768692,771216,771216,0.9996772374637865,9,33647,166,345,0,9,0,0,0,0.0
35,1779409879.2603123,decode,2516,712404,0.9234430596332951,771324,2516,0.0,33655,8,2516,768808,771324,771324,0.9998172308529875,0,33655,407,337,0,8,417,0,0,0.0
38,1779409879.7102275,decode,2526,723520,0.9378520088403233,771330,2518,0.0,33042,8,2526,768804,771330,771330,0.9998250082634986,8,33050,188,605,0,8,0,0,0,0.0
39,1779409879.9740012,decode,2518,649590,0.8420213489918532,771440,2518,0.0,33058,8,2518,768922,771440,771440,0.9999675941228702,0,33058,156,597,0,8,159,0,0,0.0
42,1779409880.7338595,decode,2526,669060,0.8672590461006008,771216,2518,0.0,32493,9,2526,768690,771216,771216,0.9996772374637865,9,32502,392,556,0,9,0,0,0,0.0
43,1779409881.2206335,decode,2518,681322,0.8831534807152626,771326,2518,0.0,32510,8,2518,768808,771326,771326,0.9998198233231579,0,32510,331,548,0,8,341,0,0,0.0
46,1779409881.8204887,decode,2531,688476,0.892426746514748,771453,2522,0.0,31869,8,2531,768922,771453,771453,0.9999844451789777,8,31877,289,633,0,8,0,0,0,0.0
47,1779409882.2008724,decode,2522,738146,0.9568107431963861,771266,2522,0.0,31886,9,2522,768744,771266,771266,0.9997420492180462,0,31886,269,624,0,9,276,0,0,0.0
50,1779409882.5601008,decode,2524,700956,0.9086037603779822,771270,2516,0.0,31499,9,2524,768746,771270,771270,0.999747234158387,9,31508,107,378,0,9,0,0,0,0.0
51,1779409882.9088287,decode,2516,645832,0.8371500975416901,771378,2516,0.0,31516,8,2516,768862,771378,771378,0.9998872275475881,0,31516,229,370,0,8,235,0,0,0.0
54,1779409883.6922307,decode,2529,672672,0.8719410472283253,771361,2520,0.0,30863,8,2529,768832,771361,771361,0.9998651915511397,8,30871,403,645,0,8,0,0,0,0.0
55,1779409884.1574125,decode,2520,696828,0.9032529019462969,771172,2520,0.0,30880,9,2520,768652,771172,771172,0.9996202031200379,0,30880,320,636,0,9,329,0,0,0.0
58,1779409884.6733053,decode,2529,703630,0.9120698929957937,771357,2520,0.0,30303,8,2529,768828,771357,771357,0.9998600066107989,8,30311,240,569,0,8,0,0,0,0.0
59,1779409884.9971142,decode,2520,699150,0.9062627598141199,771168,2520,0.0,30320,9,2520,768648,771168,771168,0.9996150181796971,0,30320,219,560,0,9,226,0,0,0.0
62,1779409885.5114467,decode,2526,676852,0.8773593098844407,771276,2518,0.0,29853,9,2526,768750,771276,771276,0.9997550115688981,9,29862,233,458,0,9,0,0,0,0.0
63,1779409885.9549143,decode,2518,695922,0.9020785129591102,771386,2518,0.0,29870,8,2518,768868,771386,771386,0.9998975974282696,0,29870,307,450,0,8,315,0,0,0.0
66,1779409886.4830554,decode,2527,694902,0.9007563531722114,771349,2519,0.0,29304,8,2527,768822,771349,771349,0.9998496367301174,8,29312,242,558,0,8,0,0,0,0.0
67,1779409886.8453004,decode,2519,680632,0.8822590785064779,771460,2519,0.0,29320,8,2519,768941,771460,771460,0.999993518824574,0,29320,249,550,0,8,255,0,0,0.0
70,1779409887.4440064,decode,2527,692228,0.8972902205543998,771359,2518,0.0,28763,8,2527,768832,771359,771359,0.9998625990809693,8,28771,292,549,0,8,0,0,0,0.0
71,1779409887.8334026,decode,2518,679952,0.8813776386485453,771168,2518,0.0,28780,9,2518,768650,771168,771168,0.9996150181796971,0,28780,256,540,0,9,264,0,0,0.0
74,1779409888.4330359,decode,2528,685204,0.8881854653159897,771280,2520,0.0,28211,9,2528,768752,771280,771280,0.9997601965092389,9,28220,294,560,0,9,0,0,0,0.0
75,1779409888.8394613,decode,2520,706960,0.9163863558294932,771392,2520,2514.294788458718,28228,8,2520,768872,771392,771392,0.9999053748387807,0,28228,280,552,0,8,287,0,0,0.0
78,1779409889.3084896,decode,2526,700588,0.9081267458666303,771286,2518,2514.294788458718,27726,9,2526,768760,771286,771286,0.99976797391975,9,27735,207,493,0,9,0,0,0,0.0
