batch_id,time,num_admissions,num_restarts_in_scheduling
0,0.006332209760684723,0,0
1,0.04314686332258952,0,0
2,0.052659258183195584,0,0
3,0.06217165304380165,0,0
4,0.07168404790440772,0,0
5,0.10895028546631251,0,0
6,0.11928188032691858,0,0
7,0.128961656520858,0,0
8,0.1386414327147974,0,0
9,0.1483212089087368,0,0
10,0.15800098510267618,0,0
11,0.16768076129661558,0,0
12,0.17736053749055497,0,0
13,0.18704031368449436,0,0
14,0.19672008987843376,0,0
15,0.20639986607237315,0,0
16,0.21607964226631254,0,0
17,0.22575941846025194,0,0
18,0.23543919465419133,0,0
19,0.24511897084813072,0,0
20,0.2547987470420701,0,0
21,0.2644785232360095,0,0
22,0.2741582994299489,0,0
23,0.2838380756238883,0,0
24,0.2935178518178277,0,0
25,0.3031976280117671,0,0
26,0.3128774042057065,0,0
27,0.32255718039964587,0,0
28,0.33223695659358526,0,0
29,0.34191673278752466,0,0
30,0.35159650898146405,0,0
31,0.36127628517540344,0,0
32,0.39870990407064155,0,0
33,0.4374099549658797,0,0
34,0.47624786186111784,0,0
35,0.4873993396423588,0,0
36,0.4978064545029649,0,0
37,0.508213569363571,0,0
38,0.5186206842241771,0,0
39,0.5290277990847831,0,0
40,0.5394349139453892,0,0
41,0.5498420288059953,0,0
42,0.5602491436666014,0,0
43,0.5984101012285062,0,0
44,0.609721877676414,0,0
45,0.6202687258703533,0,0
46,0.6585694167655914,0,0
47,0.6700209265468324,0,0
48,0.6811360520741052,0,0
49,0.692251177601378,0,0
50,0.7033663031286508,0,0
51,0.7144814286559236,0,0
52,0.7255965541831964,0,0
53,0.7367116797104691,0,0
54,0.7478268052377419,0,0
55,0.7589419307650147,0,0
56,0.7700570562922875,0,0
57,0.7811721818195603,0,0
58,0.7922873073468331,0,0
59,0.8034024328741058,0,0
60,0.8145175584013786,0,0
61,0.8533865266299501,0,0
62,0.8654063137445244,0,0
63,0.8768242446051304,0,0
64,0.8882421754657365,0,0
65,0.8996601063263425,0,0
66,0.9110780371869486,0,0
67,0.9224959680475546,0,0
68,0.9339138989081607,0,0
69,0.9453318297687667,0,0
70,0.9567497606293728,0,0
71,0.9681676914899788,0,0
72,0.9795856223505849,0,0
73,0.9910035532111909,0,0
74,1.002421484071797,0,0
75,1.0138394149324033,0,0
76,1.0252573457930094,0,0
77,1.0366752766536156,0,0
78,1.0758470502155204,0,0
79,1.1162497997774252,0,0
80,1.1289538964793011,0,0
81,1.1405437742605422,0,0
82,1.1521336520417833,0,0
83,1.1637235298230244,0,0
84,1.1753134076042655,0,0
85,1.1869032853855066,0,0
86,1.1984931631667477,0,0
87,1.2100830409479888,0,0
88,1.22167291872923,0,0
89,1.233262796510471,0,0
90,1.244852674291712,0,0
91,1.2564425520729532,0,0
92,1.2680324298541943,0,0
93,1.2796223076354354,0,0
94,1.2912121854166765,0,0
95,1.3028020631979176,0,0
96,1.3143919409791587,0,0
97,1.3259818187603998,0,0
98,1.3375716965416409,0,0
99,1.376829955436879,0,0
100,1.4173191903321172,0,0
101,1.430230007033993,0,0
102,1.4420797248152342,0,0
103,1.4539294425964753,0,0
104,1.4657791603777164,0,0
105,1.4776288781589575,0,0
106,1.4894785959401986,0,0
107,1.5289966948354368,0,0
108,1.569745769730675,0,0
109,1.5831374786322623,0,0
110,1.5956653404135033,0,0
111,1.6081932021947443,0,0
112,1.6207210639759853,0,0
113,1.6332489257572262,0,0
114,1.6457767875384672,0,0
115,1.6583046493197082,0,0
116,1.6708325111009492,0,0
117,1.6833603728821902,0,0
118,1.6958882346634312,0,0
119,1.7084160964446722,0,0
120,1.7209439582259132,0,0
121,1.7334718200071542,0,0
122,1.7459996817883952,0,0
123,1.7861959246836332,0,0
124,1.799880117385509,0,0
125,1.8125759578334166,0,0
126,1.8252717982813242,0,0
127,1.8379676387292319,0,0
128,1.8506634791771395,0,0
129,1.863359319625047,0,0
130,1.8765812827396213,0,0
131,1.8898032458541956,0,0
132,1.9030252089687698,0,0
133,1.916247172083344,0,0
134,1.9294691351979183,0,0
135,1.9426910983124925,0,0
136,1.9559130614270668,0,0
137,1.969135024541641,0,0
138,1.9823569876562153,0,0
139,1.9955789507707895,0,0
140,2.0088009138853637,0,0
141,2.022022876999938,0,0
142,2.0352448401145127,0,0
143,2.048466803229087,0,0
144,2.0616887663436616,0,0
145,2.074910729458236,0,0
146,2.1158010736868076,0,0
