,Request Id,request_e2e_time_normalized,cdf
900,900,0.20535723158688202,0.399
903,903,0.20546427431833808,0.3995
757,757,0.20551373701535441,0.4
899,899,0.20554427280445248,0.4005
898,898,0.20568605556247838,0.401
896,896,0.20581005206400718,0.4015
897,897,0.20584027682714623,0.402
616,616,0.20623606071060283,0.4025
893,893,0.20634251336123655,0.403
892,892,0.2063798029616223,0.4035
891,891,0.20639558717929954,0.404
894,894,0.20640689045459412,0.4045
895,895,0.20641791711190519,0.405
890,890,0.2067338180712364,0.4055
756,756,0.20683823122509198,0.406
889,889,0.20702171028524433,0.4065
887,887,0.2070343249211203,0.407
888,888,0.20707101764421684,0.4075
885,885,0.20733941542227308,0.408
886,886,0.207361049669936,0.4085
489,489,0.208119732845843,0.409
615,615,0.2081762351325723,0.4095
755,755,0.2084843212651029,0.41
884,884,0.20903065556316242,0.4105
754,754,0.2096996944747055,0.411
883,883,0.2099847286296621,0.4115
614,614,0.21007276835754046,0.412
753,753,0.2106685147257587,0.4125
613,613,0.2108424557453891,0.413
882,882,0.2114871422835876,0.4135
1063,1063,0.21165663848486485,0.414
1062,1062,0.21202052135307622,0.4145
752,752,0.21227323849042054,0.415
881,881,0.21240676690368077,0.4155
1061,1061,0.2129131677125631,0.416
1060,1060,0.2129892089198293,0.4165
880,880,0.21300861915178032,0.417
1059,1059,0.21313324713069864,0.4175
751,751,0.2131378618198135,0.418
1058,1058,0.21324485314061623,0.4185
373,373,0.21342223749674022,0.419
1057,1057,0.21342724530666912,0.4195
1056,1056,0.2135525439473554,0.42
1055,1055,0.2136707590241137,0.4205
879,879,0.21390747763319923,0.421
1054,1054,0.21391956064229697,0.4215
1053,1053,0.2143242982285259,0.422
750,750,0.21441757202257494,0.4225
1052,1052,0.21457115743117408,0.423
1050,1050,0.2151873442487123,0.4235
878,878,0.21518831169640676,0.424
1051,1051,0.2152379739169754,0.4245
1049,1049,0.21538436145470025,0.425
1048,1048,0.21594745482881325,0.4255
877,877,0.21603938597595823,0.426
1047,1047,0.2161487515385627,0.4265
749,749,0.21639415113472465,0.427
1046,1046,0.2164857624506464,0.4275
1045,1045,0.21659214422024922,0.428
1043,1043,0.21733394969758763,0.4285
1044,1044,0.21737995292141643,0.429
876,876,0.21743001708044543,0.4295
1042,1042,0.21753962784027425,0.43
372,372,0.21763692907758675,0.4305
488,488,0.2177388127248644,0.431
748,748,0.21791574069725628,0.4315
1041,1041,0.2179268410581667,0.432
1040,1040,0.21796588875805986,0.4325
1039,1039,0.2180389285175388,0.433
875,875,0.21833793571503182,0.4335
1037,1037,0.21857439769040052,0.434
1038,1038,0.21859753369783108,0.4345
1036,1036,0.2187181849019596,0.435
1035,1035,0.2187717653480848,0.4355
874,874,0.21904370324171565,0.436
1034,1034,0.21916749585155282,0.4365
747,747,0.2193344060558606,0.437
611,611,0.21948252880207206,0.4375
873,873,0.21972542565491726,0.438
612,612,0.2199445350007815,0.4385
1033,1033,0.2200373697719042,0.439
1032,1032,0.22014547524064393,0.4395
1031,1031,0.22015772759800228,0.44
1030,1030,0.2202843071563103,0.4405
872,872,0.22056810070555297,0.441
1029,1029,0.22059320967449053,0.4415
1028,1028,0.22108229184481598,0.442
1027,1027,0.2212479951319736,0.4425
746,746,0.2212985464966629,0.443
1025,1025,0.22131201932134412,0.4435
1026,1026,0.22134626333564136,0.444
610,610,0.22146340148624763,0.4445
871,871,0.2217535370884796,0.445
1024,1024,0.22193787717422903,0.4455
745,745,0.22248963786548284,0.446
1023,1023,0.22259237081000816,0.4465
1022,1022,0.22303578444110003,0.447
1021,1021,0.22317413122621663,0.4475
870,870,0.22324948801263006,0.448
1020,1020,0.22346656408949445,0.4485
371,371,0.22351324468589426,0.449
609,609,0.223897109669625,0.4495
1019,1019,0.22391777888775544,0.45
1016,1016,0.22400635242540257,0.4505
744,744,0.22400706617181548,0.451
1017,1017,0.2240504997814232,0.4515
1018,1018,0.22406503228983665,0.452
1013,1013,0.2244654488156468,0.4525
1014,1014,0.2245659314741301,0.453
1015,1015,0.22457696722270282,0.4535
743,743,0.22515149651966077,0.454
1012,1012,0.2252558924753486,0.4545
1011,1011,0.2258019772940392,0.455
1010,1010,0.22604121047249776,0.4555
869,869,0.22619194913624247,0.456
1009,1009,0.2264453857384928,0.4565
1007,1007,0.22662736558465424,0.457
1006,1006,0.22665348732211735,0.4575
1008,1008,0.22665768916310017,0.458
742,742,0.22679192394760767,0.4585
1005,1005,0.22686107277080042,0.459
868,868,0.22693019676413945,0.4595
1004,1004,0.2277112920184346,0.46
487,487,0.22793580767541416,0.4605
867,867,0.22806426561594903,0.461
741,741,0.22848654013965464,0.4615
866,866,0.22884032673135224,0.462
608,608,0.22931811808634803,0.4625
1003,1003,0.22932382094483342,0.463
865,865,0.22985172403905213,0.4635
740,740,0.23010087412730784,0.464
1002,1002,0.2307764211647977,0.4645
607,607,0.23120000701262888,0.465
864,864,0.2312057762300231,0.4655
486,486,0.23154261015771485,0.466
863,863,0.23200168058549706,0.4665
1001,1001,0.23218965185028737,0.467
485,485,0.23327344123220806,0.4675
1000,1000,0.23328893831165384,0.468
862,862,0.23331465348427752,0.4685
606,606,0.2340596541005675,0.469
999,999,0.23419461235551617,0.4695
1186,1186,0.23436836803434033,0.47
1185,1185,0.2345107281872738,0.4705
1184,1184,0.23458335792952165,0.471
739,739,0.23464013393902905,0.4715
370,370,0.23491717988952138,0.472
861,861,0.23494521013860903,0.4725
998,998,0.23516387468085936,0.473
1180,1180,0.235250645104993,0.4735
1182,1182,0.23525065960146696,0.474
1181,1181,0.23526285837719302,0.4745
1183,1183,0.235321738321407,0.475
1178,1178,0.23537130846279264,0.4755
1177,1177,0.23540155861787873,0.476
1179,1179,0.23545474476406605,0.4765
1176,1176,0.2356405720409198,0.477
1174,1174,0.23568556797074108,0.4775
1175,1175,0.23568599047756397,0.478
1173,1173,0.23572001321342817,0.4785
997,997,0.2361016702008212,0.479
738,738,0.23626049971620097,0.4795
605,605,0.2363595000900665,0.48
1172,1172,0.23636690226703985,0.4805
484,484,0.2364490501614153,0.481
1170,1170,0.23703363985832407,0.4815
1171,1171,0.23706618352023548,0.482
1169,1169,0.2370785766412069,0.4825
1168,1168,0.2372396899413856,0.483
1167,1167,0.23724351296416007,0.4835
996,996,0.23729844434137742,0.484
1166,1166,0.2373974994694911,0.4845
1165,1165,0.23751972467956603,0.485
1164,1164,0.23753364716735614,0.4855
1163,1163,0.237550912868497,0.486
737,737,0.23765850709691458,0.4865
1162,1162,0.2378384773167992,0.487
1159,1159,0.23799421600652443,0.4875
1160,1160,0.2380079624477956,0.488
1161,1161,0.2380590788211672,0.4885
1158,1158,0.23829903551244774,0.489
1157,1157,0.23849136203101567,0.4895
995,995,0.23860331490958603,0.49
1156,1156,0.23899167522959033,0.4905
994,994,0.23929937948725916,0.491
1155,1155,0.23931808036714108,0.4915
860,860,0.23935473458016224,0.492
1154,1154,0.23948529288241632,0.4925
1153,1153,0.23959812378104578,0.493
1151,1151,0.2396514049706737,0.4935
1152,1152,0.23969681063266352,0.494
1150,1150,0.23983821174999168,0.4945
1149,1149,0.2398417658227298,0.495
1148,1148,0.2399483035112608,0.4955
736,736,0.24011056211055126,0.496
1147,1147,0.24027879813962522,0.4965
859,859,0.24042435288082248,0.497
1146,1146,0.24050793579897264,0.4975
1145,1145,0.24052092751445048,0.498
1144,1144,0.24060951432930022,0.4985
1143,1143,0.24074270234452963,0.499
1142,1142,0.24087393095393822,0.4995
1140,1140,0.24100429288149855,0.5
1141,1141,0.24101433051589272,0.5005
1139,1139,0.24105438236039747,0.501
993,993,0.24116801623952605,0.5015
1138,1138,0.24120158280606263,0.502
369,369,0.24134722032461442,0.5025
1137,1137,0.24143136607327448,0.503
483,483,0.24169224747914056,0.5035
858,858,0.2417039345921535,0.504
992,992,0.24186712149018214,0.5045
1135,1135,0.24218950166232242,0.505
1136,1136,0.24223038533937752,0.5055
735,735,0.2423986804104059,0.506
1133,1133,0.2428226150417248,0.5065
1134,1134,0.24285507254962005,0.507
1132,1132,0.2432442955922973,0.5075
1131,1131,0.24327685636141974,0.508
991,991,0.24339024353184485,0.5085
1130,1130,0.2436144998212768,0.509
734,734,0.2439089311910961,0.5095
990,990,0.24468160189212096,0.51
1129,1129,0.24478635587883774,0.5105
989,989,0.245615639119025,0.511
857,857,0.24569108549393223,0.5115
733,733,0.2458140024777591,0.512
1128,1128,0.2459792650593617,0.5125
604,604,0.24640993684904453,0.513
988,988,0.2466608894883971,0.5135
1127,1127,0.24674179152345327,0.514
732,732,0.2473115420908663,0.5145
368,368,0.2476757742890901,0.515
856,856,0.24791376571693244,0.5155
1126,1126,0.24794240469592926,0.516
1125,1125,0.24868706537253082,0.5165
987,987,0.24868768596428786,0.517
731,731,0.24920799363036394,0.5175
986,986,0.24957062518702908,0.518
1124,1124,0.24978027586593302,0.5185
985,985,0.25062052580669,0.519
1123,1123,0.25068524484370913,0.5195
730,730,0.25118433346777913,0.52
1122,1122,0.25201813903080683,0.5205
984,984,0.2526047454497817,0.521
855,855,0.25269093970635487,0.5215
1121,1121,0.25278463606869284,0.522
729,729,0.2532842134126689,0.5225
482,482,0.2535598322269672,0.523
1120,1120,0.2537983495128604,0.5235
983,983,0.2540705687490884,0.524
854,854,0.2545064364514572,0.5245
728,728,0.2554388424696149,0.525
481,481,0.2557081676132384,0.5255
1119,1119,0.25582057408762365,0.526
853,853,0.2562981958389882,0.5265
1118,1118,0.2576005050474009,0.527
982,982,0.25779418477385774,0.5275
727,727,0.2581834593100231,0.528
852,852,0.25822028639118694,0.5285
1117,1117,0.25854985908020783,0.529
1300,1300,0.25959968620087953,0.5295
1301,1301,0.2596155023034072,0.53
1302,1302,0.25964647099872507,0.5305
981,981,0.2598549785032961,0.531
1116,1116,0.25991773614012165,0.5315
1299,1299,0.2603147494003857,0.532
1297,1297,0.26045613973485743,0.5325
1298,1298,0.2604833904887528,0.533
1296,1296,0.2608401473693204,0.5335
1295,1295,0.2609184454401581,0.534
1115,1115,0.26094547042525185,0.5345
980,980,0.26102370926827,0.535
1290,1290,0.2610526018149378,0.5355
1291,1291,0.2610728091000918,0.536
1292,1292,0.26108950479708803,0.5365
1294,1294,0.2611094483012143,0.537
1293,1293,0.26119808655912863,0.5375
1289,1289,0.2613665563251945,0.538
1287,1287,0.26175422350428873,0.5385
1288,1288,0.26178377892470966,0.539
1285,1285,0.26179746117327746,0.5395
1286,1286,0.26181859421647935,0.54
1114,1114,0.2621377517439876,0.5405
979,979,0.26240952757285374,0.541
367,367,0.26268966539640254,0.5415
1284,1284,0.26278910251028625,0.542
1283,1283,0.26302724459792887,0.5425
1280,1280,0.263114742541352,0.543
1281,1281,0.26323148645206623,0.5435
1282,1282,0.2632538960558898,0.544
1279,1279,0.2633222250539066,0.5445
1113,1113,0.26355730532490446,0.545
1278,1278,0.26356316420736325,0.5455
1277,1277,0.2636299800498738,0.546
851,851,0.2637898527882371,0.5465
1270,1270,0.26395598683526683,0.547
1271,1271,0.26401680126936866,0.5475
1272,1272,0.26408357937728244,0.548
1276,1276,0.2640943588912745,0.5485
1275,1275,0.26410583178714125,0.549
1273,1273,0.2641099109755003,0.5495
1274,1274,0.26412619281493377,0.55
978,978,0.2641426803737779,0.5505
1267,1267,0.26437689470929404,0.551
1269,1269,0.2643816588033312,0.5515
1268,1268,0.2644732994679578,0.552
1266,1266,0.2646018292823718,0.5525
1265,1265,0.2647036103477433,0.553
1112,1112,0.2647704056281394,0.5535
1264,1264,0.2648563353433129,0.554
1260,1260,0.26511597862301595,0.5545
1261,1261,0.2651637436870346,0.555
1262,1262,0.26516578749856495,0.5555
1263,1263,0.26516919350656076,0.556
1259,1259,0.26526071385966143,0.5565
1258,1258,0.2655235471426014,0.557
850,850,0.2656791372909643,0.5575
977,977,0.26579274280139836,0.558
1253,1253,0.26582510765474876,0.5585
1257,1257,0.26583080108612267,0.559
1255,1255,0.26585006871869626,0.5595
1256,1256,0.26586501658430717,0.56
1254,1254,0.26586641366658204,0.5605
726,726,0.2659596303009631,0.561
1111,1111,0.2659657082297659,0.5615
1252,1252,0.26601147079223,0.562
1251,1251,0.26607958999679887,0.5625
1250,1250,0.26616045230099555,0.563
1249,1249,0.2663749668480113,0.5635
1246,1246,0.2666517341297507,0.564
1248,1248,0.2667487853290515,0.5645
1247,1247,0.26675306661817066,0.565
976,976,0.2673824614658077,0.5655
1245,1245,0.26780656176418016,0.566
849,849,0.2678259576713128,0.5665
1243,1243,0.2680811690161695,0.567
1244,1244,0.2681241906547773,0.5675
1242,1242,0.2690018648414949,0.568
1241,1241,0.26900994039664106,0.5685
975,975,0.2690223080768904,0.569
725,725,0.26919496986076047,0.5695
1240,1240,0.26924542284170144,0.57
1236,1236,0.26929247077086016,0.5705
1237,1237,0.26932421721730926,0.571
1238,1238,0.2693367365342068,0.5715
1239,1239,0.2693693635427527,0.572
1234,1234,0.26944090112792374,0.5725
1235,1235,0.2694725504621189,0.573
1110,1110,0.26963660774597314,0.5735
1233,1233,0.26978691662103277,0.574
848,848,0.2697943930831187,0.5745
1232,1232,0.2700905373342994,0.575
974,974,0.27062135302901297,0.5755
1109,1109,0.2710490219179196,0.576
366,366,0.2711334254947534,0.5765
847,847,0.2715121815974007,0.577
724,724,0.27186766817564656,0.5775
1231,1231,0.2722293019545697,0.578
1108,1108,0.27227719754828056,0.5785
973,973,0.2727053439872051,0.579
1230,1230,0.272834852516568,0.5795
846,846,0.2735763266704531,0.58
1107,1107,0.2742715865200441,0.5805
972,972,0.2746175613051404,0.581
1106,1106,0.2754727405650023,0.5815
1229,1229,0.27551532770954884,0.582
845,845,0.27583887630989873,0.5825
971,971,0.27649597167995443,0.583
1228,1228,0.2769498390285867,0.5835
1105,1105,0.27705482439627355,0.584
603,603,0.2775750505793586,0.5845
1227,1227,0.2779272076952692,0.585
480,480,0.2781198703778166,0.5855
723,723,0.27837002092188873,0.586
970,970,0.2786538309975437,0.5865
1226,1226,0.2789910935023174,0.587
1104,1104,0.27900504194387704,0.5875
365,365,0.27953275545922274,0.588
1225,1225,0.2801165535708456,0.5885
1103,1103,0.280581878893394,0.589
1224,1224,0.28092076101810864,0.5895
969,969,0.2812931448033423,0.59
1223,1223,0.2824969294420698,0.5905
1102,1102,0.28252692966829196,0.591
844,844,0.28266992774285715,0.5915
602,602,0.2835258580097247,0.592
1101,1101,0.28395273967650847,0.5925
843,843,0.2850680983254847,0.593
1222,1222,0.28599516040395534,0.5935
968,968,0.2865677520615637,0.594
1100,1100,0.2870292081712365,0.5945
1221,1221,0.2876177585795204,0.595
842,842,0.2880470294955217,0.5955
967,967,0.28816587034796143,0.596
1416,1416,0.28825433740525774,0.5965
1415,1415,0.28841632153693697,0.597
1414,1414,0.28860694755972677,0.5975
1099,1099,0.28890583272238257,0.598
1413,1413,0.2889251527874732,0.5985
1220,1220,0.2890249724945663,0.599
1411,1411,0.2898259327417701,0.5995
1412,1412,0.28988030141834764,0.6
1409,1409,0.29013153544800985,0.6005
1407,1407,0.2901735882432512,0.601
1410,1410,0.2901752519892295,0.6015
1219,1219,0.2901810173654499,0.602
1406,1406,0.2901894597015748,0.6025
1408,1408,0.2902247948831133,0.603
1405,1405,0.29024922145607457,0.6035
1402,1402,0.2902521932050975,0.604
1404,1404,0.2902611287311578,0.6045
1403,1403,0.29030132572629846,0.605
1098,1098,0.2904129620206602,0.6055
1400,1400,0.29055204601979767,0.606
1398,1398,0.2905658849317989,0.6065
1399,1399,0.290568326740868,0.607
1401,1401,0.2905700503948623,0.6075
1397,1397,0.29063396284013077,0.608
1395,1395,0.29071034134424967,0.6085
1396,1396,0.29072906038905433,0.609
1392,1392,0.29095283673862393,0.6095
1393,1393,0.29098344022567296,0.61
1394,1394,0.2910265797071717,0.6105
1385,1385,0.2911266595132322,0.611
1386,1386,0.291168423657714,0.6115
1384,1384,0.2911788904955506,0.612
1391,1391,0.29119186702775207,0.6125
1387,1387,0.29119686137930834,0.613
1390,1390,0.2912241647314269,0.6135
1389,1389,0.29122925103418695,0.614
1383,1383,0.29129730861694586,0.6145
1388,1388,0.29130892928902147,0.615
1382,1382,0.2918032527847913,0.6155
1218,1218,0.29182635298174575,0.616
1378,1378,0.291961385832724,0.6165
966,966,0.29197233171287057,0.617
1380,1380,0.2919995365699438,0.6175
1379,1379,0.2920009291744449,0.618
1381,1381,0.2920501370169844,0.6185
1376,1376,0.29223549652224556,0.619
1377,1377,0.29236754402888765,0.6195
1217,1217,0.29254465069900815,0.62
1375,1375,0.29269152710481366,0.6205
1374,1374,0.29273047192983387,0.621
1373,1373,0.29279614295037026,0.6215
1372,1372,0.29279829223360077,0.622
1097,1097,0.29315423484080766,0.6225
1371,1371,0.29323703920617233,0.623
1370,1370,0.2935392822719781,0.6235
1369,1369,0.29369460912829215,0.624
1363,1363,0.2938628072392433,0.6245
1368,1368,0.2938690517368271,0.625
1365,1365,0.29390267861639524,0.6255
1364,1364,0.29391559892970465,0.626
1366,1366,0.2939412864045922,0.6265
1367,1367,0.2940077518444239,0.627
965,965,0.29431321957397755,0.6275
1096,1096,0.294918689737359,0.628
841,841,0.29501374814573444,0.6285
964,964,0.29593789090086425,0.629
1362,1362,0.29602279554326305,0.6295
1216,1216,0.2962473302540734,0.63
1095,1095,0.2963788347625702,0.6305
1361,1361,0.29746489049041525,0.631
1360,1360,0.298577232110252,0.6315
1215,1215,0.2985941796079482,0.632
1094,1094,0.2987047136365053,0.6325
722,722,0.29913576476361464,0.633
1359,1359,0.2997149165453203,0.6335
840,840,0.3001022150468631,0.634
1214,1214,0.30011397638903303,0.6345
1358,1358,0.30099563389336903,0.635
1357,1357,0.30228096708823116,0.6355
721,721,0.3022981126103018,0.636
1213,1213,0.302404847692265,0.6365
839,839,0.30329863155924525,0.637
1212,1212,0.30380783869438577,0.6375
1356,1356,0.3038710079411995,0.638
1541,1541,0.3040448853594175,0.6385
1540,1540,0.30456716687262053,0.639
1538,1538,0.30473608610792025,0.6395
1539,1539,0.30482647015597897,0.64
1537,1537,0.3052138957713682,0.6405
1355,1355,0.30524479696089035,0.641
1093,1093,0.3053811770214447,0.6415
1211,1211,0.30545021472838174,0.642
1536,1536,0.3056602038279212,0.6425
1535,1535,0.3056834563688954,0.643
1534,1534,0.3060874176665107,0.6435
1533,1533,0.30625454412636427,0.644
1531,1531,0.3063017650283497,0.6445
1532,1532,0.3063370517537048,0.645
838,838,0.30643571336243625,0.6455
1530,1530,0.30659397089830615,0.646
1529,1529,0.3066156113774231,0.6465
1528,1528,0.30665778213132816,0.647
1527,1527,0.3067479245617378,0.6475
963,963,0.306858533766916,0.648
1354,1354,0.3069422714576869,0.6485
1210,1210,0.30709115779962837,0.649
1526,1526,0.30723281215143244,0.6495
1525,1525,0.30731274273575093,0.65
479,479,0.30744968133045675,0.6505
1524,1524,0.3075248220271788,0.651
1523,1523,0.30759096774849737,0.6515
1520,1520,0.3079132934759333,0.652
1521,1521,0.307965127107686,0.6525
1522,1522,0.30799557204479083,0.653
1519,1519,0.3080836479540984,0.6535
1517,1517,0.30810110770083593,0.654
1518,1518,0.3081101730421858,0.6545
1092,1092,0.30816196988075384,0.655
1353,1353,0.3083544464758482,0.6555
1515,1515,0.3084516201262869,0.656
1514,1514,0.3084733671993375,0.6565
1516,1516,0.3084991209944458,0.657
1513,1513,0.3086797207134361,0.6575
1508,1508,0.3087589439376445,0.658
1209,1209,0.30886423218647663,0.6585
1509,1509,0.30887555047148574,0.659
1510,1510,0.3088942659289591,0.6595
1506,1506,0.3088980413524627,0.66
1511,1511,0.3089132149847401,0.6605
1512,1512,0.3089170047592625,0.661
1507,1507,0.3089352489548507,0.6615
1503,1503,0.30897747080986726,0.662
1502,1502,0.30901036611809485,0.6625
1504,1504,0.3090213131608952,0.663
1505,1505,0.3090321590530605,0.6635
1500,1500,0.3093946367276031,0.664
1501,1501,0.309414309040274,0.6645
1499,1499,0.3095283509125894,0.665
1498,1498,0.30962676925514476,0.6655
837,837,0.30966803240338214,0.666
1352,1352,0.3096757449616383,0.6665
1497,1497,0.3097594468223398,0.667
1496,1496,0.3098641874910482,0.6675
1492,1492,0.310571956971312,0.668
1491,1491,0.31058172050261124,0.6685
1495,1495,0.3106003298192491,0.669
1493,1493,0.3106210062555602,0.6695
1494,1494,0.3106571744225711,0.67
1091,1091,0.31084598721893864,0.6705
1351,1351,0.31093930018487087,0.671
1490,1490,0.31099158480102335,0.6715
1489,1489,0.31123364575343493,0.672
1488,1488,0.311707957859874,0.6725
1350,1350,0.3123221169658757,0.673
1487,1487,0.3126501857825725,0.6735
1486,1486,0.3128568191027723,0.674
836,836,0.31322004226488853,0.6745
1484,1484,0.31347104243646273,0.675
1485,1485,0.3134777738667171,0.6755
1090,1090,0.31351795987629744,0.676
1349,1349,0.31387905607476985,0.6765
1482,1482,0.31397666525052303,0.677
1483,1483,0.3140369521142688,0.6775
1208,1208,0.31411093794537764,0.678
962,962,0.3145873541741322,0.6785
1481,1481,0.31512898088677843,0.679
1348,1348,0.315207832717584,0.6795
1480,1480,0.3158030845449315,0.68
1089,1089,0.3159924840711872,0.6805
1207,1207,0.31602342842208786,0.681
1479,1479,0.3160605483372499,0.6815
1476,1476,0.3161826601515491,0.682
1477,1477,0.3161902013261839,0.6825
1478,1478,0.3162826289479974,0.683
1347,1347,0.3167919114573486,0.6835
364,364,0.31776181779452245,0.684
1088,1088,0.3181710719034599,0.6845
1206,1206,0.31858297048192497,0.685
1346,1346,0.31858357969073037,0.6855
1475,1475,0.3191818313168006,0.686
1345,1345,0.3196466486008411,0.6865
1205,1205,0.32027945744703457,0.687
1087,1087,0.3210356873160592,0.6875
1474,1474,0.32139749680904606,0.688
1344,1344,0.32200165595878,0.6885
835,835,0.3229790035896997,0.689
1343,1343,0.3231588563448415,0.6895
1654,1654,0.3237613918782708,0.69
1653,1653,0.3238748489102083,0.6905
1652,1652,0.3240805959617218,0.691
1651,1651,0.32418010341462655,0.6915
1649,1649,0.32428515508189515,0.692
1650,1650,0.3243372716111566,0.6925
1473,1473,0.3246362772625222,0.693
1086,1086,0.3246609135365725,0.6935
1648,1648,0.32471220540335477,0.694
1647,1647,0.3247445410190459,0.6945
1646,1646,0.3251944062749363,0.695
1342,1342,0.32523008371997464,0.6955
1645,1645,0.32563467544041047,0.696
961,961,0.32585070206644,0.6965
1204,1204,0.32620561838624473,0.697
1644,1644,0.32630104557386314,0.6975
1643,1643,0.3267470266675123,0.698
1341,1341,0.3269897279460789,0.6985
1641,1641,0.32712864739058967,0.699
1642,1642,0.32716603891931967,0.6995
1472,1472,0.32721941796323506,0.7
1640,1640,0.3274603904854837,0.7005
720,720,0.327568128374239,0.701
1638,1638,0.32771142222034855,0.7015
1639,1639,0.3277448890112207,0.702
1637,1637,0.32793575206220077,0.7025
1634,1634,0.32816273604096896,0.703
1636,1636,0.32817828362369666,0.7035
1635,1635,0.32819519907299505,0.704
478,478,0.3282636763800315,0.7045
1471,1471,0.32834420389756436,0.705
1633,1633,0.32862682295685913,0.7055
1632,1632,0.3289762500196647,0.706
1631,1631,0.32919582295764516,0.7065
1628,1628,0.3295141798831838,0.707
1630,1630,0.32952073789508063,0.7075
1629,1629,0.32952220122982456,0.708
1340,1340,0.3295404418209585,0.7085
834,834,0.32964511560621435,0.709
1627,1627,0.3297033737543311,0.7095
1626,1626,0.32976325234289694,0.71
1625,1625,0.32977627926228914,0.7105
1624,1624,0.32998187138875396,0.711
1470,1470,0.33007635570082156,0.7115
1623,1623,0.33014451317962396,0.712
1622,1622,0.33031130352255894,0.7125
1621,1621,0.3306595978894223,0.713
1620,1620,0.33096044805099084,0.7135
1619,1619,0.3309851528514964,0.714
1618,1618,0.3311696961235493,0.7145
1469,1469,0.33126433586069426,0.715
1617,1617,0.33159996764356475,0.7155
1203,1203,0.331955886988256,0.716
363,363,0.3324048296480062,0.7165
1085,1085,0.3325300379763679,0.717
1468,1468,0.3325405349112149,0.7175
1615,1615,0.33261559094396387,0.718
1616,1616,0.3326501032650737,0.7185
1613,1613,0.33277711069189614,0.719
1614,1614,0.3327865502378634,0.7195
1611,1611,0.3329466512040114,0.72
1612,1612,0.33298442977600046,0.7205
1610,1610,0.33331677496897,0.721
1609,1609,0.3333436036594564,0.7215
1608,1608,0.3333856376728422,0.722
1607,1607,0.3334577303914771,0.7225
1606,1606,0.33424606434838805,0.723
1339,1339,0.3343769929246872,0.7235
1604,1604,0.33445846683327923,0.724
1602,1602,0.3345872294378821,0.7245
1605,1605,0.3345892772925505,0.725
1603,1603,0.334651632475609,0.7255
1601,1601,0.3348970133203171,0.726
1600,1600,0.3349602155758364,0.7265
1599,1599,0.3351077648514841,0.727
1598,1598,0.3355268887467912,0.7275
1597,1597,0.3356713184595639,0.728
1596,1596,0.33572548236528116,0.7285
1084,1084,0.3358343347699982,0.729
1595,1595,0.33588027441214297,0.7295
1338,1338,0.33632363492681705,0.73
1594,1594,0.336374729162097,0.7305
1593,1593,0.33641184828853404,0.731
960,960,0.3366935047477254,0.7315
1592,1592,0.33685359989678565,0.732
1590,1590,0.3368765029544844,0.7325
1591,1591,0.3370086148020146,0.733
1589,1589,0.3370588263252258,0.7335
1588,1588,0.3374223086196619,0.734
1467,1467,0.3374809042972687,0.7345
1587,1587,0.33765693083859993,0.735
1586,1586,0.3377392163305275,0.7355
1202,1202,0.33831266623671774,0.736
477,477,0.338894385582656,0.7365
1466,1466,0.33935929531594217,0.737
1337,1337,0.3394738908643778,0.7375
1083,1083,0.3395197333001632,0.738
1585,1585,0.33981597211808495,0.7385
1201,1201,0.3402625179748313,0.739
1336,1336,0.3413818272512988,0.7395
1465,1465,0.3414129299954545,0.74
1584,1584,0.34155941634223497,0.7405
719,719,0.34184117673014497,0.741
1464,1464,0.34265758551864006,0.7415
1583,1583,0.3432019675146894,0.742
1200,1200,0.34363556099394127,0.7425
1335,1335,0.34374565467084756,0.743
1582,1582,0.3450160531195121,0.7435
1463,1463,0.34515001853760463,0.744
1334,1334,0.34610020160294547,0.7445
1462,1462,0.3466851374084417,0.745
959,959,0.3470149797074892,0.7455
1082,1082,0.3479455459746759,0.746
1333,1333,0.34805700106099485,0.7465
718,718,0.34878544024773367,0.747
1581,1581,0.3489328953245194,0.7475
1461,1461,0.3493289298036686,0.748
1199,1199,0.35052982302224706,0.7485
1332,1332,0.350605011399161,0.749
1460,1460,0.35086643251264793,0.7495
1580,1580,0.3509162955692945,0.75
1331,1331,0.35229453718212533,0.7505
1081,1081,0.35234936035196934,0.751
1579,1579,0.3526201013749444,0.7515
1459,1459,0.35262941723536007,0.752
1198,1198,0.3542733708119611,0.7525
717,717,0.35433058006419516,0.753
1578,1578,0.3544335489008217,0.7535
1458,1458,0.3544443129769884,0.754
1773,1773,0.3544877591401812,0.7545
1771,1771,0.35473437635904465,0.755
1772,1772,0.354746670356734,0.7555
1769,1769,0.3549529217480488,0.756
958,958,0.35497800713124117,0.7565
1770,1770,0.3549797436636314,0.757
1766,1766,0.35525715082209436,0.7575
1768,1768,0.35533944271695145,0.758
1767,1767,0.3553454604291871,0.7585
1765,1765,0.35546698227222356,0.759
1762,1762,0.3556420715087111,0.7595
1764,1764,0.3556512421635512,0.76
1330,1330,0.35565175374538144,0.7605
1763,1763,0.3557449365727567,0.761
1577,1577,0.3560202951801833,0.7615
1080,1080,0.35617065705309886,0.762
1761,1761,0.3563349899048347,0.7625
1760,1760,0.35633538140238696,0.763
1759,1759,0.3563665932810515,0.7635
1757,1757,0.3564183181859018,0.764
1457,1457,0.3564763071598377,0.7645
1758,1758,0.35647789743554736,0.765
1756,1756,0.3564917884163485,0.7655
1754,1754,0.35660744466117655,0.766
1755,1755,0.35669730177644726,0.7665
1753,1753,0.3570324494351699,0.767
1752,1752,0.3573749770892174,0.7675
