,Request Id,request_e2e_time_normalized,cdf
208,208,0.06768556337489605,0.1115
182,182,0.06770297984775485,0.112
206,206,0.06771662940326044,0.1125
207,207,0.06777831468646166,0.113
198,198,0.06778767245990515,0.1135
209,209,0.06780190879619985,0.114
181,181,0.06784736220199343,0.1145
183,183,0.06787598629011819,0.115
200,200,0.0679493549664322,0.1155
247,247,0.06919736528816994,0.116
248,248,0.06921926058215185,0.1165
244,244,0.06928534365351467,0.117
245,245,0.06928999274063213,0.1175
249,249,0.06931763547334333,0.118
237,237,0.06932527717880706,0.1185
246,246,0.06941508326380423,0.119
243,243,0.06944992837664082,0.1195
236,236,0.06957601589302115,0.12
242,242,0.06966128061429652,0.1205
235,235,0.06982376898454729,0.121
253,253,0.07017945285668324,0.1215
254,254,0.07018783040287578,0.122
234,234,0.07025821591041073,0.1225
252,252,0.07027067729730063,0.123
250,250,0.07027563362733492,0.1235
241,241,0.07036190410968055,0.124
251,251,0.07041219821122999,0.1245
240,240,0.07066515371255043,0.125
239,239,0.0706958096444282,0.1255
233,233,0.07071485695990555,0.126
231,231,0.07104850760703767,0.1265
232,232,0.07121649460083387,0.127
238,238,0.07134223483367988,0.1275
255,255,0.07314036295144719,0.128
256,256,0.07477586571399478,0.1285
358,358,0.08561476703210404,0.129
356,356,0.08561772417226864,0.1295
357,357,0.08570282447963957,0.13
355,355,0.08573911028539741,0.1305
353,353,0.08591158916062579,0.131
354,354,0.08598630554162283,0.1315
350,350,0.08601490624267051,0.132
352,352,0.0860663230827987,0.1325
351,351,0.08610372916173666,0.133
349,349,0.08655820163326564,0.1335
348,348,0.08670044836845903,0.134
347,347,0.08726883612031831,0.1345
346,346,0.0874587847778893,0.135
345,345,0.08804576926798639,0.1355
344,344,0.08808567403846335,0.136
338,338,0.08829516756477364,0.1365
343,343,0.08833706791783395,0.137
339,339,0.08834919999404077,0.1375
340,340,0.08836414363173073,0.138
342,342,0.08836747499725005,0.1385
341,341,0.0884021988997291,0.139
337,337,0.08897568487276994,0.1395
335,335,0.08912517307500557,0.14
336,336,0.08915205148812073,0.1405
334,334,0.08955907532182264,0.141
333,333,0.08965061231900996,0.1415
332,332,0.0896557581000741,0.142
328,328,0.08969327394417968,0.1425
330,330,0.08974172253514111,0.143
331,331,0.08976936612091314,0.1435
329,329,0.08977261144794427,0.144
315,315,0.0898820001441659,0.1445
327,327,0.08988226310432397,0.145
316,316,0.08991976138016668,0.1455
317,317,0.08992019741147714,0.146
324,324,0.08994142584450111,0.1465
326,326,0.08994911316966703,0.147
325,325,0.08998913101159013,0.1475
314,314,0.09000498540428262,0.148
323,323,0.09002519100672973,0.1485
319,319,0.09008448293298499,0.149
318,318,0.09010195419609379,0.1495
322,322,0.09011688410809103,0.15
320,320,0.09019455884738825,0.1505
312,312,0.09019713143702286,0.151
313,313,0.09020029029802773,0.1515
321,321,0.09022425251638859,0.152
309,309,0.09036439685304432,0.1525
308,308,0.09037934245115528,0.153
310,310,0.09039655837858104,0.1535
307,307,0.09041465715266414,0.154
306,306,0.09042324104566826,0.1545
311,311,0.09049260410190658,0.155
305,305,0.09051793131223013,0.1555
303,303,0.09053884489527989,0.156
304,304,0.09054237528109843,0.1565
302,302,0.09079591825728633,0.157
301,301,0.0909871111464061,0.1575
300,300,0.0912746930949612,0.158
299,299,0.09152621828906699,0.1585
298,298,0.09213006913720485,0.159
297,297,0.09214243638419102,0.1595
296,296,0.0926052722183142,0.16
293,293,0.09278760804556305,0.1605
290,290,0.09283783846221857,0.161
294,294,0.09285000204160954,0.1615
291,291,0.09288638068781954,0.162
295,295,0.0929370058224679,0.1625
292,292,0.09295446509180377,0.163
289,289,0.09324406127791114,0.1635
288,288,0.09343335464048652,0.164
287,287,0.09352793150779085,0.1645
264,264,0.0936926172918412,0.165
286,286,0.09387112051257072,0.1655
263,263,0.09408565806329885,0.166
285,285,0.09464341901560902,0.1665
284,284,0.09464553949020212,0.167
262,262,0.09483900954607799,0.1675
283,283,0.09501651546860782,0.168
261,261,0.09561356840382992,0.1685
280,280,0.09572292146392253,0.169
282,282,0.09575510163471958,0.1695
279,279,0.09576848680758857,0.17
278,278,0.09582903831602298,0.1705
277,277,0.09607459030326358,0.171
281,281,0.0961168896099378,0.1715
276,276,0.09623331091983214,0.172
270,270,0.09643994865271752,0.1725
275,275,0.09655700839492751,0.173
260,260,0.09698569212386479,0.1735
274,274,0.09805007877570182,0.174
269,269,0.09854800901822815,0.1745
259,259,0.09919184651412558,0.175
257,257,0.10077187533561437,0.1755
273,273,0.10090279797258095,0.176
268,268,0.10115559597101136,0.1765
476,476,0.10159167292885096,0.177
475,475,0.10194682480950666,0.1775
272,272,0.10221103928826354,0.178
474,474,0.10287137934598638,0.1785
471,471,0.1032150094865543,0.179
472,472,0.10324077507562214,0.1795
473,473,0.10325754994789092,0.18
470,470,0.10350312558255803,0.1805
271,271,0.10354050574120145,0.181
469,469,0.10355905059711114,0.1815
468,468,0.1035793009380045,0.182
467,467,0.10413593050497706,0.1825
267,267,0.10472037954183419,0.183
465,465,0.10489165060038833,0.1835
466,466,0.10496956526860621,0.184
463,463,0.10514804547707707,0.1845
464,464,0.10517966295695126,0.185
462,462,0.10525177558670841,0.1855
461,461,0.10528705297688215,0.186
460,460,0.10581407558235814,0.1865
459,459,0.10621216998952841,0.187
458,458,0.10647368111639517,0.1875
258,258,0.10653147374146629,0.188
457,457,0.10660024003481391,0.1885
456,456,0.10665063552258476,0.189
455,455,0.10699173824099807,0.1895
454,454,0.10751888361090037,0.19
453,453,0.10763464418331271,0.1905
452,452,0.10791633379042817,0.191
451,451,0.1080649207490256,0.1915
266,266,0.10807133263048997,0.192
450,450,0.1082730683217587,0.1925
449,449,0.10830121442569778,0.193
448,448,0.10839486776814397,0.1935
447,447,0.10840161505409812,0.194
446,446,0.10846223140032189,0.1945
445,445,0.10886554825378936,0.195
444,444,0.1088807820219745,0.1955
443,443,0.10904090886025694,0.196
442,442,0.10912467764323468,0.1965
441,441,0.10934632005749242,0.197
265,265,0.10960394706035698,0.1975
440,440,0.10969188040537108,0.198
439,439,0.10970215276206226,0.1985
438,438,0.109730011363616,0.199
437,437,0.11027655223650132,0.1995
435,435,0.1104127207442026,0.2
436,436,0.11045514373451533,0.2005
434,434,0.11074169158785596,0.201
433,433,0.1108009125107109,0.2015
432,432,0.11085225483589586,0.202
431,431,0.11118504562806503,0.2025
430,430,0.11170350460586763,0.203
429,429,0.11178484184757648,0.2035
428,428,0.11197013265506667,0.204
427,427,0.11198039008393958,0.2045
426,426,0.11340476358150253,0.205
424,424,0.11353134215356503,0.2055
425,425,0.11358883844794003,0.206
423,423,0.11381971042567306,0.2065
422,422,0.11384669092259099,0.207
421,421,0.11426771096386365,0.2075
420,420,0.1146051903737503,0.208
419,419,0.11483155190324548,0.2085
417,417,0.1156048398397888,0.209
418,418,0.11563194427213035,0.2095
416,416,0.11566685040392802,0.21
415,415,0.11575033610688411,0.2105
414,414,0.11575597370464363,0.211
413,413,0.11619514216447337,0.2115
412,412,0.11630001196529399,0.212
411,411,0.11640024887573207,0.2125
410,410,0.11675995257288396,0.213
409,409,0.11681094700321305,0.2135
407,407,0.1169667507241185,0.214
408,408,0.11704650843989907,0.2145
406,406,0.11846104015225785,0.215
405,405,0.11918769000532312,0.2155
404,404,0.11956202714839903,0.216
403,403,0.12004384205003439,0.2165
402,402,0.1203877707621101,0.217
401,401,0.12071368619033791,0.2175
400,400,0.12288083010744252,0.218
399,399,0.12325477638965554,0.2185
398,398,0.12512656692937196,0.219
397,397,0.1263554476030509,0.2195
396,396,0.12719106969685637,0.22
598,598,0.1278067580821286,0.2205
599,599,0.12783775234938957,0.221
600,600,0.12787335640125835,0.2215
395,395,0.12810623812245325,0.222
597,597,0.12819832509300016,0.2225
595,595,0.12844331529629863,0.223
596,596,0.12849236324808108,0.2235
594,594,0.12852437869199862,0.224
593,593,0.12862792894165934,0.2245
394,394,0.12863567513061158,0.225
591,591,0.12901593635091874,0.2255
592,592,0.129067205658838,0.226
393,393,0.12927005970026123,0.2265
590,590,0.12945523614290452,0.227
589,589,0.12975521573488985,0.2275
588,588,0.1298732657516168,0.228
587,587,0.12993524319853259,0.2285
586,586,0.13016330264621204,0.229
584,584,0.13018595431235414,0.2295
585,585,0.13020579102617738,0.23
583,583,0.13021869538785077,0.2305
581,581,0.1302849419038968,0.231
578,578,0.13033189205035356,0.2315
582,582,0.13033244002427996,0.232
577,577,0.13035149587745007,0.2325
580,580,0.1303933373821683,0.233
579,579,0.13041848920838586,0.2335
576,576,0.13045859600841647,0.234
575,575,0.1304780964368626,0.2345
573,573,0.13055268521845595,0.235
574,574,0.13059930168865336,0.2355
572,572,0.1307005005819769,0.236
392,392,0.13084735768260516,0.2365
567,567,0.13086515110678915,0.237
568,568,0.1308888704527139,0.2375
565,565,0.13089111600002787,0.238
563,563,0.13090785785291217,0.2385
564,564,0.13092099662094633,0.239
569,569,0.13094241403231766,0.2395
571,571,0.13095973371981592,0.24
570,570,0.131004027125519,0.2405
566,566,0.13101201671776969,0.241
561,561,0.13122786936026315,0.2415
562,562,0.13128505838424284,0.242
560,560,0.13133990941335152,0.2425
391,391,0.13202315206665363,0.243
559,559,0.13219475753551987,0.2435
558,558,0.13254275457669773,0.244
390,390,0.13254782619327268,0.2445
557,557,0.13283673415750546,0.245
554,554,0.13316539378737752,0.2455
553,553,0.13320932162573806,0.246
389,389,0.133218901664275,0.2465
555,555,0.1332378631709175,0.247
556,556,0.13323901787064105,0.2475
388,388,0.1339710709699135,0.248
552,552,0.13400832599975554,0.2485
551,551,0.13444927237805757,0.249
549,549,0.1346219319698119,0.2495
550,550,0.13465567012017693,0.25
548,548,0.13469405713870827,0.2505
547,547,0.13483062857046052,0.251
543,543,0.13498182665602554,0.2515
544,544,0.13500735196409275,0.252
545,545,0.13505690984382906,0.2525
541,541,0.13507614658970168,0.253
546,546,0.13509972005483842,0.2535
542,542,0.13511949949036545,0.254
538,538,0.13514634615430973,0.2545
539,539,0.1351543777680537,0.255
540,540,0.13515830003255538,0.2555
387,387,0.13517744462553952,0.256
537,537,0.13544309853217784,0.2565
386,386,0.13564702205653117,0.257
535,535,0.1357404039602668,0.2575
536,536,0.1357839459216657,0.258
534,534,0.13582279803659827,0.2585
385,385,0.1366948311089346,0.259
533,533,0.13705988284717346,0.2595
532,532,0.13721306482678258,0.26
384,384,0.1373239092175538,0.2605
531,531,0.13879158493376856,0.261
530,530,0.13923484286560137,0.2615
529,529,0.1396378082842251,0.262
528,528,0.14024999906965932,0.2625
527,527,0.14057858201492174,0.263
526,526,0.14108663336362073,0.2635
525,525,0.14154566389011597,0.264
383,383,0.14294556427854996,0.2645
524,524,0.14359540142162258,0.265
523,523,0.1438164502816128,0.2655
522,522,0.14555824984699142,0.266
521,521,0.146144719861632,0.2665
382,382,0.1466642166354507,0.267
520,520,0.14688217229070188,0.2675
519,519,0.1474896070206012,0.268
518,518,0.14807559914165283,0.2685
517,517,0.14864484916392617,0.269
516,516,0.1494960597909562,0.2695
381,381,0.14977809433747083,0.27
515,515,0.1500868907816228,0.2705
514,514,0.15068484649401512,0.271
513,513,0.15139770594803675,0.2715
380,380,0.1526747727782371,0.272
512,512,0.15371544168809426,0.2725
713,713,0.15464194651501384,0.273
714,714,0.15469154572561467,0.2735
712,712,0.1555795411965173,0.274
711,711,0.15562773314596098,0.2745
379,379,0.15563315157457858,0.275
707,707,0.15577160445697744,0.2755
710,710,0.15577408197522066,0.276
706,706,0.15585081730578676,0.2765
708,708,0.15585877943554835,0.277
709,709,0.15589606435332828,0.2775
704,704,0.1560133964766181,0.278
705,705,0.1560321272568636,0.2785
703,703,0.15608154119582202,0.279
701,701,0.15622447686323795,0.2795
702,702,0.1562520937532478,0.28
699,699,0.15645482465256363,0.2805
698,698,0.15648215785333097,0.281
511,511,0.15653043409188788,0.2815
700,700,0.1565592908356723,0.282
697,697,0.15661185337742403,0.2825
694,694,0.15664980076095034,0.283
695,695,0.1567078950527566,0.2835
696,696,0.15675243816832576,0.284
693,693,0.15689631864650044,0.2845
692,692,0.15713486731065396,0.285
691,691,0.1571599686054322,0.2855
690,690,0.15743004251652903,0.286
688,688,0.15777372247533533,0.2865
689,689,0.15782738555114814,0.287
510,510,0.15861218683577172,0.2875
685,685,0.15900962670990243,0.288
687,687,0.15901458563083182,0.2885
684,684,0.1590985928232923,0.289
686,686,0.15912572902486383,0.2895
509,509,0.15951696779738614,0.29
680,680,0.15972082195139112,0.2905
682,682,0.15974626117682522,0.291
681,681,0.15976292453769225,0.2915
683,683,0.15976851978395312,0.292
679,679,0.16012468746811884,0.2925
678,678,0.16026387776006323,0.293
676,676,0.1604291304036653,0.2935
677,677,0.1604572323046923,0.294
675,675,0.16072535469409585,0.2945
508,508,0.16074153392920296,0.295
674,674,0.16084797943461754,0.2955
673,673,0.16086530515236017,0.296
378,378,0.16106241358428117,0.2965
507,507,0.16180271643396027,0.297
672,672,0.16184117883702945,0.2975
671,671,0.16189104464194226,0.298
670,670,0.16191866378725528,0.2985
669,669,0.16194644922868517,0.299
664,664,0.16202505400928424,0.2995
668,668,0.16202995511751372,0.3
665,665,0.16204642570785824,0.3005
667,667,0.16204705821433515,0.301
666,666,0.16204833440315414,0.3015
661,661,0.1622713054143583,0.302
662,662,0.16230362462639877,0.3025
660,660,0.16230608187184203,0.303
663,663,0.16232610825238628,0.3035
659,659,0.16270957368012326,0.304
658,658,0.16300818944209908,0.3045
656,656,0.16337216000866642,0.305
654,654,0.16338884821545208,0.3055
657,657,0.1634047027145957,0.306
653,653,0.16343243140831937,0.3065
655,655,0.16346991508752393,0.307
652,652,0.16350011978994838,0.3075
651,651,0.16361778027294485,0.308
650,650,0.16388341685056282,0.3085
649,649,0.16402382179504021,0.309
506,506,0.16404574000573993,0.3095
648,648,0.16504065064037268,0.31
647,647,0.16572461017709847,0.3105
646,646,0.16634504686345744,0.311
505,505,0.16685621677924534,0.3115
645,645,0.16704221877846614,0.312
644,644,0.16762324365697684,0.3125
643,643,0.16925790627371773,0.313
504,504,0.17003274762230383,0.3135
642,642,0.17059756373289536,0.314
641,641,0.17138160757454518,0.3145
503,503,0.1715249391390435,0.315
640,640,0.1720273262414488,0.3155
502,502,0.17246625274853253,0.316
639,639,0.17269978201600478,0.3165
377,377,0.17292368403884886,0.317
638,638,0.17341494993222661,0.3175
637,637,0.1743248538178673,0.318
636,636,0.17505337430800194,0.3185
832,832,0.1754421629138284,0.319
635,635,0.17572231135154642,0.3195
830,830,0.17581953258907884,0.32
829,829,0.1758235576759294,0.3205
827,827,0.1758343869547376,0.321
831,831,0.1759197721055061,0.3215
828,828,0.17594245950203094,0.322
826,826,0.1759495097458524,0.3225
825,825,0.17606445387727565,0.323
823,823,0.1760809564411238,0.3235
824,824,0.17610036778677915,0.324
376,376,0.17646362791601336,0.3245
634,634,0.1765193972613259,0.325
822,822,0.17652435000530242,0.3255
819,819,0.1766842825118335,0.326
821,821,0.17670574626985996,0.3265
820,820,0.1767336431377653,0.327
818,818,0.1767816608429256,0.3275
816,816,0.17684377663050352,0.328
817,817,0.17692841510241364,0.3285
815,815,0.1772764751198776,0.329
633,633,0.17734075827578197,0.3295
814,814,0.17753363740360065,0.33
811,811,0.17770257736615996,0.3305
813,813,0.17770747696182426,0.331
810,810,0.17772859496529606,0.3315
812,812,0.17781191708793126,0.332
809,809,0.17807547098634044,0.3325
375,375,0.17853903274322505,0.333
808,808,0.17879899040696115,0.3335
807,807,0.17892237214154497,0.334
806,806,0.1791151330660873,0.3345
805,805,0.17941613816581925,0.335
803,803,0.17951680093202896,0.3355
804,804,0.17956822068330985,0.336
501,501,0.1796220035512887,0.3365
632,632,0.17971322182739216,0.337
802,802,0.17982557702697938,0.3375
801,801,0.1802246381762134,0.338
798,798,0.1804408317747188,0.3385
799,799,0.18045962311479083,0.339
796,796,0.1804671266435918,0.3395
800,800,0.18048056711827648,0.34
797,797,0.18049861737386577,0.3405
795,795,0.1806545277154411,0.341
631,631,0.18070022433609234,0.3415
794,794,0.18105719483694782,0.342
793,793,0.1816987370534368,0.3425
790,790,0.1818218947773847,0.343
791,791,0.18185535020034255,0.3435
792,792,0.18187679709954055,0.344
630,630,0.18209642097811554,0.3445
789,789,0.1823586855465589,0.345
629,629,0.18277084023066875,0.3455
500,500,0.18313680321171177,0.346
788,788,0.18313857475066603,0.3465
787,787,0.18326060663865273,0.347
628,628,0.1836383959212946,0.3475
786,786,0.18371985984797753,0.348
785,785,0.18393763170277425,0.3485
783,783,0.18407782209268467,0.349
784,784,0.18412726104678895,0.3495
782,782,0.18437608905763006,0.35
781,781,0.1845541459597444,0.3505
780,780,0.1845771545083669,0.351
779,779,0.18474543491379697,0.3515
627,627,0.1849340115359085,0.352
778,778,0.18508380771095576,0.3525
499,499,0.1851161993559468,0.353
777,777,0.1852164156552702,0.3535
776,776,0.1854850698781014,0.354
626,626,0.1858998542720703,0.3545
775,775,0.1865941487035656,0.355
498,498,0.1872741660635115,0.3555
625,625,0.18729186100350345,0.356
774,774,0.18736977636695784,0.3565
773,773,0.1882260423799914,0.357
772,772,0.18904000898295487,0.3575
497,497,0.18908108413225494,0.358
624,624,0.1900646191839586,0.3585
771,771,0.1901762404600335,0.359
496,496,0.19062849540916277,0.3595
770,770,0.19070329240226694,0.36
623,623,0.1914206493514196,0.3605
769,769,0.1914293801840912,0.361
768,768,0.19240057129963134,0.3615
495,495,0.19296043564872473,0.362
622,622,0.19297110104222415,0.3625
767,767,0.19314610940804636,0.363
621,621,0.1934267193277828,0.3635
766,766,0.19399506761828875,0.364
952,952,0.19403375524640856,0.3645
950,950,0.19419659822778776,0.365
951,951,0.19422964450690655,0.3655
949,949,0.19449362412702356,0.366
948,948,0.19450053746308346,0.3665
947,947,0.19458279660579023,0.367
946,946,0.19472731952815436,0.3675
765,765,0.19472833235617945,0.368
944,944,0.19483582288491183,0.3685
943,943,0.1948412947372766,0.369
941,941,0.1948474605154817,0.3695
942,942,0.1948722102219474,0.37
945,945,0.19490560459923428,0.3705
940,940,0.19504037847998382,0.371
937,937,0.1951486707325106,0.3715
939,939,0.1951574718797298,0.372
938,938,0.19519098370246277,0.3725
936,936,0.19529877216985872,0.373
935,935,0.195562504478784,0.3735
764,764,0.1959972429393093,0.374
931,931,0.1962161185174187,0.3745
932,932,0.19623681526297107,0.375
620,620,0.19623950203780383,0.3755
934,934,0.19627501545652054,0.376
933,933,0.19628405607514016,0.3765
930,930,0.19643420834935144,0.377
374,374,0.19643462743386705,0.3775
929,929,0.19655638126368818,0.378
927,927,0.19699523804770505,0.3785
928,928,0.19700585411376642,0.379
926,926,0.19714471337665962,0.3795
922,922,0.1973474982892052,0.38
923,923,0.19735445798088838,0.3805
924,924,0.19737114762011918,0.381
925,925,0.19741808790703022,0.3815
494,494,0.19760347907705625,0.382
921,921,0.19776332026669358,0.3825
619,619,0.19786119886211345,0.383
920,920,0.19787182772483003,0.3835
763,763,0.1982112543002807,0.384
919,919,0.1988768796787352,0.3845
762,762,0.19901150679544857,0.385
493,493,0.19975635550044818,0.3855
918,918,0.19983281277160553,0.386
917,917,0.19998052285440274,0.3865
761,761,0.20003435131533198,0.387
916,916,0.20044207249500698,0.3875
492,492,0.20046566107671784,0.388
760,760,0.20079180584505626,0.3885
915,915,0.2011349397895385,0.389
914,914,0.20124175972830152,0.3895
618,618,0.2013217836215797,0.39
759,759,0.2017895510722974,0.3905
911,911,0.20254992023863336,0.391
912,912,0.2026291765786659,0.3915
913,913,0.2026442229710185,0.392
491,491,0.2027836689317699,0.3925
910,910,0.2031753133961611,0.393
908,908,0.2032613173750274,0.3935
909,909,0.20330305957709952,0.394
907,907,0.20345511494954724,0.3945
906,906,0.20415415817387167,0.395
758,758,0.2041703829246538,0.3955
905,905,0.2042512443553868,0.396
617,617,0.20481473288593433,0.3965
904,904,0.20486891450884098,0.397
490,490,0.20489372540358558,0.3975
901,901,0.20529180037034506,0.398
902,902,0.20533455189126876,0.3985
