,Request Id,prefill_e2e_time,cdf
825,825,125.74928076584052,0.418
823,823,125.76372104702202,0.4185
824,824,125.78400696334404,0.419
822,822,126.20665573120058,0.4195
819,819,126.36678402439838,0.42
821,821,126.38738754775812,0.4205
820,820,126.41477561566347,0.421
818,818,126.46609221149049,0.4215
816,816,126.53358823373512,0.422
817,817,126.61469924964521,0.4225
815,815,126.96817664310925,0.423
814,814,127.22791787083227,0.4235
813,813,127.40434595172255,0.424
811,811,127.41297910272493,0.4245
810,810,127.44461577386102,0.425
812,812,127.51271979516287,0.4255
809,809,127.79682604557209,0.426
808,808,128.52519835152611,0.4265
807,807,128.65860645411001,0.427
806,806,128.85746043465235,0.4275
805,805,129.16616290032718,0.428
803,803,129.28223701708924,0.4285
804,804,129.3259152424273,0.429
802,802,129.6050830119254,0.4295
801,801,130.01239026310228,0.43
798,798,130.25545334762674,0.4305
799,799,130.26416477089873,0.431
800,800,130.2767968591082,0.4315
796,796,130.31448764689978,0.432
797,797,130.33502790037375,0.4325
795,795,130.5127981288824,0.433
794,794,130.92663755118912,0.4335
793,793,131.57868827114478,0.434
790,790,131.744814125226,0.4345
791,791,131.76647537218386,0.435
792,792,131.77649251138186,0.4355
789,789,132.29405008906684,0.436
788,788,133.086538333174,0.4365
787,787,133.22911984249407,0.437
786,786,133.69749330781883,0.4375
785,785,133.92578150394888,0.438
783,783,134.0891912218593,0.4385
784,784,134.1265285439636,0.439
782,782,134.39871232013797,0.4395
781,781,134.59708903025228,0.44
780,780,134.6317242540748,0.4405
779,779,134.8107566595049,0.441
1003,1003,134.90850073021554,0.4415
778,778,135.15985816066367,0.442
777,777,135.30335055297812,0.4425
1002,1002,135.40743935976883,0.443
776,776,135.57551088877443,0.4435
1000,1000,136.05967900205263,0.444
1001,1001,136.08954649419417,0.4445
998,998,136.2406308927616,0.445
999,999,136.26991009007156,0.4455
996,996,136.43721562577016,0.446
997,997,136.46028161805035,0.4465
995,995,136.8002506605388,0.447
994,994,136.91599267050438,0.4475
993,993,137.2943187462786,0.448
992,992,137.30164680857962,0.4485
991,991,137.5191680582177,0.449
988,988,137.65058910145797,0.4495
989,989,137.65252301624417,0.45
990,990,137.76338034672435,0.4505
987,987,138.06952751678784,0.451
985,985,138.11601041388585,0.4515
986,986,138.1455025943966,0.452
984,984,138.68892156363245,0.4525
983,983,138.7356100356308,0.453
982,982,139.0496254773943,0.4535
979,979,139.09682147162778,0.454
981,981,139.1867449351136,0.4545
980,980,139.2158293686505,0.455
978,978,139.36261954414218,0.4555
977,977,139.4358706545982,0.456
976,976,139.48326968185376,0.4565
975,975,139.61752153871404,0.457
974,974,139.78462989865673,0.4575
973,973,140.3182595415579,0.458
972,972,140.31928147460482,0.4585
971,971,140.39573972318547,0.459
970,970,141.29430750094065,0.4595
967,967,141.4481812227978,0.46
968,968,141.48972881914568,0.4605
969,969,141.54110691935261,0.461
966,966,142.61249408081883,0.4615
965,965,142.65846676425755,0.462
964,964,142.81483838414894,0.4625
963,963,143.11846709068905,0.463
962,962,143.3800268712785,0.4635
961,961,143.47537576733225,0.464
960,960,143.50775176192056,0.4645
959,959,143.59930398683838,0.465
958,958,143.7182986532388,0.4655
956,956,143.78974901265008,0.466
957,957,143.81779153188594,0.4665
955,955,143.83004030902086,0.467
954,954,143.92466333441266,0.4675
953,953,144.0647044987101,0.468
952,952,144.21417559331573,0.4685
950,950,144.3646701586949,0.469
951,951,144.4015849818137,0.4695
949,949,144.6581238339307,0.47
948,948,144.66185944199057,0.4705
947,947,144.73817708069737,0.471
946,946,144.88000790706147,0.4715
944,944,144.98009694915223,0.472
943,943,144.98250346818367,0.4725
941,941,144.98345399305543,0.473
942,942,145.01112209952112,0.4735
945,945,145.05527819414138,0.474
940,940,145.1687220695576,0.4745
937,937,145.27634922341775,0.475
939,939,145.28481118130358,0.4755
938,938,145.3184741613699,0.476
936,936,145.42393289009922,0.4765
935,935,145.6873027243578,0.477
931,931,146.34529293365915,0.4775
932,932,146.3645713112115,0.478
934,934,146.399806768761,0.4785
933,933,146.40939715804723,0.479
930,930,146.56509617359188,0.4795
929,929,146.68929891192863,0.48
927,927,147.13438263994547,0.4805
928,928,147.14297950600684,0.481
926,926,147.28772325316672,0.4815
922,922,147.50835545622664,0.482
923,923,147.51235059964316,0.4825
924,924,147.52457489060725,0.483
925,925,147.56472180913732,0.4835
921,921,147.92693101664835,0.484
920,920,148.03935478411813,0.4845
919,919,149.0505149726899,0.485
918,918,150.01126393756027,0.4855
1127,1127,150.03211928364726,0.486
1128,1128,150.03725529719776,0.4865
1129,1129,150.05388647461626,0.487
1126,1126,150.15790870018958,0.4875
917,917,150.16359735902415,0.488
1125,1125,150.17086186244524,0.4885
1124,1124,150.21694573041998,0.489
1120,1120,150.25550794790337,0.4895
1123,1123,150.30000033659564,0.49
1121,1121,150.32826635151883,0.4905
1122,1122,150.35043217217134,0.491
916,916,150.6291682476284,0.4915
1119,1119,151.15212598884085,0.492
915,915,151.3269879688265,0.4925
914,914,151.4382944355895,0.493
1118,1118,151.61141342570437,0.4935
1117,1117,151.67445973877244,0.494
1116,1116,151.67701084043506,0.4945
1109,1109,151.84491753686802,0.495
1115,1115,151.84542344282795,0.4955
1108,1108,151.8805803126727,0.496
1114,1114,151.89512888018015,0.4965
1113,1113,151.9059557833536,0.497
1111,1111,151.91112324196558,0.4975
1110,1110,151.96323605398487,0.498
1106,1106,151.99470890333185,0.4985
1112,1112,151.99546401381298,0.499
1107,1107,152.01271422042458,0.4995
1105,1105,152.24737138956243,0.5
1104,1104,152.3684807197459,0.5005
1103,1103,152.5792509354303,0.501
1102,1102,152.6011969281492,0.5015
1101,1101,152.6515102141782,0.502
911,911,152.76244127978796,0.5025
912,912,152.83462026515392,0.503
913,913,152.8458925775065,0.5035
910,910,153.39266618131572,0.504
908,908,153.48708255484868,0.5045
909,909,153.52474669825412,0.505
907,907,153.68517067870187,0.5055
1099,1099,153.70544240228577,0.506
1098,1098,153.77235210115242,0.5065
1100,1100,153.81810207102137,0.507
1097,1097,154.01929705547116,0.5075
1095,1095,154.3702372976805,0.508
906,906,154.39006612702627,0.5085
1096,1096,154.41593966956026,0.509
1094,1094,154.42402838104675,0.5095
905,905,154.49091064454137,0.51
904,904,155.1132824299956,0.5105
1093,1093,155.4803671466865,0.511
901,901,155.55433792289008,0.5115
902,902,155.59097650575666,0.512
900,900,155.62477083268422,0.5125
1092,1092,155.7131250183565,0.513
903,903,155.71348537549267,0.5135
899,899,155.81570866831186,0.514
898,898,155.96544458778533,0.5145
896,896,156.09738613342844,0.515
897,897,156.12334999051035,0.5155
1091,1091,156.2203535796953,0.516
1089,1089,156.53566431179365,0.5165
1088,1088,156.60278213038822,0.517
1090,1090,156.61085039829686,0.5175
893,893,156.6431513489816,0.518
892,892,156.68453008856739,0.5185
894,894,156.7019004999392,0.519
891,891,156.70471715211124,0.5195
895,895,156.71043072205026,0.52
1087,1087,156.89219367919674,0.5205
890,890,157.04798809524812,0.521
889,889,157.34292702712273,0.5215
887,887,157.3634566453987,0.522
888,888,157.39739045649526,0.5225
1086,1086,157.58652897265648,0.523
885,885,157.66618010465578,0.5235
886,886,157.69353909021441,0.524
1085,1085,158.18734893200224,0.5245
1084,1084,158.33509596938768,0.525
1082,1082,158.81701995738183,0.5255
1083,1083,158.86472731525635,0.526
1080,1080,159.24333857692852,0.5265
1081,1081,159.30384084503692,0.527
1079,1079,159.37175616081151,0.5275
1078,1078,159.80033211296416,0.528
1077,1077,160.0655107072925,0.5285
1075,1075,160.12368289266362,0.529
1073,1073,160.17358889460542,0.5295
1076,1076,160.1799607068972,0.53
1074,1074,160.20752134313489,0.5305
1072,1072,160.60383029990533,0.531
1071,1071,160.95829701052298,0.5315
1070,1070,160.96413325297374,0.532
1069,1069,161.1146322251147,0.5325
1067,1067,161.13559340527974,0.533
1064,1064,161.16178030664707,0.5335
1068,1068,161.17351019200134,0.534
1065,1065,161.24824523301186,0.5345
1066,1066,161.26497732686772,0.535
1063,1063,161.51420574485996,0.5355
1062,1062,161.87707805307133,0.536
1061,1061,162.7690516445582,0.5365
1060,1060,162.84433691582444,0.537
1059,1059,162.9886805346938,0.5375
1058,1058,163.10029876861142,0.538
1057,1057,163.28404683866432,0.5385
1056,1056,163.41198317535054,0.539
1055,1055,163.53238270010883,0.5395
1054,1054,163.78407353429213,0.54
1053,1053,164.19085656052107,0.5405
1052,1052,164.44077326716922,0.541
1050,1050,165.06585176470742,0.5415
1051,1051,165.11180162497055,0.542
1049,1049,165.26819566936206,0.5425
1048,1048,165.83564757147508,0.543
1047,1047,166.04256341722459,0.5435
1046,1046,166.38454178530827,0.544
1045,1045,166.49952363902537,0.5445
1043,1043,167.2605357476781,0.545
1044,1044,167.2947447604592,0.5455
1042,1042,167.47293629981237,0.546
1041,1041,167.86774284981914,0.5465
1040,1040,167.91487853264567,0.547
1039,1039,167.99693333212463,0.5475
1037,1037,168.55691412098633,0.548
1038,1038,168.5721598137502,0.5485
1036,1036,168.7091974605454,0.549
1035,1035,168.77065346933728,0.5495
1034,1034,169.17368573280532,0.55
1033,1033,170.05821294382338,0.5505
1032,1032,170.17546298856314,0.551
1031,1031,170.1968669619215,0.5515
1030,1030,170.33194312822957,0.552
1029,1029,170.6497069584098,0.5525
1028,1028,171.1535036140686,0.553
1027,1027,171.3293675412262,0.5535
1025,1025,171.41247080046332,0.554
1026,1026,171.43663458009394,0.5545
1024,1024,172.0468039066816,0.555
1023,1023,172.71711052379408,0.5555
1022,1022,173.16832076288597,0.556
1021,1021,173.31574978800256,0.5565
1020,1020,173.6172061179471,0.557
1019,1019,174.0768657162081,0.5575
1016,1016,174.19872193118852,0.558
1017,1017,174.23304682320918,0.5585
1018,1018,174.23907693162266,0.559
1013,1013,174.6937608174328,0.5595
1014,1014,174.77665398258273,0.56
1015,1015,174.77869657915545,0.5605
1012,1012,175.49374175713461,0.561
1011,1011,176.04902714755855,0.5615
1010,1010,176.29625262041714,0.562
1009,1009,176.7089130661455,0.5625
1007,1007,176.9180406148593,0.563
1008,1008,176.9381500663719,0.5635
1006,1006,176.95376087605572,0.564
1005,1005,177.1701917434055,0.5645
1004,1004,178.00456973659928,0.565
1231,1231,178.0973375853601,0.5655
1230,1230,178.14765742851898,0.566
1229,1229,179.84347596993877,0.5665
1227,1227,180.03173265903,0.567
1225,1225,180.05358641685177,0.5675
1224,1224,180.10568185852958,0.568
1228,1228,180.12942833460232,0.5685
1226,1226,180.1672635954144,0.569
1222,1222,180.3221689114855,0.5695
1223,1223,180.3545550795621,0.57
1221,1221,180.62314756747253,0.5705
1220,1220,180.650992105167,0.571
1217,1217,180.6892677944116,0.5715
1216,1216,180.73280113376677,0.572
1218,1218,180.7435092568286,0.5725
1219,1219,180.78185765099698,0.573
1215,1215,180.80468333564733,0.5735
1214,1214,180.91349726760484,0.574
1211,1211,181.57974346543102,0.5745
1212,1212,181.59302951992288,0.575
1213,1213,181.61840731791983,0.5755
1209,1209,181.64305648398175,0.576
1210,1210,181.66723489873579,0.5765
1208,1208,181.7204626590767,0.577
1207,1207,181.91747707001866,0.5775
1206,1206,182.04551007791304,0.578
1205,1205,182.1040962564744,0.5785
1204,1204,182.17754984012873,0.579
1203,1203,182.3485404937287,0.5795
1201,1201,182.3513754558075,0.58
1202,1202,182.37746689490933,0.5805
1200,1200,182.46468925158115,0.581
1199,1199,182.70864503841716,0.5815
1197,1197,182.8683868274494,0.582
1198,1198,182.88676800476935,0.5825
1196,1196,183.04255090989318,0.583
1195,1195,183.23500069508094,0.5835
1191,1191,183.58781804793625,0.584
1194,1194,183.60581288811107,0.5845
1192,1192,183.68604866738758,0.585
1193,1193,183.6966497295066,0.5855
1186,1186,183.87406016680518,0.586
1187,1187,183.92794848113886,0.5865
1188,1188,183.93421022618134,0.587
1189,1189,183.9353210690797,0.5875
1190,1190,183.9395893026952,0.588
1185,1185,184.00681161573857,0.5885
1184,1184,184.07583406198643,0.589
1180,1180,184.72719484812455,0.5895
1182,1182,184.7328800219318,0.59
1181,1181,184.74230273365788,0.5905
1183,1183,184.81036766987182,0.591
1178,1178,184.83826884059096,0.5915
1177,1177,184.86800213167703,0.592
1179,1179,184.92802781919767,0.5925
1176,1176,185.10684787471803,0.593
1174,1174,185.14743577253944,0.5935
1175,1175,185.14859837536227,0.594
1173,1173,185.1822354365599,0.5945
1172,1172,185.8298051941715,0.595
1170,1170,186.49647342012236,0.5955
1171,1171,186.52713458603375,0.596
1169,1169,186.54444225633853,0.5965
1168,1168,186.7084374765172,0.597
1167,1167,186.71517455795833,0.5975
1166,1166,186.8718852872894,0.598
1165,1165,186.99756300936434,0.5985
1164,1164,187.01507768915445,0.599
1163,1163,187.0399765316286,0.5995
1162,1162,187.33212837193082,0.6
1159,1159,187.5088146456559,0.6005
1160,1160,187.51320544959378,0.601
1161,1161,187.55849948696545,0.6015
1158,1158,187.8188355809125,0.602
1157,1157,188.01722827548048,0.6025
1156,1156,188.52611979055035,0.603
1155,1155,188.8609517885963,0.6035
1154,1154,189.04109102783343,0.604
1153,1153,189.1624370325962,0.6045
1151,1151,189.23500096751934,0.605
1152,1152,189.27061666501396,0.6055
1150,1150,189.43559299879922,0.606
1149,1149,189.44809670353737,0.6065
1148,1148,189.56535478673499,0.607
1147,1147,189.90685434309938,0.6075
1146,1146,190.14626285044687,0.608
1145,1145,190.17812380325802,0.6085
1144,1144,190.27641902344112,0.609
1143,1143,190.42042047867045,0.6095
1142,1142,190.56040646407905,0.61
1141,1141,190.7104294500336,0.6105
1140,1140,190.71949696763954,0.611
1139,1139,190.77918158253846,0.6115
1138,1138,190.93620001220359,0.612
1137,1137,191.1758019034155,0.6125
1135,1135,191.9606899724635,0.613
1136,1136,191.98478123351856,0.6135
1133,1133,192.61446882386593,0.614
1134,1134,192.63671961176118,0.6145
1132,1132,193.0465404357717,0.615
1131,1131,193.08978894889412,0.6155
1130,1130,193.43815109675126,0.616
1361,1361,201.0526725408708,0.6165
1359,1359,201.0680598481406,0.617
1362,1362,201.10623667013766,0.6175
1360,1360,201.16755592558292,0.618
1357,1357,201.304443534617,0.6185
1358,1358,201.32713250194502,0.619
1356,1356,201.5824262489897,0.6195
1355,1355,201.6640291016381,0.62
1351,1351,202.17730813208766,0.6205
1350,1350,202.18259723657428,0.621
1354,1354,202.2735952206367,0.6215
1353,1353,202.27468775960523,0.622
1349,1349,202.2767958767277,0.6225
1352,1352,202.28526408165328,0.623
1348,1348,202.2909871641662,0.6235
1345,1345,202.39266625019388,0.624
1346,1346,202.43204174008298,0.6245
1347,1347,202.4406754766179,0.625
1342,1342,202.49225151455278,0.6255
1344,1344,202.5842679726573,0.626
1343,1343,202.60419812852882,0.6265
1341,1341,202.97651736354453,0.627
1339,1339,203.22304062543435,0.6275
1340,1340,203.23725093628883,0.628
1338,1338,203.5455635091477,0.6285
1337,1337,204.19017389063714,0.629
1335,1335,204.34547027547876,0.6295
1336,1336,204.4328853234506,0.63
1334,1334,204.62399278579397,0.6305
1331,1331,204.77715146301773,0.631
1333,1333,204.79914724209198,0.6315
1332,1332,204.82177350056344,0.632
1329,1329,204.94216243027404,0.6325
1330,1330,204.98494151633662,0.633
1328,1328,205.33247170005978,0.6335
1327,1327,205.33660677647947,0.634
1326,1326,205.6896224257751,0.6345
1324,1324,205.7701816811403,0.635
1325,1325,205.80912610981318,0.6355
1323,1323,205.9029192890871,0.636
1322,1322,206.0859370592109,0.6365
1317,1317,206.173769475754,0.637
1321,1321,206.1998426619234,0.6375
1319,1319,206.21298576282072,0.638
1318,1318,206.2291217954462,0.6385
1320,1320,206.31689692431542,0.639
1316,1316,206.82651727716,0.6395
1315,1315,207.05380535281773,0.64
1313,1313,207.12086836965062,0.6405
1314,1314,207.20445364541814,0.641
1312,1312,208.14490630507845,0.6415
1311,1311,208.27388490142926,0.642
1310,1310,208.3288071780609,0.6425
1309,1309,208.44064068236338,0.643
1308,1308,208.9527447476288,0.6435
1307,1307,208.9819312212402,0.644
1306,1306,209.04250959218768,0.6445
1305,1305,209.07425112480888,0.645
1304,1304,209.48689619137826,0.6455
1303,1303,209.74804778013305,0.646
1300,1300,209.86412652687125,0.6465
1301,1301,209.8839012533989,0.647
1302,1302,209.9192021300501,0.6475
1299,1299,210.57468443571082,0.648
1297,1297,210.7100213941825,0.6485
1298,1298,210.74041570007785,0.649
1296,1296,211.08739952464538,0.6495
1295,1295,211.16357116348308,0.65
1290,1290,211.2955518795962,0.6505
1291,1291,211.3154578420835,0.651
1292,1292,211.33286829107965,0.6515
1294,1294,211.35489485653926,0.652
1293,1293,211.4438008904536,0.6525
1289,1289,211.61109142451966,0.653
1287,1287,212.00211899828076,0.6535
1288,1288,212.03070533070166,0.654
1285,1285,212.04809503526945,0.6545
1286,1286,212.0677650384714,0.655
1284,1284,213.04367005121156,0.6555
1283,1283,213.2838321806065,0.656
1280,1280,213.37522312822006,0.6565
1281,1281,213.4902762089153,0.657
1282,1282,213.51176725365303,0.6575
1279,1279,213.58452685586036,0.658
1278,1278,213.82814496398362,0.6585
1277,1277,213.8974893398276,0.659
1270,1270,214.2434242638871,0.6595
1271,1271,214.30172925798888,0.66
1272,1272,214.36352134990256,0.6605
1276,1276,214.3666486185615,0.661
1275,1275,214.37940198376157,0.6615
1273,1273,214.38651918812047,0.662
1274,1274,214.40123799822067,0.6625
1267,1267,214.67095627658097,0.663
1269,1269,214.6727906746181,0.6635
1268,1268,214.76649294991137,0.664
1266,1266,214.89742748965864,0.6645
1265,1265,215.00366139769693,0.665
1264,1264,215.15924104926643,0.6655
1260,1260,215.4303604356361,0.666
1261,1261,215.4757106089881,0.6665
1262,1262,215.47582268718514,0.667
1263,1263,215.47823656718094,0.6675
1259,1259,215.57839543761497,0.668
1258,1258,215.84474991522154,0.6685
1257,1257,216.15517183740945,0.669
1253,1253,216.1595808325501,0.6695
1255,1255,216.18179888148796,0.67
1256,1256,216.19281664759404,0.6705
1254,1254,216.1986930648785,0.671
1252,1252,216.34718359456468,0.6715
1251,1251,216.41710423700022,0.672
1250,1250,216.5034080199017,0.6725
1249,1249,216.72154841042226,0.673
1246,1246,217.00601131669498,0.6735
1248,1248,217.09889129466245,0.674
1247,1247,217.10498336778164,0.6745
1245,1245,218.16281053512444,0.675
1243,1243,218.44163787244713,0.6755
1244,1244,218.48225928705494,0.676
1242,1242,219.36713204443924,0.6765
1241,1241,219.37891972758547,0.677
1240,1240,219.61627110064586,0.6775
1236,1236,219.67626459780456,0.678
1237,1237,219.70582416425367,0.6785
1238,1238,219.71509304915128,0.679
1239,1239,219.74251836169708,0.6795
1234,1234,219.83225878206798,0.68
1235,1235,219.8594901962632,0.6805
1233,1233,220.17825382717706,0.681
1232,1232,220.48283121244367,0.6815
1475,1475,224.06964311463844,0.682
1474,1474,224.82821757342862,0.6825
1473,1473,225.03046069450704,0.683
1470,1470,225.2576869560421,0.6835
1471,1471,225.28696589606716,0.684
1472,1472,225.3037469088709,0.6845
1469,1469,225.32412444852025,0.685
1468,1468,225.38156196428366,0.6855
1467,1467,225.75403460833888,0.686
1466,1466,226.06681945628395,0.6865
1465,1465,226.16770627660253,0.687
1464,1464,226.20601883662613,0.6875
1462,1462,226.68932337930437,0.688
1463,1463,226.71390172696522,0.6885
1461,1461,227.19487052484595,0.689
1459,1459,227.2692321148008,0.6895
1460,1460,227.32211661413697,0.69
1458,1458,227.37790267402136,0.6905
1457,1457,227.48790676338263,0.691
1456,1456,228.4738706053708,0.6915
1455,1455,228.6213285492002,0.692
1453,1453,229.18647380192925,0.6925
1454,1454,229.2389483676946,0.693
1452,1452,229.42599658409483,0.6935
1451,1451,229.53018322621432,0.694
1449,1449,229.92735054962918,0.6945
1450,1450,229.9371955768857,0.695
1448,1448,230.33624494829917,0.6955
1447,1447,231.6828983904362,0.696
1444,1444,232.1105210782154,0.6965
1446,1446,232.18571712694273,0.697
1445,1445,232.20364837082974,0.6975
1443,1443,234.01070995516324,0.698
1441,1441,234.03493907936405,0.6985
1442,1442,234.13973707298578,0.699
1440,1440,234.54058781385345,0.6995
1439,1439,234.57709077707108,0.7
1438,1438,234.57980959457467,0.7005
1437,1437,235.12981041185378,0.701
1436,1436,235.26660893729525,0.7015
1435,1435,235.52685779744786,0.702
1434,1434,235.86329680629308,0.7025
1433,1433,235.99286537691665,0.703
1426,1426,236.34407873287955,0.7035
1425,1425,236.34587993729684,0.704
1430,1430,236.34679000298325,0.7045
1427,1427,236.38103615592087,0.705
1429,1429,236.41990429801047,0.7055
1428,1428,236.43132869282044,0.706
1431,1431,236.45025432591126,0.7065
1432,1432,236.47291067790752,0.707
1424,1424,236.57461739529276,0.7075
1423,1423,236.58286773290882,0.708
1422,1422,236.73793428534594,0.7085
1420,1420,236.81865125395728,0.709
1421,1421,236.8342513429726,0.7095
1419,1419,237.34937650214562,0.71
1417,1417,237.3973645861568,0.7105
1418,1418,237.4382641518407,0.711
1416,1416,237.70057840040863,0.7115
1415,1415,237.86173514008783,0.712
1414,1414,238.0534171735444,0.7125
1413,1413,238.37234352129082,0.713
1411,1411,239.27485960358763,0.7135
1412,1412,239.32794284016524,0.714
1409,1409,239.58442100849408,0.7145
1410,1410,239.62592608304698,0.715
1407,1407,239.6311360757354,0.7155
1406,1406,239.65079927805908,0.716
1408,1408,239.67886943559756,0.7165
1405,1405,239.71791412055893,0.717
1402,1402,239.73101617358185,0.7175
1404,1404,239.73364001964217,0.718
1403,1403,239.77780834278275,0.7185
1400,1400,240.0393264389486,0.719
1401,1401,240.05328665401328,0.7195
1399,1399,240.05993509601893,0.72
1398,1398,240.06179833228305,0.7205
1397,1397,240.1402074086149,0.721
1395,1395,240.22688402473392,0.7215
1396,1396,240.24023846153852,0.722
1392,1392,240.4972774439462,0.7225
1393,1393,240.51385351857613,0.723
1394,1394,240.54997929386542,0.7235
1385,1385,240.74312530472594,0.724
1391,1391,240.74358025528386,0.7245
1386,1386,240.77486190787442,0.725
1390,1390,240.78329384116824,0.7255
1387,1387,240.79343966146877,0.726
1389,1389,240.79634026080453,0.7265
1384,1384,240.80599959371102,0.727
1388,1388,240.8843716458485,0.7275
1383,1383,240.935498173773,0.728
1382,1382,241.4624338189517,0.7285
1378,1378,241.67190637621792,0.729
1380,1380,241.68220714010425,0.7295
1379,1379,241.69743819793877,0.73
1381,1381,241.7199391071448,0.7305
1376,1376,241.98059616973939,0.731
1377,1377,242.09106268438154,0.7315
1375,1375,242.45089414430754,0.732
1374,1374,242.50349802852776,0.7325
1373,1373,242.58164085706414,0.733
1372,1372,242.59826924429473,0.7335
1371,1371,243.06442423606632,0.734
1370,1370,243.37833923787218,0.7345
1369,1369,243.54673411551954,0.735
1368,1368,243.73525275605442,0.7355
1363,1363,243.8046692718038,0.736
1365,1365,243.81785098495578,0.7365
1366,1366,243.83350979181944,0.737
1364,1364,243.84338569826514,0.7375
1367,1367,243.8874380476512,0.738
1584,1584,246.19115206166538,0.7385
1585,1585,246.24534335877127,0.739
1582,1582,246.56959739217552,0.7395
1581,1581,246.60080020778958,0.74
1580,1580,246.65713292520093,0.7405
1583,1583,246.65786100927232,0.741
1579,1579,247.09976172916066,0.7415
1577,1577,247.31033763731904,0.742
1578,1578,247.31313782003087,0.7425
1569,1569,247.37415900234294,0.743
1572,1572,247.42074416709022,0.7435
1576,1576,247.44547191136735,0.744
1573,1573,247.4568690719217,0.7445
1575,1575,247.46152782169167,0.745
1571,1571,247.46516735990747,0.7455
1570,1570,247.49335134432988,0.746
1574,1574,247.54583102918684,0.7465
1568,1568,247.94579097950248,0.747
1567,1567,247.95156121736886,0.7475
1566,1566,248.37744915383558,0.748
1563,1563,248.47301935100393,0.7485
1564,1564,248.52545701450975,0.749
1562,1562,248.5771565325157,0.7495
1561,1561,248.58447717300027,0.75
1565,1565,248.61111160176773,0.7505
1559,1559,248.61619269188225,0.751
1560,1560,248.71416926069634,0.7515
1558,1558,249.20109693558578,0.752
1556,1556,249.40949572968077,0.7525
1555,1555,249.483331327242,0.753
1557,1557,249.4942211374689,0.7535
1554,1554,249.66520331314467,0.754
1550,1550,250.03151290500057,0.7545
1553,1553,250.056734910238,0.755
1552,1552,250.07546704128066,0.7555
1551,1551,250.13972902949172,0.756
1549,1549,250.57364054183404,0.7565
1548,1548,250.89815332463945,0.757
1547,1547,252.31149610219086,0.7575
1545,1545,253.27013583498598,0.758
1546,1546,253.36100587245255,0.7585
1542,1542,253.99733500903244,0.759
1543,1543,254.08893571550368,0.7595
1544,1544,254.10325573249986,0.76
1541,1541,254.218455647148,0.7605
1540,1540,254.73402925635105,0.761
1538,1538,254.88295003831746,0.7615
1539,1539,254.98575801170955,0.762
1537,1537,255.35555016576535,0.7625
1536,1536,255.7987330383184,0.763
1535,1535,255.8122218779593,0.7635
1534,1534,256.21142144757465,0.764
1533,1533,256.3739969740949,0.7645
1531,1531,256.4106772360803,0.765
1532,1532,256.44843845743543,0.7655
1530,1530,256.6999645567034,0.766
1529,1529,256.71844691315357,0.7665
1528,1528,256.75513734705856,0.767
1527,1527,256.8435059534682,0.7675
1526,1526,257.3265010418295,0.768
1525,1525,257.4043622714813,0.7685
1524,1524,257.6161970829092,0.769
1523,1523,257.68464136422773,0.7695
1520,1520,258.008023720997,0.77
1521,1521,258.0595372247497,0.7705
1522,1522,258.0905566365212,0.771
1519,1519,258.1795853991621,0.7715
1517,1517,258.2049442498997,0.772
1518,1518,258.2091100392495,0.7725
1515,1515,258.56144620068403,0.773
1514,1514,258.58706106040125,0.7735
1516,1516,258.60562879684295,0.774
1513,1513,258.79964686249997,0.7745
1508,1508,258.9094047030892,0.775
1509,1509,259.0178667005495,0.7755
1510,1510,259.0290647180229,0.776
1512,1512,259.04087465232624,0.7765
1511,1511,259.0422542431373,0.777
1506,1506,259.05692950990726,0.7775
1507,1507,259.08969980029536,0.778
1503,1503,259.1609562153117,0.7785
1505,1505,259.1975449065051,0.779
1504,1504,259.1990750463397,0.7795
1502,1502,259.19969820087266,0.78
1500,1500,259.5928321597142,0.7805
1501,1501,259.6079131017185,0.781
1499,1499,259.73563407803374,0.7815
1498,1498,259.83945005258903,0.782
1497,1497,259.9777772837841,0.7825
1496,1496,260.0882048644925,0.783
1492,1492,260.82343976342315,0.7835
1495,1495,260.8375953953601,0.784
1491,1491,260.83949706538897,0.7845
1493,1493,260.86651466900463,0.785
1494,1494,260.89862585468217,0.7855
1490,1490,261.2591924678011,0.786
1489,1489,261.5068259002126,0.7865
1488,1488,261.9860068924422,0.787
1487,1487,262.9331367569312,0.7875
1486,1486,263.1487904620453,0.788
1485,1485,263.7761414291139,0.7885
1484,1484,263.77625421265003,0.789
1482,1482,264.2936719182913,0.7895
1483,1483,264.3484888082466,0.79
1481,1481,265.45324291454665,0.7905
1480,1480,266.1314850686997,0.791
1479,1479,266.3937929996848,0.7915
1476,1476,266.53801526731735,0.792
1477,1477,266.53915183395213,0.7925
1478,1478,266.6211120104323,0.793
1715,1715,267.9478588073874,0.7935
1714,1714,268.32290407601073,0.794
1713,1713,268.61839333178415,0.7945
1712,1712,268.83380837547475,0.795
1706,1706,268.91673492095975,0.7955
1704,1704,268.9572747782567,0.796
1708,1708,269.0035118193326,0.7965
1707,1707,269.00980404075955,0.797
1709,1709,269.035713348772,0.7975
1705,1705,269.03651724737813,0.798
1710,1710,269.06885226349016,0.7985
1711,1711,269.1787450155155,0.799
1703,1703,269.34854466467186,0.7995
1699,1699,269.43827891378504,0.8
1700,1700,269.4876685650256,0.8005
1702,1702,269.5077354097073,0.801
1692,1692,269.50956111936534,0.8015
1691,1691,269.5287306420808,0.802
1693,1693,269.5321190315142,0.8025
1701,1701,269.5485455546828,0.803
1694,1694,269.6238056525948,0.8035
1695,1695,269.6520246493521,0.804
1690,1690,269.6794820068032,0.8045
