,cdf,batch_kv_tokens_percent
0,0.0,0.4210512206982999
1,0.01,8.158009453263125
2,0.02,17.270510465714064
3,0.03,30.600019320094326
4,0.04,44.745942355985854
5,0.05,51.676380228367584
6,0.06,55.42334186573994
7,0.07,58.61559907630741
8,0.08,61.374894816794864
9,0.09,63.87965264197386
10,0.1,66.22121617776664
11,0.11,68.51145167279597
12,0.12,70.59793670994965
13,0.13,72.74796469801115
14,0.14,74.81369364413838
15,0.15,77.09211058833333
16,0.16,78.80693145854929
17,0.17,80.88278148043352
18,0.18,82.84745061725091
19,0.19,84.69029207376887
20,0.2,86.22852036652087
21,0.21,87.44421002830843
22,0.22,89.03245768467185
23,0.23,90.287678554875
24,0.24,91.56059611091575
25,0.25,93.22360961565575
26,0.26,95.48804149203602
27,0.27,97.02813859078891
28,0.28,97.41702853615287
29,0.29,97.61205762231134
30,0.3,97.80747715709069
31,0.31,97.80747715709069
32,0.32,98.00328792216996
33,0.33,98.00328792216996
34,0.34,98.00328792216996
35,0.35000000000000003,98.00328792216996
36,0.36,98.00328792216996
37,0.37,98.19949070079294
38,0.38,98.19949070079294
39,0.39,98.19949070079294
40,0.4,98.19949070079294
41,0.41000000000000003,98.19949070079294
42,0.42,98.19949070079294
43,0.43,98.19949070079294
44,0.44,98.3960862777715
45,0.45,98.3960862777715
46,0.46,98.3960862777715
47,0.47000000000000003,98.3960862777715
48,0.48,98.3960862777715
49,0.49,98.3960862777715
50,0.5,98.3960862777715
51,0.51,98.3960862777715
52,0.52,98.59307543948877
53,0.53,98.59307543948877
54,0.54,98.59307543948877
55,0.55,98.59307543948877
56,0.56,98.59307543948877
57,0.5700000000000001,98.59307543948877
58,0.58,98.59307543948877
59,0.59,98.59307543948877
60,0.6,98.59307543948877
61,0.61,98.59307543948877
62,0.62,98.79045897390218
63,0.63,98.79045897390218
64,0.64,98.79045897390218
65,0.65,98.79045897390218
66,0.66,98.79045897390218
67,0.67,98.79045897390218
68,0.68,98.79045897390218
69,0.6900000000000001,98.79045897390218
70,0.7000000000000001,98.79045897390218
71,0.71,98.79045897390218
72,0.72,98.79045897390218
73,0.73,98.79045897390218
74,0.74,98.79045897390218
75,0.75,98.79045897390218
76,0.76,98.98823767054662
77,0.77,98.98823767054662
78,0.78,98.98823767054662
79,0.79,98.98823767054662
80,0.8,98.98823767054662
81,0.81,98.98823767054662
82,0.8200000000000001,98.98823767054662
83,0.8300000000000001,98.98823767054662
84,0.84,98.98823767054662
85,0.85,98.98823767054662
86,0.86,98.98823767054662
87,0.87,98.98823767054662
88,0.88,99.18641232053767
89,0.89,99.18641232053767
90,0.9,99.18641232053767
91,0.91,99.18641232053767
92,0.92,99.18641232053767
93,0.93,99.18641232053767
94,0.9400000000000001,99.18641232053767
95,0.9500000000000001,99.18641232053767
96,0.96,99.18641232053767
97,0.97,99.38498371657478
98,0.98,99.38498371657478
99,0.99,99.38498371657478
100,1.0,99.5839526529443
