,cdf,batch_memory_usage_percent
0,0.0,0.0
1,0.01,8.239998838809319
2,0.02,17.374445055117736
3,0.03,30.784171401186107
4,0.04,45.10534571123943
5,0.05,51.779836445041
6,0.06,55.64547928590583
7,0.07,58.96834998281604
8,0.08,61.74425127010534
9,0.09,64.26408282322265
10,0.1,66.61973797750802
11,0.11,68.92375619692676
12,0.12,71.02279778045839
13,0.13,73.1857647187952
14,0.14,75.11354782722691
15,0.15,77.5560538444501
16,0.16,79.28119457193951
17,0.17,81.36953713827504
18,0.18,83.34602972874508
19,0.19,85.1999614752981
20,0.2,86.57412531227352
21,0.21,87.97045261291906
22,0.22,89.38930084488781
23,0.23,90.83103324131827
24,0.24,92.11161126366626
25,0.25,93.78463284698218
26,0.26,96.06269216059265
27,0.27,97.41702853615287
28,0.28,97.61205762231134
29,0.29,98.00328792216996
30,0.3,98.00328792216996
31,0.31,98.19949070079294
32,0.32,98.3960862777715
33,0.33,98.3960862777715
34,0.34,98.3960862777715
35,0.35000000000000003,98.59307543948877
36,0.36,98.59307543948877
37,0.37,98.59307543948877
38,0.38,98.59307543948877
39,0.39,98.59307543948877
40,0.4,98.59307543948877
41,0.41000000000000003,98.79045897390218
42,0.42,98.79045897390218
43,0.43,98.79045897390218
44,0.44,98.79045897390218
45,0.45,98.79045897390218
46,0.46,98.79045897390218
47,0.47000000000000003,98.79045897390218
48,0.48,98.98823767054662
49,0.49,98.98823767054662
50,0.5,98.98823767054662
51,0.51,98.98823767054662
52,0.52,98.98823767054662
53,0.53,98.98823767054662
54,0.54,98.98823767054662
55,0.55,98.98823767054662
56,0.56,98.98823767054662
57,0.5700000000000001,99.18641232053767
58,0.58,99.18641232053767
59,0.59,99.18641232053767
60,0.6,99.18641232053767
61,0.61,99.18641232053767
62,0.62,99.18641232053767
63,0.63,99.18641232053767
64,0.64,99.38498371657478
65,0.65,99.38498371657478
66,0.66,99.38498371657478
67,0.67,99.38498371657478
68,0.68,99.38498371657478
69,0.6900000000000001,99.38498371657478
70,0.7000000000000001,99.38498371657478
71,0.71,99.38498371657478
72,0.72,99.38498371657478
73,0.73,99.5839526529443
74,0.74,99.5839526529443
75,0.75,99.5839526529443
76,0.76,99.5839526529443
77,0.77,99.5839526529443
78,0.78,99.5839526529443
79,0.79,99.5839526529443
80,0.8,99.5839526529443
81,0.81,99.5839526529443
82,0.8200000000000001,99.5839526529443
83,0.8300000000000001,99.5839526529443
84,0.84,99.78331992552278
85,0.85,99.78331992552278
86,0.86,99.78331992552278
87,0.87,99.78331992552278
88,0.88,99.78331992552278
89,0.89,99.78331992552278
90,0.9,99.78331992552278
91,0.91,99.78331992552278
92,0.92,99.78331992552278
93,0.93,99.78331992552278
94,0.9400000000000001,99.78331992552278
95,0.9500000000000001,99.78331992552278
96,0.96,99.9830863317801
97,0.97,99.9830863317801
98,0.98,99.9830863317801
99,0.99,99.9830863317801
100,1.0,99.9830863317801
