,Request Id,prefill_time_execution_plus_preemption,cdf
1381,1381,0.10594902823197572,0.0505
1733,1733,0.10595274023205548,0.051
1041,1041,0.10601868156533101,0.0515
429,429,0.10605935356537088,0.052
427,427,0.10606580689869816,0.0525
1042,1042,0.10611084156533934,0.053
1734,1734,0.1061825002320802,0.0535
1732,1732,0.10625971623198893,0.054
64,64,0.10634483623203472,0.0545
438,438,0.10637398823203625,0.055
1379,1379,0.10644378023198442,0.0555
690,690,0.10645718823207062,0.056
687,687,0.10646295889870316,0.0565
684,684,0.10652095356533664,0.057
1043,1043,0.1065456362319992,0.0575
1382,1382,0.1065648362319962,0.058
1040,1040,0.1066895188986905,0.0585
1735,1735,0.10678410023206197,0.059
92,92,0.10685496362796343,0.0595
553,553,0.10686410023203052,0.06
552,552,0.10687344423203626,0.0605
99,99,0.10688430441442875,0.061
1728,1728,0.10689507623203554,0.0615
551,551,0.10700557223202622,0.062
1729,1729,0.10708656423207685,0.0625
435,435,0.10710935889869688,0.063
1727,1727,0.10715082023193645,0.0635
433,433,0.10731990823202864,0.064
554,554,0.10732822823203492,0.0645
420,420,0.10734486823201905,0.065
424,424,0.10734742823203192,0.0655
694,694,0.10738533756540392,0.066
796,796,0.10744675623203648,0.0665
1374,1374,0.1074536682319831,0.067
1385,1385,0.10749375356533619,0.0675
1375,1375,0.10750077223201515,0.068
545,545,0.107518724232051,0.0685
693,693,0.10753944956542227,0.069
1046,1046,0.10753944956542227,0.0695
1386,1386,0.1075431615653315,0.07
95,95,0.10763860695932337,0.0705
797,797,0.10766486823206378,0.071
1739,1739,0.10767139623203548,0.0715
1376,1376,0.10771888423198561,0.072
1047,1047,0.1078245055654179,0.0725
1635,1635,0.10782821756527028,0.073
423,423,0.10791462823200959,0.0735
442,442,0.10792714023205008,0.074
419,419,0.10795530023202105,0.0745
1726,1726,0.10799511889865698,0.075
1373,1373,0.10800870823197783,0.0755
1738,1738,0.10808589223211129,0.076
1636,1636,0.10816997756535329,0.0765
679,679,0.10818508156535245,0.077
1384,1384,0.10819633489870739,0.0775
541,541,0.1082002922320271,0.078
692,692,0.10825739089870012,0.0785
1045,1045,0.10825739089870012,0.079
441,441,0.10828109223203342,0.0795
1740,1740,0.1082961642320015,0.08
1387,1387,0.10832278823204433,0.0805
1634,1634,0.10835388156533554,0.081
443,443,0.10835670823203714,0.0815
680,680,0.10844362023203757,0.082
542,542,0.10844656423202537,0.0825
68,68,0.10845965223203358,0.083
683,683,0.10847807356532257,0.0835
559,559,0.1085031402320169,0.084
1730,1730,0.10865652689869876,0.0845
1737,1737,0.10866023889877852,0.085
418,418,0.10869424423202645,0.0855
1976,1976,0.1087070442320055,0.086
550,550,0.10872083623200979,0.0865
1037,1037,0.10873317756534107,0.087
1050,1050,0.10880255356534008,0.0875
795,795,0.10885117223199359,0.088
695,695,0.10887344423201739,0.0885
1051,1051,0.10888076156533089,0.089
801,801,0.10889891623202175,0.0895
560,560,0.10893782823202969,0.09
1977,1977,0.10897738023209058,0.0905
1036,1036,0.10902616956531119,0.091
563,563,0.10904163623203544,0.0915
1033,1033,0.1090795242320155,0.092
1038,1038,0.1090795242320155,0.0925
698,698,0.10912202023200734,0.093
1639,1639,0.1091737535654147,0.0935
1390,1390,0.10919653756536718,0.094
802,802,0.10922326823202866,0.0945
1640,1640,0.10922725756540785,0.095
540,540,0.10923990823204122,0.0955
558,558,0.1092518122320314,0.096
1975,1975,0.10926541223204822,0.0965
564,564,0.10928381223203587,0.097
1990,1990,0.1093755242319503,0.0975
1391,1391,0.10937688956528291,0.098
800,800,0.10938176423201185,0.0985
678,678,0.10942668156536683,0.099
417,417,0.10945114023203928,0.0995
562,562,0.10946394023201833,0.1
682,682,0.10948158289869525,0.1005
1632,1632,0.1094855402320718,0.101
1052,1052,0.10948579623203614,0.1015
697,697,0.10950771623203082,0.102
791,791,0.10954136956536331,0.1025
775,775,0.10954308202116181,0.103
790,790,0.10955058556533004,0.1035
699,699,0.10957360423202545,0.104
