,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
1708,1708,0.00021589555918991369,0.3585
526,526,0.00021589555918996508,0.359
1982,1982,0.000215908445765578,0.3595
794,794,0.00021599871659894188,0.36
1723,1723,0.00021600644576569294,0.3605
675,675,0.00021602994576563894,0.361
1575,1575,0.0002160513071613065,0.3615
702,702,0.00021606832076570548,0.362
806,806,0.00021609573743230914,0.3625
1721,1721,0.00021612300826578945,0.363
1967,1967,0.00021614944576575645,0.3635
1971,1971,0.0002161566957656902,0.364
1980,1980,0.000216168008265738,0.3645
1288,1288,0.0002162215707657289,0.365
1370,1370,0.00021622944576571435,0.3655
1055,1055,0.00021624994576563417,0.366
1405,1405,0.00021627098743248752,0.3665
1875,1875,0.00021627098743248752,0.367
565,565,0.0002163506957656991,0.3675
1355,1355,0.0002164133361743478,0.368
412,412,0.00021653840290858373,0.3685
568,568,0.0002165669457657171,0.369
1395,1395,0.00021659523743244868,0.3695
105,105,0.0002166578167320521,0.37
107,107,0.00021666531673205508,0.3705
1049,1049,0.0002166895707657046,0.371
1396,1396,0.00021669073743235678,0.3715
1631,1631,0.00021669073743235678,0.372
1994,1994,0.00021669348743236228,0.3725
106,106,0.0002166983167320516,0.373
539,539,0.0002167425082656993,0.3735
703,703,0.0002167973207657381,0.374
1644,1644,0.0002168256957657544,0.3745
1626,1626,0.00021687319576568775,0.375
544,544,0.00021690663326573434,0.3755
1027,1027,0.00021690848743238789,0.376
701,701,0.00021692400826567315,0.3765
1054,1054,0.00021692400826567315,0.377
1630,1630,0.00021697423743227695,0.3775
1627,1627,0.00021702644576571117,0.378
1056,1056,0.00021703094576563942,0.3785
411,411,0.00021703790290855673,0.379
1368,1368,0.00021711075826580384,0.3795
1149,1149,0.0002171281957656923,0.38
1995,1995,0.00021713248743226998,0.3805
1148,1148,0.00021713544576562605,0.381
1645,1645,0.00021714519576576663,0.3815
452,452,0.00021716194576565373,0.382
1222,1222,0.00021718049517772996,0.3825
799,799,0.00021721213326564293,0.383
1576,1576,0.0002172201958673932,0.3835
567,567,0.00021723350826569066,0.384
639,639,0.00021723508432177778,0.3845
1748,1748,0.00021726298743218742,0.385
878,878,0.00021727273496739227,0.3855
556,556,0.00021730238326572726,0.386
569,569,0.00021731519576573266,0.3865
1749,1749,0.0002173292374323399,0.387
1638,1638,0.00021734732076583718,0.3875
536,536,0.000217356445765704,0.388
807,807,0.0002173671957657053,0.3885
1291,1291,0.0002173762374322319,0.389
1408,1408,0.0002173762374322319,0.3895
1878,1878,0.0002173762374322319,0.39
406,406,0.00021742297657271684,0.3905
1031,1031,0.00021748073743232954,0.391
844,844,0.00021751183980797654,0.3915
413,413,0.0002175657213609461,0.392
677,677,0.0002176094665991002,0.3925
1974,1974,0.00021761963326571987,0.393
1970,1970,0.00021763500826565974,0.3935
566,566,0.00021766150826568742,0.394
1993,1993,0.00021770842493240572,0.3945
1643,1643,0.0002177282582656037,0.395
1158,1158,0.00021780044576569235,0.3955
1152,1152,0.0002178232582656925,0.396
706,706,0.00021784532076563057,0.3965
1059,1059,0.00021784532076563057,0.397
769,769,0.0002178654091825224,0.3975
1985,1985,0.00021790148743239257,0.398
1292,1292,0.00021791823743222416,0.3985
453,453,0.0002180056957656884,0.399
451,451,0.00021804525826568666,0.3995
1409,1409,0.00021804798743230158,0.4
1879,1879,0.00021804798743230158,0.4005
1724,1724,0.00021810594576554543,0.401
1028,1028,0.0002181079457657109,0.4015
1986,1986,0.00021811923743242367,0.402
1940,1940,0.0002181829821099463,0.4025
535,535,0.00021819809993239847,0.403
998,998,0.00021823994904966097,0.4035
1394,1394,0.00021824896659916604,0.404
1998,1998,0.00021828382076560793,0.4045
728,728,0.00021831712644075475,0.405
1625,1625,0.0002183515082656573,0.4055
410,410,0.0002183979654085122,0.406
1989,1989,0.00021845275826559707,0.4065
1648,1648,0.00021846544576553661,0.407
707,707,0.00021848907076560398,0.4075
1060,1060,0.00021848907076560398,0.408
1147,1147,0.00021849550826569253,0.4085
1742,1742,0.0002185426332657059,0.409
1371,1371,0.00021855194576558823,0.4095
1290,1290,0.0002185699249321882,0.41
1472,1472,0.000218583317856937,0.4105
1647,1647,0.00021859919576572295,0.411
1750,1750,0.00021862419576579306,0.4115
1747,1747,0.0002186279665989943,0.412
1157,1157,0.0002186402582657898,0.4125
1159,1159,0.00021879569576566116,0.413
1295,1295,0.0002188250707657602,0.4135
1512,1512,0.0002188754874323795,0.414
1030,1030,0.0002189177165989875,0.4145
1407,1407,0.00021893921659899007,0.415
1877,1877,0.00021893921659899007,0.4155
705,705,0.00021896692493239556,0.416
1058,1058,0.00021898675826570457,0.4165
1673,1673,0.00021902850103546265,0.417
1649,1649,0.00021904044576559478,0.4175
1145,1145,0.00021910944576575275,0.418
1511,1511,0.00021913173743226544,0.4185
1404,1404,0.0002191654874323934,0.419
1984,1984,0.00021922296659915297,0.4195
110,110,0.00021925074540719153,0.42
1412,1412,0.00021934082076580097,0.4205
1882,1882,0.00021934082076580097,0.421
810,810,0.000219374987432297,0.4215
1987,1987,0.0002193804457657489,0.422
572,572,0.00021944773743237667,0.4225
1997,1997,0.00021948542493221979,0.423
1783,1783,0.00021954597509974024,0.4235
1296,1296,0.000219546070765686,0.424
1397,1397,0.0002195609457655845,0.4245
573,573,0.00021961798743236338,0.425
1150,1150,0.00021963244576572727,0.4255
1966,1966,0.00021965769576559602,0.426
1710,1710,0.00021966912542648696,0.4265
528,528,0.0002196691254265392,0.427
1717,1717,0.0002197326957655843,0.4275
1716,1716,0.00021973994576551803,0.428
1192,1192,0.0002197690364878594,0.4285
1124,1124,0.00021987312957939947,0.429
804,804,0.00021991307076574262,0.4295
1294,1294,0.00021992392493230817,0.43
1979,1979,0.0002199473832658061,0.4305
501,501,0.00021998446472630288,0.431
111,111,0.00022000499540719698,0.4315
1866,1866,0.00022004448743229155,0.432
1400,1400,0.00022008919576577135,0.4325
1062,1062,0.0002200946957656713,0.433
811,811,0.00022011023743229163,0.4335
456,456,0.0002201174874323364,0.434
1873,1873,0.000220166174932368,0.4345
1286,1286,0.00022025017493243482,0.435
785,785,0.00022028394576567578,0.4355
1720,1720,0.00022033363326579014,0.436
1026,1026,0.0002203469874323405,0.4365
1413,1413,0.0002203948207657458,0.437
1883,1883,0.0002203948207657458,0.4375
1357,1357,0.00022041358268403997,0.438
710,710,0.00022042319576565106,0.4385
1063,1063,0.00022042319576565106,0.439
1718,1718,0.00022042344576567174,0.4395
1411,1411,0.00022046517493246043,0.44
1881,1881,0.00022046517493246043,0.4405
534,534,0.00022049115945621534,0.441
927,927,0.000220515695765644,0.4415
1870,1870,0.00022051569576575503,0.442
1144,1144,0.00022051744576567778,0.4425
1651,1651,0.00022052423743224026,0.443
809,809,0.00022057871659897366,0.4435
1364,1364,0.00022060519576583282,0.444
786,786,0.00022060669576562386,0.4445
1363,1363,0.00022061244576576655,0.445
1865,1865,0.00022061673743234422,0.4455
414,414,0.00022064187314663197,0.446
571,571,0.00022065146659905333,0.4465
672,672,0.0002206702165991059,0.447
1753,1753,0.0002207688207658265,0.4475
1084,1084,0.00022081183560648457,0.448
1399,1399,0.00022082500826581253,0.4485
1652,1652,0.00022094148743234676,0.449
538,538,0.00022095313326569999,0.4495
457,457,0.00022097148743233097,0.45
1162,1162,0.00022097873743243124,0.4505
1867,1867,0.00022098419576566108,0.451
709,709,0.0002210007582656992,0.4515
1622,1622,0.0002210119874324068,0.452
1578,1578,0.0002210233811956722,0.4525
1367,1367,0.00022106052909909302,0.453
928,928,0.00022110369576566757,0.4535
1401,1401,0.0002211036957657786,0.454
1871,1871,0.0002211556957656402,0.4545
455,455,0.000221334966598985,0.455
112,112,0.00022142049540719438,0.4555
880,880,0.0002214340226519998,0.456
711,711,0.00022144644576560513,0.4565
1621,1621,0.00022151148743243532,0.457
1752,1752,0.0002215675082657409,0.4575
450,450,0.000221604633265704,0.458
641,641,0.00022162385068098245,0.4585
784,784,0.00022164400826574226,0.459
533,533,0.00022169537731331346,0.4595
771,771,0.0002217068724157064,0.46
238,238,0.00022173492345027088,0.4605
119,119,0.00022175699540719768,0.461
120,120,0.00022175699540719768,0.4615
122,122,0.00022175699540719768,0.462
1629,1629,0.00022181657076569827,0.4625
1815,1815,0.00022181780112468655,0.463
1969,1969,0.00022184563326566042,0.4635
1513,1513,0.0002218496957657745,0.464
272,272,0.00022187564961660916,0.4645
1754,1754,0.00022190207076566715,0.465
1163,1163,0.00022195148743242576,0.4655
931,931,0.0002219587374323595,0.466
1298,1298,0.00022198494576564087,0.4665
926,926,0.00022199400826561355,0.467
1869,1869,0.00022199400826572457,0.4675
113,113,0.00022200699540719793,0.468
121,121,0.00022200699540719793,0.4685
669,669,0.00022201419576572956,0.469
668,668,0.00022202144576577432,0.4695
1161,1161,0.0002220774665990799,0.47
1942,1942,0.00022208006759692818,0.4705
1279,1279,0.00022217248743250373,0.471
1299,1299,0.00022221144576572982,0.4715
1000,1000,0.0002222535601343856,0.472
1156,1156,0.0002224163832657,0.4725
81,81,0.00022241700826569621,0.473
815,815,0.00022243173743241584,0.4735
1960,1960,0.0002224714874323741,0.474
1961,1961,0.00022252698743230326,0.4745
577,577,0.00022255969576567836,0.475
1516,1516,0.0002225596957659004,0.4755
932,932,0.00022258073743230966,0.476
1365,1365,0.00022258644576589326,0.4765
1434,1434,0.00022259425105221678,0.477
1904,1904,0.00022259425105221678,0.4775
1283,1283,0.00022264369576574516,0.478
1223,1223,0.00022266041544188964,0.4785
814,814,0.00022266073743237857,0.479
1278,1278,0.0002226607374324896,0.4795
1280,1280,0.00022267744576587312,0.48
574,574,0.00022271094576570283,0.4805
881,881,0.00022272376908970002,0.481
714,714,0.00022283648743237627,0.4815
1284,1284,0.00022284894576585224,0.482
924,924,0.00022285294576562809,0.4825
129,129,0.0002229164805442746,0.483
123,123,0.00022291648054428154,0.4835
787,787,0.00022291794576567714,0.484
578,578,0.0002229366957656742,0.4845
1517,1517,0.00022293669576578523,0.485
930,930,0.00022293871659906372,0.4855
460,460,0.0002230039874323575,0.486
1416,1416,0.00022302269576557343,0.4865
1886,1886,0.00022302269576557343,0.487
576,576,0.00022304794576566422,0.4875
1816,1816,0.00022305944844447367,0.488
124,124,0.00022308748054428174,0.4885
126,126,0.00022308748054428174,0.489
1620,1620,0.00022310246659906774,0.4895
461,461,0.00022310923743235067,0.49
713,713,0.00022312373743238467,0.4905
1022,1022,0.0002231639874323843,0.491
1962,1962,0.00022320344576565176,0.4915
1623,1623,0.0002232436957656514,0.492
667,667,0.00022338150826572978,0.4925
532,532,0.00022340489814665077,0.493
1515,1515,0.000223408758265764,0.4935
399,399,0.00022343023900356926,0.494
1757,1757,0.00022344823743236653,0.4945
1510,1510,0.00022346921659899266,0.495
1126,1126,0.0002235858090657308,0.4955
1138,1138,0.00022359544576566748,0.496
407,407,0.00022361794576569727,0.4965
1166,1166,0.00022368148743234784,0.497
1415,1415,0.00022368975826569937,0.4975
1885,1885,0.00022368975826569937,0.498
1167,1167,0.00022369823743240147,0.4985
1021,1021,0.00022373623743232596,0.499
1712,1712,0.00022378277946069082,0.4995
1507,1507,0.00022378569576564367,0.5
1504,1504,0.00022381944576577162,0.5005
125,125,0.00022389398054428744,0.501
1139,1139,0.00022390669576566324,0.5015
1143,1143,0.00022391394576559698,0.502
1508,1508,0.00022393894576566709,0.5025
813,813,0.00022399146659901614,0.503
670,670,0.00022399544576567898,0.5035
1282,1282,0.0002240380082656479,0.504
1302,1302,0.0002240909874322572,0.5045
83,83,0.0002241545082656976,0.505
947,947,0.0002241921957657489,0.5055
1317,1317,0.00022423042793505486,0.506
530,530,0.00022434216178615957,0.5065
1403,1403,0.00022438746659902975,0.507
1359,1359,0.00022441775231583133,0.5075
936,936,0.00022445773743240416,0.508
409,409,0.00022453986183712527,0.5085
1758,1758,0.00022455598743231775,0.509
1023,1023,0.00022460744576568992,0.5095
935,935,0.00022463598743238666,0.51
1965,1965,0.00022463700826569344,0.5105
923,923,0.00022465148743233687,0.511
1580,1580,0.00022469885756243844,0.5115
1756,1756,0.00022473071659900867,0.512
610,610,0.00022477787301446492,0.5125
1654,1654,0.00022485046659892483,0.513
132,132,0.00022489948054428555,0.5135
1889,1889,0.00022492998743239845,0.514
1142,1142,0.00022495550826562294,0.5145
1165,1165,0.00022496396659898998,0.515
919,919,0.00022514373743232063,0.5155
1862,1862,0.00022514373743232063,0.516
918,918,0.0002251509874323654,0.5165
1861,1861,0.0002251509874324764,0.517
922,922,0.00022522373743238955,0.5175
1618,1618,0.0002252291957656194,0.518
819,819,0.0002252559874323934,0.5185
1506,1506,0.00022526400826561321,0.519
1858,1858,0.00022527594576571275,0.5195
581,581,0.00022529444576568913,0.52
1520,1520,0.00022529444576568913,0.5205
400,400,0.00022530991560432183,0.521
816,816,0.00022534094576565078,0.5215
818,818,0.00022539548743238935,0.522
773,773,0.00022547170609823726,0.5225
1301,1301,0.00022553196659891306,0.523
781,781,0.00022557744576567895,0.5235
780,780,0.0002255846957657237,0.524
731,731,0.00022562145505815927,0.5245
934,934,0.00022564146659909134,0.525
465,465,0.00022568698743236082,0.5255
1890,1890,0.00022568973743242182,0.526
883,883,0.0002256940649564805,0.5265
1020,1020,0.00022569621659895844,0.527
1025,1025,0.00022569621659895844,0.5275
464,464,0.00022582823743233504,0.528
1225,1225,0.00022584570951277204,0.5285
1140,1140,0.00022588794576572369,0.529
1521,1521,0.00022593244576563087,0.5295
582,582,0.00022593244576568638,0.53
1519,1519,0.000226013258265656,0.5305
580,580,0.0002260132582657115,0.531
1761,1761,0.0002260259874324877,0.5315
1888,1888,0.0002260509665990007,0.532
950,950,0.000226125237432373,0.5325
1944,1944,0.0002261313780492935,0.533
1170,1170,0.00022625923743235798,0.5335
462,462,0.0002262954457656896,0.534
1474,1474,0.00022647891298865149,0.5345
1002,1002,0.0002265612856122329,0.535
1818,1818,0.0002266699639269485,0.5355
1171,1171,0.00022669323743229608,0.536
1762,1762,0.0002266932374324071,0.5365
643,643,0.00022673492938441646,0.537
939,939,0.00022677323743225397,0.5375
951,951,0.00022690223743238036,0.538
1275,1275,0.00022700198743241806,0.5385
779,779,0.00022706300826569326,0.539
1860,1860,0.00022711096659921992,0.5395
1503,1503,0.00022715398743233806,0.54
1955,1955,0.00022717223743229376,0.5405
115,115,0.00022719927222529523,0.541
1956,1956,0.00022727423743229558,0.5415
1274,1274,0.00022727873743244587,0.542
1612,1612,0.00022730498743239735,0.5425
823,823,0.00022733773743244257,0.543
1524,1524,0.00022734144576563864,0.5435
585,585,0.00022734144576569415,0.544
664,664,0.00022734269576563104,0.5445
1137,1137,0.00022734775826571685,0.545
663,663,0.0002273499457656758,0.5455
940,940,0.00022736248743226994,0.546
1616,1616,0.0002273777374324215,0.5465
1128,1128,0.00022742602334357732,0.547
822,822,0.00022744248743233886,0.5475
1617,1617,0.00022744948743236293,0.548
1271,1271,0.0002274942374322908,0.5485
832,832,0.0002274964665990309,0.549
949,949,0.0002274964665990309,0.5495
847,847,0.00022750292111568284,0.55
459,459,0.00022750307076568888,0.5505
1760,1760,0.00022755496659909724,0.551
86,86,0.00022758100826569122,0.5515
1714,1714,0.00022761905568001697,0.552
378,378,0.0002276287429988682,0.5525
239,239,0.000227659138962301,0.553
1864,1864,0.00022776257076584372,0.5535
1169,1169,0.00022778821659907855,0.554
255,255,0.00022785433352964278,0.5545
1436,1436,0.00022788543588367707,0.555
1906,1906,0.00022788543588367707,0.5555
1613,1613,0.00022794173743245771,0.556
1549,1549,0.00022809977359532064,0.5565
662,662,0.0002281352582657048,0.557
584,584,0.00022815050826568983,0.5575
1523,1523,0.00022815050826574534,0.558
1525,1525,0.00022820819576563345,0.5585
586,586,0.00022820819576568896,0.559
938,938,0.00022821921659899047,0.5595
1964,1964,0.0002282198832657123,0.56
468,468,0.00022827548743231674,0.5605
1361,1361,0.00022827962568264297,0.561
469,469,0.00022833523743231998,0.5615
140,140,0.00022846808989268524,0.562
946,946,0.00022851419576574994,0.5625
1676,1676,0.0002285150857936865,0.563
783,783,0.00022856413326577396,0.5635
1957,1957,0.00022862494576569858,0.564
1017,1017,0.00022869748743237217,0.5645
1857,1857,0.00022880669576585966,0.565
1611,1611,0.00022891550826553697,0.5655
1133,1133,0.00022895469576578176,0.566
1765,1765,0.00022899032076573178,0.5665
1174,1174,0.00022903973743237938,0.567
1231,1231,0.00022905385338081277,0.5675
1954,1954,0.00022913221659903726,0.568
1273,1273,0.00022923871659918937,0.5685
1016,1016,0.00022926973743231382,0.569
1134,1134,0.00022932194576574805,0.5695
665,665,0.00022932394576569148,0.57
1959,1959,0.00022935032076576434,0.5705
1018,1018,0.00022937394576572068,0.571
91,91,0.00022939900826569187,0.5715
1276,1276,0.00022952919576568753,0.572
273,273,0.00022962462532209914,0.5725
1764,1764,0.0002296329249324991,0.573
90,90,0.00022968850826569215,0.5735
943,943,0.00022983873743231964,0.574
1175,1175,0.00022999198743234306,0.5745
1766,1766,0.00022999457076577912,0.575
1173,1173,0.00023000221659907893,0.5755
589,589,0.00023002848743230997,0.576
1132,1132,0.00023005850826574026,0.5765
921,921,0.00023006607076569985,0.577
588,588,0.00023007198743235646,0.5775
1527,1527,0.00023007198743241197,0.578
1227,1227,0.00023010827450375642,0.5785
270,270,0.0002301496489206953,0.579
402,402,0.00023015179140908938,0.5795
1528,1528,0.00023039398743240902,0.58
1087,1087,0.00023054826522885569,0.5805
942,942,0.000230630424932321,0.581
826,826,0.00023073298743236936,0.5815
1270,1270,0.00023076898743235041,0.582
917,917,0.00023079496659905718,0.5825
944,944,0.00023088623743228176,0.583
1820,1820,0.0002309636955985659,0.5835
1195,1195,0.0002309694987865735,0.584
1136,1136,0.00023120600826564974,0.5845
1015,1015,0.00023122971659905733,0.585
778,778,0.00023127363326569395,0.5855
1135,1135,0.00023142144576571155,0.586
1499,1499,0.00023148573743236867,0.5865
109,109,0.0002314898644871985,0.587
1498,1498,0.0002314929874323024,0.5875
776,776,0.00023152821243233035,0.588
1502,1502,0.00023156573743232656,0.5885
472,472,0.00023159098743236184,0.589
821,821,0.0002316155707656753,0.5895
827,827,0.00023174423743232975,0.59
661,661,0.000231771133265668,0.5905
825,825,0.00023179871659906315,0.591
153,153,0.00023181728844929333,0.5915
1768,1768,0.00023182423743239866,0.592
734,734,0.00023193801336960203,0.5925
1769,1769,0.00023193973743240726,0.593
1853,1853,0.00023201948743234446,0.5935
1615,1615,0.0002322200707656208,0.594
467,467,0.00023228482076564916,0.5945
403,403,0.00023235788405827405,0.595
1178,1178,0.0002324109457657597,0.5955
473,473,0.00023243198743239102,0.596
914,914,0.00023249069576569692,0.5965
911,911,0.00023252444576571385,0.597
1854,1854,0.00023252444576571385,0.5975
1852,1852,0.00023259173743239714,0.598
1013,1013,0.000232596829099041,0.5985
915,915,0.00023264394576572034,0.599
471,471,0.00023269296659900185,0.5995
234,234,0.00023269813516498694,0.6
1582,1582,0.0002328295509964727,0.6005
592,592,0.00023283107076566,0.601
1951,1951,0.0002328616076703316,0.6015
1531,1531,0.00023288048743252965,0.602
658,658,0.00023295417255142503,0.6025
237,237,0.00023299490003172996,0.603
1497,1497,0.00023308367493246607,0.6035
475,475,0.00023311373743239994,0.604
593,593,0.00023317182076565413,0.6045
1177,1177,0.00023318167493235897,0.605
476,476,0.00023323273743236506,0.6055
148,148,0.000233321950175212,0.606
1950,1950,0.0002333611076703601,0.6065
405,405,0.00023344094373874846,0.607
1678,1678,0.00023344494677235458,0.6075
659,659,0.00023348606600370747,0.608
1501,1501,0.00023352571659907007,0.6085
404,404,0.00023367933253584308,0.609
830,830,0.0002337039457657175,0.6095
128,128,0.00023371001324348079,0.61
1952,1952,0.00023373471183707473,0.6105
913,913,0.00023373875826571133,0.611
850,850,0.00023375002909905204,0.6115
1532,1532,0.0002337769874325435,0.612
591,591,0.00023386942493236473,0.6125
94,94,0.0002338765082656874,0.613
657,657,0.00023389334159906738,0.6135
1856,1856,0.0002339690082657775,0.614
1439,1439,0.00023401993187673517,0.6145
1909,1909,0.00023401993187673517,0.615
1608,1608,0.00023413548743245194,0.6155
1266,1266,0.00023417148743232197,0.616
1320,1320,0.00023418321455358213,0.6165
645,645,0.00023418653427073548,0.617
1530,1530,0.00023423871659922213,0.6175
596,596,0.0002344399874323888,0.618
1772,1772,0.0002344779874323688,0.6185
829,829,0.00023449100826566927,0.619
1229,1229,0.00023458675515472213,0.6195
1786,1786,0.00023463094997563003,0.62
1607,1607,0.00023463498743248046,0.6205
1824,1824,0.00023467875763451534,0.621
595,595,0.00023471123743235012,0.6215
1181,1181,0.00023471123743235012,0.622
131,131,0.00023474976324347474,0.6225
1267,1267,0.00023479748743238105,0.623
504,504,0.00023494495196335087,0.6235
964,964,0.0002350592152697424,0.624
1535,1535,0.00023506198743228346,0.6245
1012,1012,0.00023514325409901282,0.625
1182,1182,0.0002352977374323606,0.6255
1949,1949,0.00023532108683710362,0.626
1822,1822,0.00023533800801520542,0.6265
1773,1773,0.00023534973743233323,0.627
1534,1534,0.00023537773743220747,0.6275
910,910,0.00023539948743234174,0.628
1771,1771,0.00023553171659895789,0.6285
1011,1011,0.00023571550409895448,0.629
1265,1265,0.00023576217493248564,0.6295
1180,1180,0.00023576496659905022,0.63
251,251,0.00023577860612147838,0.6305
1008,1008,0.00023581971243236133,0.631
165,165,0.00023593149970073976,0.6315
147,147,0.00023610956504553532,0.632
1609,1609,0.0002362521957657293,0.6325
1269,1269,0.00023629196659902263,0.633
173,173,0.00023632199540719878,0.6335
187,187,0.00023632199540721266,0.634
654,654,0.00023658450588481816,0.6345
1606,1606,0.00023659496659922397,0.635
1010,1010,0.00023690280588473112,0.6355
1494,1494,0.00023695048743221925,0.636
1090,1090,0.00023696742714412252,0.6365
1131,1131,0.00023709383921810545,0.637
1184,1184,0.00023717069576567607,0.6375
1851,1851,0.00023720382076586333,0.638
226,226,0.00023720934697514238,0.6385
229,229,0.00023720934697514238,0.639
599,599,0.0002372260707657059,0.6395
1584,1584,0.00023727286303839012,0.64
1185,1185,0.0002374076957657456,0.6405
1495,1495,0.00023745544576558864,0.641
1198,1198,0.00023746280821464126,0.6415
138,138,0.00023751175411723668,0.642
1493,1493,0.00023752273743227192,0.6425
1604,1604,0.00023756857076562277,0.643
167,167,0.00023759145940309992,0.6435
231,231,0.00023764459993988772,0.644
647,647,0.00023790382487026145,0.6445
737,737,0.00023802903366273146,0.645
598,598,0.00023805692493239494,0.6455
1538,1538,0.00023809532076568551,0.646
656,656,0.00023810396659906807,0.6465
1007,1007,0.0002382508707656772,0.647
613,613,0.00023855349789294873,0.6475
653,653,0.0002386197374324439,0.648
161,161,0.00023881698054427358,0.6485
652,652,0.0002388572374324438,0.649
1537,1537,0.00023886617493240614,0.6495
1946,1946,0.00023895448743238568,0.65
163,163,0.00023910115229172556,0.6505
649,649,0.00023912469576570228,0.651
139,139,0.00023917753160640487,0.6515
1844,1844,0.00023925069576558045,0.652
906,906,0.00023927173743232277,0.6525
1849,1849,0.0002392717374324338,0.653
905,905,0.00023927898743236753,0.6535
1848,1848,0.00023927898743236753,0.654
909,909,0.00023935173743228066,0.6545
232,232,0.00023945258286321486,0.655
1845,1845,0.00023945594576568752,0.6555
1541,1541,0.00023963357076572933,0.656
1603,1603,0.00023964873743231863,0.6565
1681,1681,0.0002401968277751695,0.657
1602,1602,0.0002402209874323713,0.6575
1258,1258,0.00024023048743226916,0.658
1947,1947,0.00024029419576576672,0.6585
1599,1599,0.00024039144576559757,0.659
1598,1598,0.0002403986957655313,0.6595
198,198,0.00024047462991158016,0.66
1490,1490,0.00024056088237278672,0.6605
1262,1262,0.00024070169576573264,0.661
1847,1847,0.00024076646659887402,0.6615
904,904,0.00024076646659909606,0.662
1323,1323,0.0002407987843597638,0.6625
1257,1257,0.00024080273743232183,0.663
651,651,0.0002408172165990763,0.6635
1259,1259,0.00024096894576564054,0.664
1263,1263,0.00024114044576561966,0.6645
154,154,0.0002412427217007638,0.665
1540,1540,0.00024128271659895617,0.6655
967,967,0.0002412903526183763,0.666
250,250,0.00024140556554619796,0.6665
97,97,0.0002415574457656916,0.667
1492,1492,0.00024189282076569896,0.6675
1006,1006,0.00024193073743228322,0.668
1261,1261,0.00024218000826570218,0.6685
101,101,0.00024287823743236042,0.669
380,380,0.0002429499945472113,0.6695
102,102,0.00024316673743236122,0.67
149,149,0.00024325968330096324,0.6705
256,256,0.00024327397194311276,0.671
1005,1005,0.0002435234665989494,0.6715
615,615,0.00024363869399399269,0.672
1485,1485,0.0002436579856466281,0.6725
1489,1489,0.00024368627731319314,0.673
1093,1093,0.00024370716079904196,0.6735
908,908,0.000243721570765687,0.674
853,853,0.00024379451546060866,0.6745
1486,1486,0.00024386323564651313,0.675
100,100,0.00024387444576569328,0.6755
1912,1912,0.00024391307384256632,0.676
1843,1843,0.0002440819261229077,0.6765
1442,1442,0.0002442449283648011,0.677
1551,1551,0.0002443494040990461,0.6775
1789,1789,0.0002445269492263029,0.678
1601,1601,0.0002450633207655706,0.6785
1484,1484,0.00024513629814659765,0.679
1597,1597,0.00024514313326551296,0.6795
164,164,0.0002453169088592243,0.68
172,172,0.0002454099032408036,0.6805
236,236,0.00024545968921538264,0.681
897,897,0.0002454853231466103,0.6815
1840,1840,0.0002454853231466103,0.682
1488,1488,0.00024564625647993665,0.6825
1325,1325,0.0002458649899881431,0.683
901,901,0.00024595653147996277,0.6835
898,898,0.0002459902814799797,0.684
1841,1841,0.0002459902814799797,0.6845
1839,1839,0.000246057573146663,0.685
902,902,0.0002461097814799862,0.6855
1594,1594,0.000246417487432371,0.686
103,103,0.000246584945765696,0.6865
1593,1593,0.00024691698743239954,0.687
205,205,0.0002472135326696545,0.6875
319,319,0.0002472135326696545,0.688
900,900,0.0002474348439799323,0.6885
1254,1254,0.00024797882850369213,0.689
1201,1201,0.00024808737181434236,0.6895
118,118,0.00024822991938217714,0.69
199,199,0.00024823494516965083,0.6905
1253,1253,0.00024845287076558087,0.691
1250,1250,0.0002484710785037869,0.6915
1595,1595,0.0002486491957656156,0.692
137,137,0.0002486852454787192,0.6925
740,740,0.0002487993652539539,0.693
1592,1592,0.000248876966598921,0.6935
114,114,0.0002492769457656946,0.694
1836,1836,0.0002494778052894997,0.6945
160,160,0.00024955726324348004,0.695
896,896,0.0002495578052894576,0.6955
180,180,0.00024973077222530116,0.696
182,182,0.00024973077222530116,0.6965
352,352,0.0002497409874323564,0.697
355,355,0.0002497409874323564,0.6975
358,358,0.0002497409874323564,0.698
353,353,0.0002498632374323684,0.6985
356,356,0.0002498632374323684,0.699
1915,1915,0.00024992342786045636,0.6995
1445,1445,0.00025027297111620525,0.7
1255,1255,0.00025030874457510066,0.7005
1481,1481,0.00025041073743237163,0.701
1252,1252,0.0002504128499323244,0.7015
1480,1480,0.00025041798743230537,0.702
1477,1477,0.00025059494576562535,0.7025
1838,1838,0.00025089990647986227,0.703
196,196,0.00025099601552694417,0.7035
150,150,0.00025103320737056295,0.704
970,970,0.0002513274920619196,0.7045
117,117,0.0002514679874323564,0.705
213,213,0.00025174195922331166,0.7055
507,507,0.00025205420612401595,0.706
116,116,0.00025216494576568715,0.7065
1249,1249,0.0002522353040990133,0.707
1328,1328,0.00025227362918150455,0.7075
1095,1095,0.0002523586924727264,0.708
1479,1479,0.0002523779665990489,0.7085
175,175,0.0002528502907110037,0.709
1483,1483,0.0002528732782061116,0.7095
1831,1831,0.000252956995765663,0.71
893,893,0.0002529780374324053,0.7105
892,892,0.00025298528743233906,0.711
1835,1835,0.0002529852874324501,0.7115
1589,1589,0.00025306248743239834,0.712
1832,1832,0.00025316224576577007,0.7125
291,291,0.0002532586008358595,0.713
1684,1684,0.0002534634197564968,0.7135
1588,1588,0.000253634737432451,0.714
