,Batch Id,batch_execution_time
0,0,0.03680081811601719
1,1,0.00951230815584412
2,2,0.00951230815584412
3,3,0.009512308155844126
4,4,0.03725112211601718
5,5,0.010331252155844114
6,6,0.009680372155844122
7,7,0.009680372155844136
8,8,0.009680372155844136
9,9,0.009680372155844136
10,10,0.009680372155844136
11,11,0.009680372155844136
12,12,0.009680372155844136
13,13,0.009680372155844136
14,14,0.009680372155844136
15,15,0.009680372155844136
16,16,0.009680372155844136
17,17,0.009680372155844136
18,18,0.009680372155844136
19,19,0.009680372155844108
20,20,0.009680372155844108
21,21,0.009680372155844108
22,22,0.009680372155844108
23,23,0.009680372155844108
24,24,0.009680372155844108
25,25,0.009680372155844108
26,26,0.009680372155844108
27,27,0.009680372155844108
28,28,0.009680372155844108
29,29,0.009680372155844108
30,30,0.009680372155844108
31,31,0.03741918611601719
32,32,0.0386625781160172
33,33,0.038801202116017175
34,34,0.011152208385569962
35,35,0.01040958815584414
36,36,0.010409588155844085
37,37,0.01040958815584414
38,38,0.01040958815584414
39,39,0.01040958815584414
40,40,0.01040958815584414
41,41,0.01040958815584414
42,42,0.03814840211601722
43,43,0.011315664385569968
44,44,0.010556404155844135
45,45,0.038295218116017216
46,46,0.011462480385569962
47,47,0.011118196155844084
48,48,0.011118196155844084
49,49,0.011118196155844084
50,50,0.011118196155844084
51,51,0.011118196155844084
52,52,0.011118196155844084
53,53,0.011118196155844084
54,54,0.011118196155844084
55,55,0.011118196155844084
56,56,0.011118196155844084
57,57,0.011118196155844084
58,58,0.011118196155844084
59,59,0.011118196155844084
60,60,0.038857010116017165
61,61,0.012024272385569912
62,62,0.01141720415584413
63,63,0.01141720415584413
64,64,0.01141720415584413
65,65,0.01141720415584413
66,66,0.01141720415584413
67,67,0.01141720415584413
68,68,0.01141720415584413
69,69,0.01141720415584413
70,70,0.01141720415584413
71,71,0.01141720415584413
72,72,0.01141720415584413
73,73,0.011417204155844018
74,74,0.011417204155844018
75,75,0.011417204155844018
76,76,0.011417204155844018
77,77,0.0391560181160171
78,78,0.04037253011601716
79,79,0.01271184475844156
80,80,0.011594064385569869
81,81,0.011594064385569869
82,82,0.011594064385569869
83,83,0.011594064385569869
84,84,0.011594064385569869
85,85,0.011594064385569869
86,86,0.011594064385569869
87,87,0.011594064385569869
88,88,0.011594064385569869
89,89,0.011594064385569869
90,90,0.011594064385569869
91,91,0.011594064385569869
92,92,0.011594064385569869
93,93,0.011594064385569869
94,94,0.011594064385569869
95,95,0.011594064385569869
96,96,0.011594064385569869
97,97,0.011594064385569869
98,98,0.039245746116017166
99,99,0.040462258116017225
100,100,0.012922660758441618
101,101,0.011849808385570038
102,102,0.011849808385570038
103,103,0.011849808385570038
104,104,0.011849808385570038
105,105,0.011849808385570038
106,106,0.03950149011601711
107,107,0.04071800211601717
108,108,0.013409752584127022
109,109,0.012557904385569918
110,110,0.012557904385569918
111,111,0.012557904385569918
112,112,0.012557904385569918
113,113,0.012557904385569918
114,114,0.012557904385569918
115,115,0.012557904385569918
116,116,0.012557904385569918
117,117,0.012557904385569918
118,118,0.012557904385569918
119,119,0.012557904385569918
120,120,0.012557904385569918
121,121,0.012557904385569918
122,122,0.040209586116017215
123,123,0.01372304475844155
124,124,0.012699984385569962
125,125,0.012699984385569962
126,126,0.012699984385569962
127,127,0.012699984385569962
128,128,0.012699984385569962
129,129,0.0132265763855699
130,130,0.0132265763855699
131,131,0.0132265763855699
132,132,0.0132265763855699
133,133,0.0132265763855699
134,134,0.0132265763855699
135,135,0.0132265763855699
136,136,0.0132265763855699
137,137,0.0132265763855699
138,138,0.0132265763855699
139,139,0.013226576385570121
140,140,0.0132265763855699
141,141,0.0132265763855699
142,142,0.0132265763855699
143,143,0.0132265763855699
144,144,0.0132265763855699
145,145,0.040878258116017196
146,146,0.014391716758441753
147,147,0.013317840385569824
148,148,0.013317840385569824
149,149,0.013317840385569824
150,150,0.013317840385569824
151,151,0.013317840385569824
152,152,0.013317840385569824
153,153,0.013317840385569824
154,154,0.013317840385569824
155,155,0.013317840385569824
156,156,0.013317840385569824
157,157,0.013317840385569824
158,158,0.013317840385569824
159,159,0.013317840385569824
160,160,0.013317840385569824
161,161,0.013317840385569824
162,162,0.013317840385569824
163,163,0.013317840385569824
164,164,0.013317840385569824
165,165,0.013317840385569824
166,166,0.013317840385569824
167,167,0.013317840385569824
168,168,0.013317840385569824
169,169,0.013317840385569824
170,170,0.013317840385569824
171,171,0.013317840385569824
172,172,0.013317840385569824
173,173,0.013317840385569824
174,174,0.013317840385569824
175,175,0.013317840385569824
176,176,0.013317840385569824
177,177,0.013317840385569824
178,178,0.013317840385569824
179,179,0.013317840385569824
180,180,0.013317840385569824
181,181,0.013317840385569824
182,182,0.013317840385569824
183,183,0.013317840385569824
184,184,0.013317840385569824
185,185,0.013317840385569824
186,186,0.013317840385569824
187,187,0.013317840385569824
188,188,0.013317840385569824
189,189,0.013317840385569824
190,190,0.013317840385569824
191,191,0.013317840385569824
192,192,0.013317840385569824
193,193,0.013317840385569824
194,194,0.013317840385569824
