batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779699235.156911,decode,1353,407398,0.9999779090688181,407253,1349,0.0,118642,5,1353,405900,407253,407253,0.9996219996219996,5,118647,0,1353,0,5,0,0,0,0.0
4,1779699235.2853866,decode,1349,407232,0.9995704541159086,407398,1344,0.0,118642,4,1349,406049,407398,407398,0.9999779090688181,9,118651,0,1349,0,4,0,0,0,0.0
5,1779699235.4036603,decode,1344,407360,0.9998846362482726,407232,1340,0.0,118642,5,1344,405888,407232,407232,0.9995704541159086,14,118656,0,0,5,0,0,0,0,0.0
6,1779699235.5633159,decode,1340,308050,0.7561234833962107,407360,1335,0.0,118642,4,1340,406020,407360,407360,0.9998846362482726,18,118660,0,0,4,0,0,0,0,0.0
7,1779699236.211495,decode,1335,306423,0.7521299339481158,407175,1335,0.0,118665,5,1335,405840,407175,407175,0.9994305448850903,0,118665,325,0,5,0,331,0,0,0.0
10,1779699237.0496397,decode,1342,406892,0.9987359078268169,407365,1337,0.0,117998,4,1342,406023,407365,407365,0.9998969089878181,4,118002,331,649,0,4,0,0,0,0.0
11,1779699237.1176896,decode,1337,406583,0.997977452522907,407197,1337,0.0,117999,5,1337,405860,407197,407197,0.9994845449390904,8,118007,1,644,0,5,1,0,0,0.0
14,1779699237.376962,decode,1333,405905,0.9963132690405417,407314,1328,0.0,117998,4,1333,405981,407314,407314,0.9997717270444543,10,118008,2,0,1,3,0,0,0,0.0
15,1779699237.4926486,decode,1328,264148,0.6483639210911938,407127,1328,0.0,118002,5,1328,405799,407127,407127,0.9993127265854539,11,118013,4,0,5,0,4,0,0,0.0
18,1779699238.5324066,decode,1336,357344,0.8771179680270589,407396,1331,0.0,117532,4,1336,406060,407396,407396,0.9999729999729999,4,117536,465,471,0,4,0,0,0,0.0
