batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779410788.6883929,decode,2563,771308,0.9997964910916244,771463,2554,0.0,37429,8,2563,768900,771463,771463,0.9999974075298296,8,37437,0,2563,0,8,0,0,0,0.0
4,1779410788.8290474,decode,2554,771438,0.9999650016526997,771308,2546,0.0,37429,9,2554,768754,771308,771308,0.9997964910916244,17,37446,0,2554,0,9,0,0,0,0.0
5,1779410788.971895,decode,2546,771248,0.9997187169865127,771438,2537,0.0,37429,8,2546,768892,771438,771438,0.9999650016526997,25,37454,0,0,8,0,0,0,0,0.0
6,1779410789.10685,decode,2537,771345,0.9998444517897765,771248,2529,0.0,37429,9,2537,768711,771248,771248,0.9997187169865127,34,37463,0,0,9,0,0,0,0,0.0
7,1779410789.361953,decode,2529,381276,0.4942233283428283,771345,2521,0.0,37429,8,2529,768816,771345,771345,0.9998444517897765,42,37471,0,0,8,0,0,0,0,0.0
8,1779410792.2424383,decode,2521,771358,0.9998613028458841,771426,2521,0.0,37479,8,2521,768905,771426,771426,0.9999494468316774,0,37479,1275,0,8,0,1300,0,0,0.0
10,1779410792.4598796,decode,2537,770704,0.9990135651001666,771195,2529,0.0,36179,9,2537,768658,771195,771195,0.9996500165269974,9,36188,0,1258,0,9,0,0,0,0.0
11,1779410792.5081522,decode,2529,770694,0.9990006027493146,771316,2529,0.0,36181,8,2529,768787,771316,771316,0.999806860972306,15,36196,2,1250,0,8,2,0,0,0.0
14,1779410792.826288,decode,2521,382484,0.4957891803257439,771407,2512,0.0,36179,8,2521,768886,771407,771407,0.9999248183650586,21,36200,2,0,4,4,0,0,0,0.0
15,1779410795.5497634,decode,2512,769785,0.9978223250568723,771192,2512,0.0,36209,9,2512,768680,771192,771192,0.9996461278217418,0,36209,1254,0,9,0,1296,0,0,0.0
18,1779410795.8515038,decode,2546,579373,0.7510036100147123,771431,2537,0.0,34908,8,2546,768885,771431,771431,0.9999559280071034,8,34916,5,1280,0,8,0,0,0,0.0
19,1779410796.8466628,decode,2537,769519,0.9974775265242104,771259,2537,0.0,34925,9,2537,768722,771259,771259,0.9997329755724498,0,34925,627,1271,0,9,640,0,0,0.0
22,1779410797.0943792,decode,2542,768833,0.9965883092557666,771461,2533,0.0,34279,8,2542,768919,771461,771461,0.9999948150596593,8,34287,6,638,0,8,0,0,0,0.0
23,1779410797.155516,decode,2533,770306,0.9984976635362589,771285,2533,0.0,34287,9,2533,768752,771285,771285,0.9997666776846649,9,34296,8,629,0,9,8,0,0,0.0
26,1779410797.4821956,decode,2525,376368,0.48786140654469096,771331,2517,0.0,34279,8,2525,768806,771331,771331,0.9998263044985839,14,34293,3,3,0,8,0,0,0,0.0
