batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1778774707.3230913,decode,2563,771308,0.9997977870645941,771463,2554,0.0,37429,8,2563,768900,771463,771463,0.9999987037632346,8,37437,0,0,0,0,0.0
4,1778774707.4646277,decode,2554,771438,0.999966297844099,771308,2546,0.0,37429,9,2554,768754,771308,771308,0.9997977870645941,17,37446,0,0,0,0,0.0
5,1778774707.6129665,decode,2546,771248,0.9997200128586687,771438,2537,0.0,37429,8,2546,768892,771438,771438,0.999966297844099,25,37454,0,0,0,0,0.0
6,1778774707.7520845,decode,2537,771345,0.9998457478249148,771248,2529,0.0,37429,9,2537,768711,771248,771248,0.9997200128586687,34,37463,0,0,0,0,0.0
7,1778774707.9527323,decode,2529,578646,0.7500622193647403,771345,2521,0.0,37429,8,2529,768816,771345,771345,0.9998457478249148,42,37471,0,0,0,0,0.0
8,1778774709.0351744,decode,2521,771328,0.9998237117999025,771426,2521,0.0,37479,8,2521,768905,771426,771426,0.999950743002914,0,37479,630,642,0,0,0.0
10,1778774709.2377665,decode,2525,770954,0.9993389192496345,771453,2516,0.0,36837,8,2525,768928,771453,771453,0.9999857413955804,8,36845,0,0,0,0,0.0
11,1778774709.343082,decode,2516,578141,0.7494076197982018,771260,2516,0.0,36838,9,2516,768744,771260,771260,0.9997355676998538,16,36854,1,1,0,0,0.0
14,1778774710.5793629,decode,2524,572885,0.7425945993591405,771165,2516,0.0,36209,9,2524,768641,771165,771165,0.9996124252071387,9,36218,627,0,0,0,0.0
15,1778774711.6114173,decode,2516,769648,0.9976460340339925,771273,2516,0.0,36226,8,2516,768757,771273,771273,0.9997524187778043,0,36226,640,661,0,0,0.0
18,1778774711.8721685,decode,2529,722117,0.9360346043366897,771277,2521,0.0,35559,9,2529,768748,771277,771277,0.999757603724866,9,35568,5,0,0,0,0.0
19,1778774712.10842,decode,2521,769156,0.9970082855454045,771390,2521,0.0,35576,8,2521,768869,771390,771390,0.9999040784793587,0,35576,161,164,0,0,0.0
22,1778774712.3738678,decode,2516,716076,0.9282040380367717,771372,2507,0.0,35405,8,2516,768856,771372,771372,0.9998807462175812,8,35413,7,0,0,0,0.0
23,1778774712.70656,decode,2507,527881,0.6842587599680607,771170,2507,0.0,35422,9,2507,768663,771170,771170,0.9996189063909657,0,35422,180,184,0,0,0.0
26,1778774714.2632504,decode,2536,683071,0.885421743593998,771317,2528,0.0,34427,8,2536,768781,771317,771317,0.9998094531954829,8,34435,778,0,0,0,0.0
27,1778774714.6765802,decode,2528,719207,0.9322625553493099,771437,2528,0.0,34443,8,2528,768909,771437,771437,0.9999650016073336,0,34443,287,294,0,0,0.0
30,1778774715.100482,decode,2531,716332,0.9285358746487198,771238,2523,0.0,33975,9,2531,768707,771238,771238,0.9997070504910145,9,33984,169,0,0,0,0.0
31,1778774715.3706598,decode,2523,720092,0.9334097248867089,771353,2523,0.0,33992,8,2523,768830,771353,771353,0.999856117719038,0,33992,178,183,0,0,0.0
34,1778774715.809973,decode,2524,646108,0.8375089440336814,771216,2516,0.0,33638,9,2524,768692,771216,771216,0.9996785332821752,9,33647,166,0,0,0,0.0
35,1778774716.4095414,decode,2516,712404,0.9234442566341398,771324,2516,0.0,33655,8,2516,768808,771324,771324,0.9998185268528408,0,33655,407,417,0,0,0.0
38,1778774716.8689036,decode,2526,723520,0.9378532245185777,771330,2518,0.0,33042,8,2526,768804,771330,771330,0.9998263042734333,8,33050,188,0,0,0,0.0
39,1778774717.1328864,decode,2518,649590,0.842022440450883,771440,2518,0.0,33058,8,2518,768922,771440,771440,0.9999688903176298,0,33058,156,159,0,0,0.0
42,1778774717.8960037,decode,2526,669060,0.8672601702736615,771216,2518,0.0,32493,9,2526,768690,771216,771216,0.9996785332821752,9,32502,392,0,0,0,0.0
43,1778774718.381873,decode,2518,681322,0.8831546254912738,771326,2518,0.0,32510,8,2518,768808,771326,771326,0.9998211193263716,0,32510,331,341,0,0,0.0
46,1778774718.9818878,decode,2531,688476,0.8924279033111072,771453,2522,0.0,31869,8,2531,768922,771453,771453,0.9999857413955804,8,31877,289,0,0,0,0.0
47,1778774719.3588421,decode,2522,738146,0.956811983449649,771266,2522,0.0,31886,9,2522,768744,771266,771266,0.9997433451204463,0,31886,269,276,0,0,0.0
50,1778774719.719902,decode,2524,700956,0.9086049381435816,771270,2516,0.0,31499,9,2524,768746,771270,771270,0.999748530067508,9,31508,107,0,0,0,0.0
51,1778774720.072446,decode,2516,645832,0.8371511826864247,771378,2516,0.0,31516,8,2516,768862,771378,771378,0.9998885236381737,0,31516,229,235,0,0,0.0
54,1778774720.8556597,decode,2529,672672,0.8719421774703681,771361,2520,0.0,30863,8,2529,768832,771361,771361,0.9998664876131614,8,30871,403,0,0,0,0.0
55,1778774721.3196232,decode,2520,696828,0.903254072775917,771172,2520,0.0,30880,9,2520,768652,771172,771172,0.9996214988644966,0,30880,320,329,0,0,0.0
58,1778774721.8405426,decode,2529,703630,0.9120710752543216,771357,2520,0.0,30303,8,2529,768828,771357,771357,0.9998613026660997,8,30311,240,0,0,0,0.0
59,1778774722.1648104,decode,2520,699150,0.9062639345452282,771168,2520,0.0,30320,9,2520,768648,771168,771168,0.9996163139174349,0,30320,219,226,0,0,0.0
62,1778774722.676267,decode,2526,676852,0.8773604471498346,771276,2518,0.0,29853,9,2526,768750,771276,771276,0.9997563074881005,9,29862,233,0,0,0,0.0
63,1778774723.1202526,decode,2518,695922,0.9020796822664441,771386,2518,0.0,29870,8,2518,768868,771386,771386,0.999898893532297,0,29870,307,315,0,0,0.0
66,1778774723.641545,decode,2527,694902,0.900757520765713,771349,2519,0.0,29304,8,2527,768822,771349,771349,0.9998509327719765,8,29312,242,0,0,0,0.0
67,1778774724.007786,decode,2519,680632,0.8822602221231322,771460,2519,0.0,29320,8,2519,768941,771460,771460,0.9999948150529383,0,29320,249,255,0,0,0.0
