id,prefill_tokens,decode_tokens,prompt_type,arrived_at,scheduled_at,prefill_completed_at,completed_at,num_restarts,latest_stage_scheduled_at,latest_stage_completed_at,latest_iteration_scheduled_at,latest_iteration_completed_at
0,512,20,only,0.0009046013943835318,0.0009046013943835318,0.05620447264307547,4.011054229985375,0,3.861713781143432,4.011054229985375,3.861713781143432,4.011054229985375
1,512,20,only,0.009925536596887587,0.020263120916668622,0.12946138533983065,4.123472227925924,0,4.011054229985375,4.123472227925924,4.011054229985375,4.123472227925924
2,512,20,only,0.05025314405398018,0.05620447264307547,0.23632232905359796,4.272132740767867,0,4.123472227925924,4.272132740767867,4.123472227925924,4.272132740767867
3,512,20,only,0.0535014442185004,0.05620447264307547,0.23632232905359796,4.272132740767867,0,4.123472227925924,4.272132740767867,4.123472227925924,4.272132740767867
4,512,20,only,0.05458180769019178,0.05620447264307547,0.23632232905359796,4.272132740767867,0,4.123472227925924,4.272132740767867,4.123472227925924,4.272132740767867
5,512,20,only,0.07972164797112583,0.12946138533983065,0.39669616009082714,4.454515157529771,0,4.272132740767867,4.454515157529771,4.272132740767867,4.454515157529771
6,512,20,only,0.0876392075841144,0.12946138533983065,0.39669616009082714,4.454515157529771,0,4.272132740767867,4.454515157529771,4.272132740767867,4.454515157529771
7,512,20,only,0.11575810952134302,0.12946138533983065,0.39669616009082714,4.454515157529771,0,4.272132740767867,4.454515157529771,4.272132740767867,4.454515157529771
8,512,20,only,0.1475369918892631,0.23632232905359796,0.5426374575011205,4.5847599268165435,0,4.454515157529771,4.5847599268165435,4.454515157529771,4.5847599268165435
9,512,20,only,0.14776984790905837,0.23632232905359796,0.5426374575011205,4.5847599268165435,0,4.454515157529771,4.5847599268165435,4.454515157529771,4.5847599268165435
10,512,20,only,0.19054806008668285,0.23632232905359796,0.5426374575011205,4.5847599268165435,0,4.454515157529771,4.5847599268165435,4.454515157529771,4.5847599268165435
11,512,20,only,0.1965832839469425,0.23632232905359796,0.5426374575011205,4.5847599268165435,0,4.454515157529771,4.5847599268165435,4.454515157529771,4.5847599268165435
12,512,20,only,0.2112393171569812,0.23632232905359796,0.5426374575011205,4.5847599268165435,0,4.454515157529771,4.5847599268165435,4.454515157529771,4.5847599268165435
13,512,20,only,0.2148721273353966,0.23632232905359796,0.5426374575011205,4.5847599268165435,0,4.454515157529771,4.5847599268165435,4.454515157529771,4.5847599268165435
14,512,20,only,0.24793103686954,0.39669616009082714,0.7044635338716829,4.679465357751654,0,4.5847599268165435,4.679465357751654,4.5847599268165435,4.679465357751654
15,512,20,only,0.2946574808140495,0.39669616009082714,0.7044635338716829,4.679465357751654,0,4.5847599268165435,4.679465357751654,4.5847599268165435,4.679465357751654
16,512,20,only,0.42380802316012167,0.5426374575011205,0.9037992300721929,4.760495733203017,0,4.679465357751654,4.760495733203017,4.679465357751654,4.760495733203017
17,512,20,only,0.45248847835606754,0.5426374575011205,0.9037992300721929,4.760495733203017,0,4.679465357751654,4.760495733203017,4.679465357751654,4.760495733203017
18,512,20,only,0.48690619996774065,0.5426374575011205,0.9037992300721929,4.760495733203017,0,4.679465357751654,4.760495733203017,4.679465357751654,4.760495733203017
