Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,throughput,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,4.010149628590992,0.2005074814295496,4.010149628590992,0.2005074814295496,4.010149628590992,0.2005074814295496,0.0,0.0,4.010149628590992,0.2005074814295496,0.05529987124869194,0.05529987124869194,0.00010800756103260145,0.19774248786711499,,,532,512,20,25.6,0
1,4.113546691329036,0.20567733456645182,4.103209107009255,0.20516045535046276,4.103209107009255,0.20516045535046276,0.0,0.010337584319781035,4.103209107009255,0.20516045535046276,0.11953584874294307,0.10919826442316202,0.00021327786020148833,0.19970054212930466,,0.009020935202504054,532,512,20,25.6,0
2,4.221879596713887,0.21109397983569433,4.215928268124791,0.21079641340623953,4.215928268124791,0.21079641340623953,0.0,0.005951328589095292,4.215928268124791,0.21079641340623953,0.18606918499961778,0.18011785641052247,0.0003517926883018017,0.20179052058571342,,0.040327607457092594,532,512,20,25.6,0
3,4.218631296549367,0.21093156482746833,4.215928268124791,0.21079641340623953,4.215928268124791,0.21079641340623953,0.0,0.0027030284245750727,4.215928268124791,0.21079641340623953,0.18282088483509756,0.18011785641052247,0.0003517926883018017,0.20179052058571342,,0.0032483001645202195,532,512,20,25.6,0
4,4.217550933077675,0.21087754665388375,4.215928268124791,0.21079641340623953,4.215928268124791,0.21079641340623953,0.0,0.0016226649528836914,4.215928268124791,0.21079641340623953,0.18174052136340618,0.18011785641052247,0.0003517926883018017,0.20179052058571342,,0.0010803634716913812,532,512,20,25.6,0
5,4.374793509558645,0.21873967547793227,4.32505377218994,0.216252688609497,4.32505377218994,0.216252688609497,0.0,0.04973973736870482,4.32505377218994,0.216252688609497,0.3169745121197013,0.2672347747509965,0.00052194291943554,0.2028909498719472,,0.025139840280934043,532,512,20,25.6,0
6,4.366875949945657,0.21834379749728283,4.32505377218994,0.216252688609497,4.32505377218994,0.216252688609497,0.0,0.04182217775571624,4.32505377218994,0.216252688609497,0.3090569525067127,0.2672347747509965,0.00052194291943554,0.2028909498719472,,0.007917559612988581,532,512,20,25.6,0
7,4.3387570480084285,0.21693785240042143,4.32505377218994,0.216252688609497,4.32505377218994,0.216252688609497,0.0,0.013703275818487626,4.32505377218994,0.216252688609497,0.2809380505694841,0.2672347747509965,0.00052194291943554,0.2028909498719472,,0.028118901937228616,532,512,20,25.6,0
8,4.437222934927281,0.22186114674636404,4.3484375977629455,0.21742187988814726,4.3484375977629455,0.21742187988814726,0.0,0.08878533716433484,4.3484375977629455,0.21742187988814726,0.39510046561185735,0.3063151284475225,0.0005982717352490674,0.20210612346577114,,0.03177888236792009,532,512,20,25.6,0
9,4.436990078907485,0.22184950394537423,4.3484375977629455,0.21742187988814726,4.3484375977629455,0.21742187988814726,0.0,0.08855248114453959,4.3484375977629455,0.21742187988814726,0.39486760959206213,0.3063151284475225,0.0005982717352490674,0.20210612346577114,,0.00023285601979525228,532,512,20,25.6,0
10,4.394211866729861,0.21971059333649304,4.3484375977629455,0.21742187988814726,4.3484375977629455,0.21742187988814726,0.0,0.04577426896691511,4.3484375977629455,0.21742187988814726,0.3520893974144376,0.3063151284475225,0.0005982717352490674,0.20210612346577114,,0.04277821217762448,532,512,20,25.6,0
11,4.388176642869601,0.21940883214348003,4.3484375977629455,0.21742187988814726,4.3484375977629455,0.21742187988814726,0.0,0.03973904510665546,4.3484375977629455,0.21742187988814726,0.346054173554178,0.3063151284475225,0.0005982717352490674,0.20210612346577114,,0.0060352238602596475,532,512,20,25.6,0
12,4.373520609659562,0.2186760304829781,4.3484375977629455,0.21742187988814726,4.3484375977629455,0.21742187988814726,0.0,0.02508301189661677,4.3484375977629455,0.21742187988814726,0.3313981403441393,0.3063151284475225,0.0005982717352490674,0.20210612346577114,,0.014656033210038694,532,512,20,25.6,0
13,4.369887799481147,0.21849438997405737,4.3484375977629455,0.21742187988814726,4.3484375977629455,0.21742187988814726,0.0,0.02145020171820136,4.3484375977629455,0.21742187988814726,0.32776533016572384,0.3063151284475225,0.0005982717352490674,0.20210612346577114,,0.0036328101784154077,532,512,20,25.6,0
14,4.431534320882114,0.2215767160441057,4.282769197660826,0.2141384598830413,4.282769197660826,0.2141384598830413,0.0,0.14876512322128715,4.282769197660826,0.2141384598830413,0.45653249700214293,0.3077673737808558,0.0006011081519157339,0.19875009119399853,,0.033058909534143394,532,512,20,25.6,0
15,4.384807876937604,0.21924039384688018,4.282769197660826,0.2141384598830413,4.282769197660826,0.2141384598830413,0.0,0.10203867927677762,4.282769197660826,0.2141384598830413,0.4098060530576334,0.3077673737808558,0.0006011081519157339,0.19875009119399853,,0.04672644394450953,532,512,20,25.6,0
16,4.336687710042895,0.21683438550214476,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.1188294343409988,4.2178582757018965,0.21089291378509484,0.4799912069120712,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.12915054234607215,532,512,20,25.6,0
17,4.30800725484695,0.21540036274234747,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.09014897914505293,4.2178582757018965,0.21089291378509484,0.45131075171612534,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.028680455195945864,532,512,20,25.6,0
18,4.273589533235277,0.21367947666176385,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.05573125753337982,4.2178582757018965,0.21089291378509484,0.4168930301044522,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.03441772161167311,532,512,20,25.6,0
19,4.242831821044247,0.21214159105221234,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.024973545342349635,4.2178582757018965,0.21089291378509484,0.38613531791342204,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.030757712191030184,532,512,20,25.6,0
20,4.2411565517493575,0.21205782758746788,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.02329827604746082,4.2178582757018965,0.21089291378509484,0.3844600486185332,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.0016752692948888148,532,512,20,25.6,0
21,4.228955528278655,0.21144777641393273,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.011097252576757977,4.2178582757018965,0.21089291378509484,0.3722590251478304,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.012201023470702843,532,512,20,25.6,0
22,4.219491389836083,0.21097456949180415,4.2178582757018965,0.21089291378509484,4.2178582757018965,0.21089291378509484,0.0,0.0016331141341864308,4.2178582757018965,0.21089291378509484,0.36279488670525883,0.3611617725710724,0.0007053940870528758,0.1928348251565412,,0.009464138442571546,532,512,20,25.6,0
23,4.287486246383817,0.21437431231919085,4.135658969449365,0.20678294847246823,4.135658969449365,0.20678294847246823,0.0,0.15182727693445264,4.135658969449365,0.20678294847246823,0.5182259944706045,0.36639871753615183,0.0007156224951877965,0.18846301259566062,,0.011631913570296248,532,512,20,25.6,0
24,4.271276745315241,0.21356383726576206,4.135658969449365,0.20678294847246823,4.135658969449365,0.20678294847246823,0.0,0.1356177758658771,4.135658969449365,0.20678294847246823,0.5020164934020289,0.36639871753615183,0.0007156224951877965,0.18846301259566062,,0.01620950106857555,532,512,20,25.6,0
25,4.262880369727608,0.21314401848638037,4.135658969449365,0.20678294847246823,4.135658969449365,0.20678294847246823,0.0,0.12722140027824347,4.135658969449365,0.20678294847246823,0.4936201178143953,0.36639871753615183,0.0007156224951877965,0.18846301259566062,,0.00839637558763362,532,512,20,25.6,0
26,4.1643391985366955,0.20821695992683478,4.135658969449365,0.20678294847246823,4.135658969449365,0.20678294847246823,0.0,0.0286802290873317,4.135658969449365,0.20678294847246823,0.39507894662348353,0.36639871753615183,0.0007156224951877965,0.18846301259566062,,0.09854117119091177,532,512,20,25.6,0
27,4.210826145673907,0.21054130728369533,4.016359607100218,0.2008179803550109,4.016359607100218,0.2008179803550109,0.0,0.19446653857368923,4.016359607100218,0.2008179803550109,0.5658952100634427,0.37142867148975345,0.0007254466240034247,0.1822465467805232,,0.03354938671415242,532,512,20,25.6,0
28,4.164179557934179,0.20820897789670895,4.016359607100218,0.2008179803550109,4.016359607100218,0.2008179803550109,0.0,0.14781995083396127,4.016359607100218,0.2008179803550109,0.5192486223237147,0.37142867148975345,0.0007254466240034247,0.1822465467805232,,0.04664658773972796,532,512,20,25.6,0
29,4.1471382055522374,0.20735691027761188,4.016359607100218,0.2008179803550109,4.016359607100218,0.2008179803550109,0.0,0.13077859845202022,4.016359607100218,0.2008179803550109,0.5022072699417737,0.37142867148975345,0.0007254466240034247,0.1822465467805232,,0.017041352381941044,532,512,20,25.6,0
30,4.110650684821515,0.20553253424107573,4.016359607100218,0.2008179803550109,4.016359607100218,0.2008179803550109,0.0,0.09429107772129741,4.016359607100218,0.2008179803550109,0.46571974921105086,0.37142867148975345,0.0007254466240034247,0.1822465467805232,,0.03648752073072281,532,512,20,25.6,0
31,4.06943787091668,0.203471893545834,4.016359607100218,0.2008179803550109,4.016359607100218,0.2008179803550109,0.0,0.05307826381646219,4.016359607100218,0.2008179803550109,0.42450693530621564,0.37142867148975345,0.0007254466240034247,0.1822465467805232,,0.04121281390483522,532,512,20,25.6,0
32,4.057434410665974,0.2028717205332987,3.8907255838083095,0.19453627919041547,3.8907255838083095,0.19453627919041547,0.0,0.16670882685766342,3.8907255838083095,0.19453627919041547,0.6430244895551415,0.47631566269747805,0.0009303040287060118,0.1707204960555416,,0.053432458294440655,532,512,20,25.6,0
33,4.056269169422397,0.20281345847111987,3.8907255838083095,0.19453627919041547,3.8907255838083095,0.19453627919041547,0.0,0.165543585614087,3.8907255838083095,0.19453627919041547,0.641859248311565,0.47631566269747805,0.0009303040287060118,0.1707204960555416,,0.0011652412435764203,532,512,20,25.6,0
34,4.045139853954775,0.20225699269773875,3.8907255838083095,0.19453627919041547,3.8907255838083095,0.19453627919041547,0.0,0.15441427014646525,3.8907255838083095,0.19453627919041547,0.6307299328439433,0.47631566269747805,0.0009303040287060118,0.1707204960555416,,0.011129315467621748,532,512,20,25.6,0
35,3.942885521624295,0.19714427608121474,3.8907255838083095,0.19453627919041547,3.8907255838083095,0.19453627919041547,0.0,0.052159937815984714,3.8907255838083095,0.19453627919041547,0.5284756005134628,0.47631566269747805,0.0009303040287060118,0.1707204960555416,,0.10225433233048054,532,512,20,25.6,0
36,3.9293902964728,0.19646951482364,3.8907255838083095,0.19453627919041547,3.8907255838083095,0.19453627919041547,0.0,0.03866471266448945,3.8907255838083095,0.19453627919041547,0.5149803753619675,0.47631566269747805,0.0009303040287060118,0.1707204960555416,,0.01349522515149526,532,512,20,25.6,0
37,3.9114055882103855,0.19557027941051927,3.8907255838083095,0.19453627919041547,3.8907255838083095,0.19453627919041547,0.0,0.020680004402075403,3.8907255838083095,0.19453627919041547,0.49699566709955345,0.47631566269747805,0.0009303040287060118,0.1707204960555416,,0.01798470826241405,532,512,20,25.6,0
38,3.9668309555380037,0.1983415477769002,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.20311486178212923,3.7637160937558742,0.18818580468779372,0.7590901607062854,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.02193079277405774,532,512,20,25.6,0
39,3.9567168306880864,0.1978358415344043,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.19300073693221176,3.7637160937558742,0.18818580468779372,0.748976035856368,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.010114124849917472,532,512,20,25.6,0
40,3.945830514644544,0.1972915257322272,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.18211442088866914,3.7637160937558742,0.18818580468779372,0.7380897198128253,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.010886316043542621,532,512,20,25.6,0
41,3.8643645312056583,0.19321822656028292,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.1006484374497838,3.7637160937558742,0.18818580468779372,0.65662373637394,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.08146598343888534,532,512,20,25.6,0
42,3.8555219984681433,0.19277609992340716,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.09180590471226902,3.7637160937558742,0.18818580468779372,0.6477812036364252,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.008842532737514786,532,512,20,25.6,0
43,3.8300797267796467,0.19150398633898233,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.06636363302377202,3.7637160937558742,0.18818580468779372,0.6223389319479282,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.025442271688496998,532,512,20,25.6,0
44,3.8283560661508647,0.19141780330754324,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.06463997239498998,3.7637160937558742,0.18818580468779372,0.6206152713191462,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.0017236606287820422,532,512,20,25.6,0
45,3.793092730537844,0.1896546365268922,3.7637160937558742,0.18818580468779372,3.7637160937558742,0.18818580468779372,0.0,0.029376636781969445,3.7637160937558742,0.18818580468779372,0.5853519357061256,0.5559752989241562,0.0010858892557112426,0.1603870397415859,,0.03526333561302053,532,512,20,25.6,0
