batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779410033.7305706,decode,2563,771308,0.9997964910916244,771463,2554,0.0,17429,8,2563,768900,771463,771463,0.9999974075298296,8,17437,0,2563,0,8,0,0,0,0.0
4,1779410033.869617,decode,2554,771438,0.9999650016526997,771308,2546,0.0,17429,9,2554,768754,771308,771308,0.9997964910916244,17,17446,0,2554,0,9,0,0,0,0.0
5,1779410034.0151324,decode,2546,771248,0.9997187169865127,771438,2537,0.0,17429,8,2546,768892,771438,771438,0.9999650016526997,25,17454,0,0,8,0,0,0,0,0.0
6,1779410034.152761,decode,2537,771345,0.9998444517897765,771248,2529,0.0,17429,9,2537,768711,771248,771248,0.9997187169865127,34,17463,0,0,9,0,0,0,0,0.0
7,1779410034.4068406,decode,2529,384030,0.4977931597674554,771345,2521,0.0,17429,8,2529,768816,771345,771345,0.9998444517897765,42,17471,0,0,8,0,0,0,0,0.0
8,1779410037.126248,decode,2521,771412,0.9999312995404847,771426,2521,0.0,17479,8,2521,768905,771426,771426,0.9999494468316774,0,17479,1266,0,8,0,1291,0,0,0.0
10,1779410037.3109074,decode,2537,769840,0.9978936179865581,771249,2529,0.0,16188,9,2537,768712,771249,771249,0.9997200132215979,9,16197,0,1249,0,9,0,0,0,0.0
11,1779410037.3656542,decode,2529,770730,0.9990472672123817,771370,2529,0.0,16193,8,2529,768841,771370,771370,0.9998768576669065,12,16205,5,1241,0,8,5,0,0,0.0
14,1779410037.6422,decode,2521,380654,0.49341707011983693,771449,2512,0.0,16188,8,2521,768928,771449,771449,0.9999792602386369,18,16206,2,0,1,7,0,0,0,0.0
15,1779410040.3576992,decode,2512,770054,0.9981710122947898,771234,2512,0.0,16215,9,2512,768722,771234,771234,0.99970056969532,0,16215,1260,0,9,0,1302,0,0,0.0
18,1779410040.6288242,decode,2546,581496,0.7537555171005813,771400,2537,0.0,14909,8,2546,768854,771400,771400,0.9999157447194623,8,14917,4,1288,0,8,0,0,0,0.0
19,1779410041.5841093,decode,2537,769542,0.9975073399311699,771228,2537,0.0,14926,9,2537,768691,771228,771228,0.9996927922848088,0,14926,620,1279,0,9,633,0,0,0.0
22,1779410041.783484,decode,2541,769150,0.9969992157777735,771183,2533,0.0,14287,9,2541,768642,771183,771183,0.999634461705975,9,14296,6,630,0,9,0,0,0,0.0
23,1779410041.844063,decode,2533,770014,0.998119162891382,771308,2533,0.0,14294,8,2533,768775,771308,771308,0.9997964910916244,10,14304,7,622,0,8,7,0,0,0.0
26,1779410042.139697,decode,2525,378526,0.4906586818585419,771339,2517,0.0,14287,8,2525,768814,771339,771339,0.9998366743792654,14,14301,4,3,0,8,0,0,0,0.0
27,1779410044.9045372,decode,2517,771236,0.9997031621654904,771438,2517,0.0,14309,8,2517,768921,771438,771438,0.9999650016526997,0,14309,1276,0,5,3,1309,0,0,0.0
29,1779410045.119126,decode,2542,678762,0.8798351188971631,771378,2533,0.0,13000,8,2542,768836,771378,771378,0.9998872275475881,8,13008,0,1296,0,8,0,0,0,0.0
30,1779410045.5210938,decode,2533,771462,0.9999961112947444,771202,2533,0.0,13017,9,2533,768669,771202,771202,0.9996590901725937,0,13017,302,1287,0,9,309,0,0,0.0
32,1779410045.746797,decode,2531,579832,0.7515985819188168,771293,2523,0.0,12708,9,2531,768762,771293,771293,0.9997770475653465,9,12717,0,300,0,9,0,0,0,0.0
33,1779410046.7161431,decode,2523,771232,0.9996979772251495,771408,2523,0.0,12725,8,2523,768885,771408,771408,0.9999261146001439,0,12725,618,292,0,8,638,0,0,0.0
35,1779410046.9834747,decode,2535,471546,0.6112344694833856,771367,2526,0.0,12087,8,2535,768832,771367,771367,0.9998729689616509,8,12095,0,630,0,8,0,0,0,0.0
