batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779700997.8435495,decode,2563,771308,0.9997964910916244,771463,2554,0.0,117429,8,2563,768900,771463,771463,0.9999974075298296,8,117437,0,2563,0,8,0,0,0,0.0
4,1779700998.0275788,decode,2554,771438,0.9999650016526997,771308,2546,0.0,117429,9,2554,768754,771308,771308,0.9997964910916244,17,117446,0,2554,0,9,0,0,0,0.0
5,1779700998.2159705,decode,2546,771248,0.9997187169865127,771438,2537,0.0,117429,8,2546,768892,771438,771438,0.9999650016526997,25,117454,0,0,8,0,0,0,0,0.0
6,1779700998.3798122,decode,2537,771345,0.9998444517897765,771248,2529,0.0,117429,9,2537,768711,771248,771248,0.9997187169865127,34,117463,0,0,9,0,0,0,0,0.0
7,1779700998.6014743,decode,2529,584766,0.7579942058291692,771345,2521,0.0,117429,8,2529,768816,771345,771345,0.9998444517897765,42,117471,0,0,8,0,0,0,0,0.0
8,1779700999.8777676,decode,2521,578362,0.74969311634358,771426,2521,0.0,117479,8,2521,768905,771426,771426,0.9999494468316774,0,117479,610,0,8,0,622,0,0,0.0
11,1779701001.254801,decode,2537,770300,0.9984898861257477,771399,2528,0.0,116214,8,2537,768862,771399,771399,0.9999144484843772,8,116222,631,1224,0,8,0,0,0,0.0
12,1779701001.3308377,decode,2528,770285,0.9984704425994698,771218,2528,0.0,116217,9,2528,768690,771218,771218,0.9996798299339569,14,116231,3,1215,0,9,3,0,0,0.0
15,1779701001.6243155,decode,2520,771389,0.9999014861335251,771301,2512,0.0,116214,8,2520,768781,771301,771301,0.9997874174460281,19,116233,3,0,2,6,0,0,0,0.0
16,1779701001.7426167,decode,2512,770540,0.9988009825461945,771389,2504,0.0,116214,8,2512,768877,771389,771389,0.9999014861335251,27,116241,0,0,8,0,0,0,0,0.0
17,1779701001.9015765,decode,2504,485546,0.6293817606761162,771461,2504,0.0,116217,8,2504,768957,771461,771461,0.9999948150596593,32,116249,3,0,8,0,3,0,0,0.0
20,1779701004.2347639,decode,2523,685460,0.8885173014977996,771313,2515,0.0,115294,8,2523,768790,771313,771313,0.9998029722670504,8,115302,925,929,0,8,0,0,0,0.0
21,1779701004.7832458,decode,2515,565330,0.7328005807133182,771420,2515,0.0,115310,8,2515,768905,771420,771420,0.9999416694211662,0,115310,280,921,0,8,286,0,0,0.0
24,1779701006.3557506,decode,2541,770153,0.9982993395682241,771271,2533,0.0,114337,9,2541,768730,771271,771271,0.9997485303934721,9,114346,658,964,0,9,0,0,0,0.0
25,1779701006.4838235,decode,2533,768878,0.9966466398346004,771396,2533,0.0,114341,8,2533,768863,771396,771396,0.9999105597791216,13,114354,4,956,0,8,4,0,0,0.0
28,1779701006.9699984,decode,2525,701710,0.9095811216322193,771403,2516,0.0,114337,8,2525,768878,771403,771403,0.9999196334247179,13,114350,8,4,0,8,0,0,0,0.0
