batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,real_admission,real_retraction,retracted_K_new,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779412773.9632075,decode,2563,771308,0.9997964910916244,771463,2554,0.0,57429,8,2563,768900,771463,771463,0.9999974075298296,8,57437,0,2563,0,8,0,0,0,0.0
4,1779412774.1239932,decode,2554,771438,0.9999650016526997,771308,2546,0.0,57429,9,2554,768754,771308,771308,0.9997964910916244,17,57446,0,2554,0,9,0,0,0,0.0
5,1779412774.267786,decode,2546,771248,0.9997187169865127,771438,2537,0.0,57429,8,2546,768892,771438,771438,0.9999650016526997,25,57454,0,0,8,0,0,0,0,0.0
6,1779412774.4056242,decode,2537,771345,0.9998444517897765,771248,2529,0.0,57429,9,2537,768711,771248,771248,0.9997187169865127,34,57463,0,0,9,0,0,0,0,0.0
7,1779412774.661191,decode,2529,391068,0.5069160622970582,771345,2521,0.0,57429,8,2529,768816,771345,771345,0.9998444517897765,42,57471,0,0,8,0,0,0,0,0.0
8,1779412777.39626,decode,2521,771250,0.999721309456683,771426,2521,0.0,57479,8,2521,768905,771426,771426,0.9999494468316774,0,57479,1243,0,8,0,1267,0,0,0.0
10,1779412777.6429904,decode,2537,769676,0.997681035432586,771387,2528,0.0,56212,8,2537,768850,771387,771387,0.9998988936633548,8,56220,0,1226,0,8,0,0,0,0.0
11,1779412777.6967447,decode,2528,769651,0.9976486295554562,771206,2528,0.0,56217,9,2528,768678,771206,771206,0.9996642751129344,12,56229,5,1217,0,9,5,0,0,0.0
14,1779412778.0399055,decode,2520,374265,0.48513542416052574,771271,2512,0.0,56212,9,2520,768751,771271,771271,0.9997485303934721,15,56227,5,2,0,9,0,0,0,0.0
15,1779412780.9192455,decode,2512,769652,0.9976499257905413,771363,2512,0.0,56235,8,2512,768851,771363,771363,0.9998677840213102,0,56235,1281,0,6,2,1323,0,0,0.0
