batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_prev_completed_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1779695376.3713593,decode,2563,771308,0.9997977870645941,771463,2554,0.0,87429,8,2563,768900,771463,771463,0.9999987037632346,8,87437,0,0,0,0,0.0
4,1779695376.5808177,decode,2554,771438,0.999966297844099,771308,2546,0.0,87429,9,2554,768754,771308,771308,0.9997977870645941,17,87446,0,0,0,0,0.0
5,1779695376.7428448,decode,2546,771248,0.9997200128586687,771438,2537,0.0,87429,8,2546,768892,771438,771438,0.999966297844099,25,87454,0,0,0,0,0.0
6,1779695377.018073,decode,2537,518500,0.6720987628716311,771248,2529,0.0,87429,9,2537,768711,771248,771248,0.9997200128586687,34,87463,0,0,0,0,0.0
7,1779695378.6070325,decode,2529,771450,0.9999818526852841,771345,2529,0.0,87471,8,2529,768816,771345,771345,0.9998457478249148,0,87471,829,843,0,0,0.0
9,1779695378.8899438,decode,2534,769572,0.9975475200398204,771284,2526,0.0,86628,9,2534,768750,771284,771284,0.9997666773822239,9,86637,0,0,0,0,0.0
10,1779695379.0370238,decode,2526,510127,0.6612453724347475,771402,2526,0.0,86634,8,2526,768876,771402,771402,0.9999196333205438,11,86645,6,6,0,0,0.0
13,1779695380.891777,decode,2537,770165,0.998316188441716,771264,2529,0.0,85768,9,2537,768727,771264,771264,0.9997407526469154,9,85777,851,0,0,0,0.0
14,1779695380.9778085,decode,2529,693842,0.899383509794365,771385,2529,0.0,85772,8,2529,768856,771385,771385,0.9998975972955316,13,85785,4,4,0,0,0.0
17,1779695381.627704,decode,2524,770248,0.9984237760932461,771366,2515,0.0,85523,8,2524,768842,771366,771366,0.9998729687969886,8,85531,255,0,0,0,0.0
18,1779695381.7189047,decode,2515,682072,0.8841268030653407,771172,2515,0.0,85527,9,2515,768657,771172,771172,0.9996214988644966,13,85540,3,4,0,0,0.0
21,1779695382.459209,decode,2511,686370,0.8896980286831272,771283,2503,0.0,85239,8,2511,768772,771283,771283,0.9997653811454585,8,85247,294,0,0,0,0.0
22,1779695382.9196262,decode,2503,749078,0.9709824437692491,771378,2503,0.0,85255,8,2503,768875,771378,771378,0.9998885236381737,0,85255,276,283,0,0,0.0
25,1779695383.3712156,decode,2503,684310,0.8870277809463566,771381,2494,0.0,84898,8,2503,768878,771381,771381,0.9998924123484699,8,84906,73,0,0,0,0.0
26,1779695383.9210498,decode,2494,472823,0.6128905561374218,771166,2494,0.0,84915,9,2494,768672,771166,771166,0.999613721443904,0,84915,282,290,0,0,0.0
29,1779695386.1306515,decode,2538,743869,0.9642303464581626,771461,2529,0.0,83630,8,2538,768923,771461,771461,0.9999961112897038,8,83638,951,0,0,0,0.0
30,1779695386.3852053,decode,2529,735894,0.9538928582539172,771281,2529,0.0,83647,9,2529,768752,771281,771281,0.9997627886719277,0,83647,89,91,0,0,0.0
33,1779695386.9271739,decode,2525,744414,0.964936795495318,771419,2516,0.0,83438,8,2525,768894,771419,771419,0.999941669345556,8,83446,116,0,0,0,0.0
34,1779695387.2094684,decode,2516,637306,0.8260994680244315,771226,2516,0.0,83455,9,2516,768710,771226,771226,0.9996914956498294,0,83455,87,90,0,0,0.0
37,1779695388.2408416,decode,2516,652422,0.8456933829705598,771222,2508,0.0,82918,9,2516,768706,771222,771222,0.9996863107027677,9,82927,441,0,0,0,0.0
38,1779695388.8828914,decode,2508,751766,0.9744667281947051,771322,2508,0.0,82935,8,2508,768814,771322,771322,0.9998159343793099,0,82935,379,396,0,0,0.0
41,1779695389.405003,decode,2518,549924,0.7128317069882717,771384,2509,0.0,82474,8,2518,768866,771384,771384,0.9998963010587661,8,82482,64,0,0,0,0.0
42,1779695390.7441795,decode,2509,711132,0.9217954434685222,771184,2509,0.0,82491,9,2509,768675,771184,771184,0.9996370537056817,0,82491,711,738,0,0,0.0
45,1779695391.3442192,decode,2530,726976,0.9423330187798783,771262,2522,0.0,81552,9,2530,768732,771262,771262,0.9997381601733847,9,81561,198,0,0,0,0.0
46,1779695391.6396475,decode,2522,726384,0.9415656466147481,771376,2522,0.0,81569,8,2522,768854,771376,771376,0.9998859311646429,0,81569,142,148,0,0,0.0
49,1779695392.1657174,decode,2521,686102,0.8893506372299939,771205,2513,0.0,81271,9,2521,768684,771205,771205,0.9996642746777555,9,81280,148,0,0,0,0.0
50,1779695392.6513453,decode,2513,681926,0.883937552497589,771310,2513,0.0,81288,8,2513,768797,771310,771310,0.999800379538125,0,81288,274,284,0,0,0.0
53,1779695393.3980377,decode,2519,688690,0.8927052979789076,771445,2510,0.0,80706,8,2519,768926,771445,771445,0.999975371501457,8,80714,294,0,0,0,0.0
54,1779695393.846495,decode,2510,742310,0.9622095133408688,771246,2510,0.0,80723,9,2510,768736,771246,771246,0.9997174203851379,0,80723,265,275,0,0,0.0
57,1779695394.3539255,decode,2513,548176,0.7105658851223129,771223,2505,0.0,80351,9,2513,768710,771223,771223,0.9996876069395332,9,80360,95,0,0,0,0.0
58,1779695395.6640453,decode,2505,712096,0.9230450157103895,771320,2505,0.0,80368,8,2505,768815,771320,771320,0.9998133419057792,0,80368,714,744,0,0,0.0
61,1779695396.240389,decode,2529,720682,0.9341745045783083,771325,2521,0.0,79427,8,2529,768796,771325,771325,0.9998198230896063,8,79435,195,0,0,0,0.0
62,1779695396.5493624,decode,2521,734902,0.952606991382618,771438,2521,0.0,79443,8,2521,768917,771438,771438,0.999966297844099,0,79443,163,169,0,0,0.0
65,1779695397.0355937,decode,2520,663658,0.8602578992668485,771322,2512,0.0,79153,8,2520,768802,771322,771322,0.9998159343793099,8,79161,120,0,0,0,0.0
66,1779695397.6233706,decode,2512,674686,0.8745527983159292,771426,2512,0.0,79169,8,2512,768914,771426,771426,0.999950743002914,0,79169,346,359,0,0,0.0
69,1779695398.4153917,decode,2521,686558,0.8899417211950266,771407,2512,0.0,78488,8,2521,768886,771407,771407,0.9999261145043709,8,78496,318,0,0,0,0.0
70,1779695398.9005837,decode,2512,746226,0.9672855765142638,771210,2512,0.0,78505,9,2512,768698,771210,771210,0.9996707558615826,0,78505,271,283,0,0,0.0
73,1779695399.3796399,decode,2516,581534,0.7538057511432809,771242,2508,0.0,78138,9,2516,768726,771242,771242,0.9997122354380762,9,78147,83,0,0,0,0.0
74,1779695400.4791048,decode,2508,705162,0.9140569099789491,771342,2508,0.0,78155,8,2508,768834,771342,771342,0.9998418591146184,0,78155,608,633,0,0,0.0
77,1779695401.1187549,decode,2527,712144,0.9231072350751299,771289,2519,1906.1688402650545,77301,9,2527,768762,771289,771289,0.9997731585660511,9,77310,218,0,0,0,0.0
78,1779695401.4530535,decode,2519,735676,0.9536102786390551,771400,2519,1906.1688402650545,77318,8,2519,768881,771400,771400,0.9999170408470129,0,77318,190,197,0,0,0.0
81,1779695401.9489007,decode,2519,646706,0.8382840936194041,771195,2511,1906.1688402650545,77002,9,2519,768676,771195,771195,0.9996513123101013,9,77011,117,0,0,0,0.0
82,1779695402.6159937,decode,2511,685478,0.8885417854883702,771298,2511,1906.1688402650545,77019,8,2511,768787,771298,771298,0.9997848246969399,0,77019,400,415,0,0,0.0
85,1779695403.3077934,decode,2522,701008,0.9086723424553835,771400,2513,1906.1688402650545,76318,8,2522,768878,771400,771400,0.9999170408470129,8,76326,282,0,0,0,0.0
86,1779695403.6882143,decode,2513,739592,0.95868634181245,771204,2513,1906.1688402650545,76335,9,2513,768691,771204,771204,0.9996629784409902,0,76335,225,234,0,0,0.0
89,1779695404.1796277,decode,2515,583970,0.7569633839038503,771207,2507,1906.1688402650545,75995,9,2515,768692,771207,771207,0.9996668671512864,9,76004,104,0,0,0,0.0
90,1779695405.2170246,decode,2507,694258,0.8999227442887808,771306,2507,1906.1688402650545,76012,8,2507,768799,771306,771306,0.9997951945910633,0,76012,600,624,0,0,0.0
93,1779695405.858967,decode,2526,709258,0.9193662957701202,771184,2518,1906.1688402650545,75131,9,2526,768658,771184,771184,0.9996370537056817,9,75140,253,0,0,0,0.0
94,1779695406.2000482,decode,2518,739742,0.9588807773272635,771294,2518,1906.1688402650545,75148,8,2518,768776,771294,771294,0.9997796397498782,0,75148,199,207,0,0,0.0
97,1779695406.655988,decode,2519,639420,0.8288397125465349,771361,2511,1906.1688402650545,74836,8,2519,768842,771361,771361,0.9998664876131614,8,74844,104,0,0,0,0.0
98,1779695407.3487337,decode,2511,684172,0.8868489002727282,771464,2511,1906.1688402650545,74852,8,2511,768953,771464,771464,1.0,0,74852,423,440,0,0,0.0
101,1779695408.0230918,decode,2523,698062,0.9048536289444484,771295,2515,1906.1688402650545,74122,8,2523,768772,771295,771295,0.9997809359866435,8,74130,287,0,0,0,0.0
102,1779695408.4111063,decode,2515,741166,0.9607266184812253,771402,2515,1906.1688402650545,74138,8,2515,768887,771402,771402,0.9999196333205438,0,74138,235,244,0,0,0.0
105,1779695408.8897085,decode,2517,593648,0.7695083633196105,771283,2509,1906.1688402650545,73794,8,2517,768766,771283,771283,0.9997653811454585,8,73802,99,0,0,0,0.0
106,1779695409.8545976,decode,2509,700720,0.9082990262669418,771384,2509,1906.1688402650545,73810,8,2509,768875,771384,771384,0.9998963010587661,0,73810,570,592,0,0,0.0
109,1779695410.4512787,decode,2526,718692,0.9315949934151172,771346,2518,1906.1688402650545,72983,8,2526,768820,771346,771346,0.9998470440616801,8,72991,232,0,0,0,0.0
110,1779695410.749429,decode,2518,737752,0.9563012661640725,771456,2518,1906.1688402650545,72999,8,2518,768938,771456,771456,0.9999896301058766,0,72999,169,175,0,0,0.0
113,1779695411.2371674,decode,2517,621606,0.8057485508072962,771169,2509,1906.1688402650545,72712,9,2517,768652,771169,771169,0.9996176101542004,9,72721,110,0,0,0,0.0
114,1779695412.0718749,decode,2509,690442,0.894976304791928,771270,2509,1906.1688402650545,72729,8,2509,768761,771270,771270,0.999748530067508,0,72729,480,499,0,0,0.0
117,1779695412.7264705,decode,2523,701856,0.9097715512324619,771265,2515,1906.1688402650545,71960,9,2523,768742,771265,771265,0.9997420488836809,9,71969,266,0,0,0,0.0
118,1779695413.0924516,decode,2515,740448,0.9597959204836518,771372,2515,1906.1688402650545,71977,8,2515,768857,771372,771372,0.9998807462175812,0,71977,223,232,0,0,0.0
121,1779695413.573926,decode,2516,598092,0.7752688395051487,771164,2508,1906.1688402650545,71642,9,2516,768648,771164,771164,0.9996111289703732,9,71651,102,0,0,0,0.0
122,1779695414.5209594,decode,2508,695192,0.9011334294276856,771264,2508,1906.1688402650545,71659,8,2508,768756,771264,771264,0.9997407526469154,0,71659,555,577,0,0,0.0
125,1779695415.148969,decode,2525,707558,0.9171626932689018,771217,2517,1906.1688402650545,70828,9,2525,768692,771217,771217,0.9996798295189406,9,70837,250,0,0,0,0.0
126,1779695415.497306,decode,2517,740754,0.9601925689338712,771326,2517,1906.1688402650545,70845,8,2517,768809,771326,771326,0.9998211193263716,0,70845,204,213,0,0,0.0
129,1779695415.9582794,decode,2518,622518,0.8069307187373617,771172,2510,1906.1688402650545,70530,9,2518,768654,771172,771172,0.9996214988644966,9,70539,101,0,0,0,0.0
130,1779695416.741909,decode,2510,686198,0.8894750759594745,771274,2510,1906.1688402650545,70547,8,2510,768764,771274,771274,0.9997537150145697,0,70547,477,496,0,0,0.0
133,1779695417.408266,decode,2524,704934,0.9137613679964327,771222,2516,1906.1688402650545,69767,9,2524,768698,771222,771222,0.9996863107027677,9,69776,280,0,0,0,0.0
134,1779695417.7735837,decode,2516,740530,0.9599022118984165,771330,2516,1906.1688402650545,69784,8,2516,768814,771330,771330,0.9998263042734333,0,69784,213,221,0,0,0.0
137,1779695418.2426956,decode,2517,607496,0.7874586500471831,771247,2509,1906.1688402650545,69460,9,2517,768730,771247,771247,0.9997187166219033,9,69469,101,0,0,0,0.0
138,1779695419.1203446,decode,2509,694688,0.9004801260979125,771348,2509,1906.1688402650545,69477,8,2509,768839,771348,771348,0.999849636535211,0,69477,525,546,0,0,0.0
141,1779695419.729832,decode,2525,718414,0.9312346395943297,771313,2517,1906.1688402650545,68676,8,2525,768788,771313,771313,0.9998042682484212,8,68684,252,0,0,0,0.0
142,1779695420.023468,decode,2517,739598,0.9586941192330426,771422,2517,1906.1688402650545,68692,8,2517,768905,771422,771422,0.9999455580558523,0,68692,170,176,0,0,0.0
145,1779695420.4924994,decode,2516,611270,0.792350647599888,771214,2508,1906.1688402650545,68410,9,2516,768698,771214,771214,0.9996759408086443,9,68419,104,0,0,0,0.0
146,1779695421.3474498,decode,2508,688178,0.8920416247550113,771314,2508,1906.1688402650545,68427,8,2508,768806,771314,771314,0.9998055644851866,0,68427,513,533,0,0,0.0
149,1779695421.9879298,decode,2524,702624,0.9107670610683065,771402,2515,1906.1688402650545,67617,8,2524,768878,771402,771402,0.9999196333205438,8,67625,273,0,0,0,0.0
150,1779695422.3413627,decode,2515,742748,0.9627772650441239,771208,2515,1906.1688402650545,67634,9,2515,768693,771208,771208,0.9996681633880518,0,67634,220,229,0,0,0.0
153,1779695422.788357,decode,2517,604468,0.7835336451214833,771365,2508,1906.1688402650545,67310,8,2517,768848,771365,771365,0.9998716725602231,8,67318,94,0,0,0,0.0
154,1779695423.6813915,decode,2508,686756,0.8901983760745803,771164,2508,1906.1688402650545,67327,9,2508,768656,771164,771164,0.9996111289703732,0,67327,534,556,0,0,0.0
157,1779695424.3306165,decode,2525,707902,0.9176085987162071,771181,2517,4336.853946685759,66489,9,2525,768656,771181,771181,0.9996331649953853,9,66498,278,0,0,0,0.0
158,1779695424.6612868,decode,2517,743234,0.9634072361121193,771290,2517,4336.853946685759,66506,8,2517,768773,771290,771290,0.9997744548028165,0,66506,203,211,0,0,0.0
161,1779695425.0950947,decode,2518,612558,0.7940202005537523,771252,2510,4336.853946685759,66201,9,2518,768734,771252,771252,0.9997251978057304,9,66210,92,0,0,0,0.0
162,1779695425.9380915,decode,2510,686138,0.8893973017535491,771354,2510,4336.853946685759,66218,8,2510,768844,771354,771354,0.9998574139558035,0,66218,509,529,0,0,0.0
165,1779695426.581541,decode,2526,713604,0.9249997407526469,771464,2517,4336.853946685759,65405,8,2526,768938,771464,771464,1.0,8,65413,280,0,0,0,0.0
166,1779695426.8921785,decode,2517,743540,0.9638038845623386,771272,2517,4336.853946685759,65422,9,2517,768755,771272,771272,0.9997511225410388,0,65422,185,192,0,0,0.0
169,1779695427.339582,decode,2517,606994,0.7868079391909408,771257,2509,4336.853946685759,65137,9,2517,768740,771257,771257,0.9997316789895575,9,65146,91,0,0,0,0.0
170,1779695428.2119184,decode,2509,693266,0.8986368774174815,771358,2509,4336.853946685759,65154,8,2509,768849,771358,771358,0.9998625989028652,0,65154,527,548,0,0,0.0
173,1779695428.8285496,decode,2525,717614,0.9301976501819916,771391,2516,4336.853946685759,64346,8,2525,768866,771391,771391,0.9999053747161242,8,64354,257,0,0,0,0.0
174,1779695429.1242175,decode,2516,747298,0.9686751423267969,771198,2516,4336.853946685759,64363,9,2516,768682,771198,771198,0.9996552010203976,0,64363,172,179,0,0,0.0
177,1779695429.5512636,decode,2516,608056,0.7881845426358197,771414,2507,4336.853946685759,64104,8,2516,768898,771414,771414,0.9999351881617289,8,64112,79,0,0,0,0.0
178,1779695430.42314,decode,2507,682792,0.885060093536445,771212,2507,4336.853946685759,64121,9,2507,768705,771212,771212,0.9996733483351135,0,64121,523,544,0,0,0.0
181,1779695431.0855181,decode,2524,703766,0.9122473634544191,771416,2515,4336.853946685759,63282,8,2524,768892,771416,771416,0.9999377806352597,8,63290,291,0,0,0,0.0
182,1779695431.431692,decode,2515,746642,0.9678248110086796,771222,2515,4336.853946685759,63299,9,2515,768707,771222,771222,0.9996863107027677,0,63299,216,225,0,0,0.0
185,1779695431.847795,decode,2517,607600,0.787593458670787,771359,2509,4336.853946685759,62992,8,2517,768842,771359,771359,0.9998638951396306,8,63000,81,0,0,0,0.0
186,1779695432.7175684,decode,2509,684456,0.8872170315141082,771460,2509,4336.853946685759,63008,8,2509,768951,771460,771460,0.9999948150529383,0,63008,525,546,0,0,0.0
189,1779695433.3775487,decode,2525,715142,0.9269933528978669,771281,2517,4336.853946685759,62172,9,2525,768756,771281,771281,0.9997627886719277,9,62181,286,0,0,0,0.0
190,1779695433.7011232,decode,2517,741146,0.9607006937459168,771390,2517,4336.853946685759,62189,8,2517,768873,771390,771390,0.9999040784793587,0,62189,180,187,0,0,0.0
193,1779695434.150631,decode,2517,599764,0.7774361473769352,771263,2509,4336.853946685759,61901,9,2517,768746,771263,771263,0.99973945641015,9,61910,99,0,0,0,0.0
194,1779695435.101286,decode,2509,689892,0.8942633745709456,771364,2509,4336.853946685759,61918,8,2509,768855,771364,771364,0.9998703763234578,0,61918,550,572,0,0,0.0
197,1779695435.7172623,decode,2526,717432,0.9299617350906847,771318,2518,4336.853946685759,61075,8,2526,768792,771318,771318,0.9998107494322483,8,61083,268,0,0,0,0.0
198,1779695436.0088809,decode,2518,744680,0.9652815944749205,771428,2518,4336.853946685759,61091,8,2518,768910,771428,771428,0.9999533354764448,0,61091,173,180,0,0,0.0
201,1779695436.430129,decode,2517,614106,0.7960267750666266,771197,2509,4336.853946685759,60822,9,2517,768680,771197,771197,0.9996539047836321,9,60831,88,0,0,0,0.0
202,1779695437.2643123,decode,2509,682538,0.8847308493980276,771298,2509,4336.853946685759,60839,8,2509,768789,771298,771298,0.9997848246969399,0,60839,504,524,0,0,0.0
205,1779695437.9138613,decode,2525,717638,0.9302287598643618,771463,2516,4336.853946685759,60019,8,2525,768938,771463,771463,0.9999987037632346,8,60027,292,0,0,0,0.0
206,1779695438.1984544,decode,2516,746410,0.9675240840791015,771270,2516,4336.853946685759,60036,9,2516,768754,771270,771270,0.999748530067508,0,60036,172,179,0,0,0.0
209,1779695438.6222405,decode,2516,604664,0.7837877075275062,771426,2507,4336.853946685759,59774,8,2516,768910,771426,771426,0.999950743002914,8,59782,82,0,0,0,0.0
210,1779695439.5154889,decode,2507,683912,0.8865118787137183,771224,2507,4336.853946685759,59791,9,2507,768717,771224,771224,0.9996889031762985,0,59791,534,556,0,0,0.0
213,1779695440.1647482,decode,2524,709596,0.919804423796833,771336,2516,4336.853946685759,58944,8,2524,768812,771336,771336,0.9998340816940259,8,58952,288,0,0,0,0.0
214,1779695440.485449,decode,2516,747684,0.96917548971825,771444,2516,4336.853946685759,58960,8,2516,768928,771444,771444,0.9999740752646915,0,58960,198,206,0,0,0.0
217,1779695440.8960588,decode,2516,598640,0.7759791772526002,771200,2508,4336.853946685759,58675,9,2516,768684,771200,771200,0.9996577934939285,9,58684,78,0,0,0,0.0
218,1779695441.8268695,decode,2508,688144,0.8919975527049869,771300,2508,4336.853946685759,58692,8,2508,768792,771300,771300,0.9997874171704707,0,58692,553,576,0,0,0.0
221,1779695442.4450693,decode,2526,713762,0.9252045461615837,771370,2517,4336.853946685759,57839,8,2526,768844,771370,771370,0.9998781537440503,8,57847,274,0,0,0,0.0
222,1779695442.7430398,decode,2517,752210,0.9750422573185528,771178,2517,4336.853946685759,57856,9,2517,768661,771178,771178,0.9996292762850891,0,57856,184,192,0,0,0.0
225,1779695443.126259,decode,2517,601988,0.7803189779432352,771227,2509,4336.853946685759,57600,9,2517,768710,771227,771227,0.9996927918865949,9,57609,63,0,0,0,0.0
226,1779695444.0424955,decode,2509,689716,0.8940352369002312,771328,2509,4336.853946685759,57617,8,2509,768819,771328,771328,0.9998237117999025,0,57617,543,564,0,0,0.0
229,1779695444.664316,decode,2526,717326,0.9298243339935499,771442,2517,4336.853946685759,56781,8,2526,768916,771442,771442,0.9999714827911607,8,56789,268,0,0,0,0.0
230,1779695444.951067,decode,2517,751262,0.9738134248649322,771250,2517,4336.853946685759,56798,9,2517,768733,771250,771250,0.9997226053321996,0,56798,173,180,0,0,0.0
233,1779695445.349136,decode,2516,607854,0.7879227028092043,771178,2508,4336.853946685759,56551,9,2516,768662,771178,771178,0.9996292762850891,9,56560,66,0,0,0,0.0
234,1779695446.2302558,decode,2508,685626,0.8887336285296528,771278,2508,4336.853946685759,56568,8,2508,768770,771278,771278,0.9997588999616314,0,56568,524,545,0,0,0.0
237,1779695446.856709,decode,2524,719006,0.93200201175946,771250,2516,4468.994286697053,55737,9,2524,768726,771250,771250,0.9997226053321996,9,55746,282,0,0,0,0.0
238,1779695447.1280413,decode,2516,747798,0.9693232607095081,771358,2516,4468.994286697053,55754,8,2516,768842,771358,771358,0.9998625989028652,0,55754,168,174,0,0,0.0
241,1779695447.5198433,decode,2515,593952,0.769902419296299,771313,2507,4468.994286697053,55502,8,2515,768798,771313,771313,0.9998042682484212,8,55510,77,0,0,0,0.0
242,1779695448.459273,decode,2507,683700,0.8862370765194487,771412,2507,4468.994286697053,55518,8,2507,768905,771412,771412,0.999932595688198,0,55518,569,591,0,0,0.0
245,1779695449.0921228,decode,2525,714280,0.9258759968060726,771425,2516,4468.994286697053,54635,8,2525,768900,771425,771425,0.9999494467661485,8,54643,288,0,0,0,0.0
246,1779695449.389718,decode,2516,749392,0.9713894621135918,771232,2516,4468.994286697053,54652,9,2516,768716,771232,771232,0.999699273070422,0,54652,182,190,0,0,0.0
249,1779695449.7938743,decode,2517,593264,0.7690106084016882,771409,2508,4468.994286697053,54389,8,2517,768892,771409,771409,0.9999287069779017,8,54397,72,0,0,0,0.0
250,1779695450.7438653,decode,2508,686344,0.8896643265272262,771208,2508,4468.994286697053,54406,9,2508,768700,771208,771208,0.9996681633880518,0,54406,570,594,0,0,0.0
253,1779695451.353874,decode,2527,720328,0.9337156367633487,771371,2518,4468.994286697053,53529,8,2527,768844,771371,771371,0.9998794499808157,8,53537,280,0,0,0,0.0
254,1779695451.6195512,decode,2518,746400,0.9675111217114474,771180,2518,4468.994286697053,53546,9,2518,768662,771180,771180,0.99963186875862,0,53546,163,170,0,0,0.0
257,1779695452.0095043,decode,2518,611878,0.793138759553265,771418,2509,4468.994286697053,53293,8,2518,768900,771418,771418,0.9999403731087906,8,53301,82,0,0,0,0.0
258,1779695452.8364043,decode,2509,688794,0.8928401066025116,771218,2509,4468.994286697053,53310,9,2509,768709,771218,771218,0.999681125755706,0,53310,511,531,0,0,0.0
261,1779695453.4444652,decode,2525,719742,0.932956042018811,771419,2516,4468.994286697053,52504,8,2525,768894,771419,771419,0.999941669345556,8,52512,271,0,0,0,0.0
262,1779695453.7160835,decode,2516,748846,0.9706817168396711,771226,2516,4468.994286697053,52521,9,2516,768710,771226,771226,0.9996914956498294,0,52521,165,172,0,0,0.0
265,1779695454.1122289,decode,2516,597056,0.7739259382161708,771462,2507,4468.994286697053,52274,8,2516,768946,771462,771462,0.9999974075264692,8,52282,74,0,0,0,0.0
266,1779695455.0336351,decode,2507,688060,0.8918886688166914,771260,2507,4468.994286697053,52291,9,2507,768753,771260,771260,0.9997355676998538,0,52291,559,581,0,0,0.0
269,1779695455.6425092,decode,2524,718068,0.9307861416734935,771284,2516,4468.994286697053,51432,9,2524,768760,771284,771284,0.9997666773822239,9,51441,274,0,0,0,0.0
270,1779695455.9198272,decode,2516,747456,0.9688799477357336,771392,2516,4468.994286697053,51449,8,2516,768876,771392,771392,0.9999066709528895,0,51449,171,177,0,0,0.0
273,1779695456.3239238,decode,2515,593566,0.7694020719048459,771271,2507,4468.994286697053,51192,9,2515,768756,771271,771271,0.9997498263042734,9,51201,78,0,0,0,0.0
