batch_id,timestamp,forward_mode,batch_size,num_tokens,token_usage,batch_num_tokens,gpu_num_reqs,gen_throughput,num_queue_reqs,num_retracted_reqs,pre_decode_batch_size,pre_decode_batch_num_tokens,pre_decode_batch_num_tokens_after_one_decode,pre_decode_num_tokens,pre_decode_token_usage,num_retracted_queue_reqs,num_total_queue_reqs,num_new_seqs,num_new_tokens,num_cached_tokens,cache_hit_rate
3,1778153377.6055844,decode,243,1944486,0.9965350363126759,1944243,243,0.0,19757,0,243,1944000,1944243,1944243,0.9964105005670733,0,19757,0,0,0,0.0
4,1778153377.6450553,decode,243,1944729,0.9966595720582786,1944486,243,0.0,19757,0,243,1944243,1944486,1944486,0.9965350363126759,0,19757,0,0,0,0.0
5,1778153377.685529,decode,243,1944972,0.9967841078038813,1944729,243,0.0,19757,0,243,1944486,1944729,1944729,0.9966595720582786,0,19757,0,0,0,0.0
6,1778153377.7257702,decode,243,1945215,0.9969086435494839,1944972,243,0.0,19757,0,243,1944729,1944972,1944972,0.9967841078038813,0,19757,0,0,0,0.0
7,1778153377.7653978,decode,243,1945458,0.9970331792950867,1945215,243,0.0,19757,0,243,1944972,1945215,1945215,0.9969086435494839,0,19757,0,0,0,0.0
8,1778153377.8050804,decode,243,1945701,0.9971577150406894,1945458,243,0.0,19757,0,243,1945215,1945458,1945458,0.9970331792950867,0,19757,0,0,0,0.0
9,1778153377.8458557,decode,243,1945944,0.9972822507862921,1945701,243,0.0,19757,0,243,1945458,1945701,1945701,0.9971577150406894,0,19757,0,0,0,0.0
10,1778153377.88598,decode,243,1946187,0.9974067865318947,1945944,243,0.0,19757,0,243,1945701,1945944,1945944,0.9972822507862921,0,19757,0,0,0,0.0
11,1778153377.9266696,decode,243,1946430,0.9975313222774974,1946187,243,0.0,19757,0,243,1945944,1946187,1946187,0.9974067865318947,0,19757,0,0,0,0.0
12,1778153377.9672177,decode,243,1946673,0.9976558580231001,1946430,243,0.0,19757,0,243,1946187,1946430,1946430,0.9975313222774974,0,19757,0,0,0,0.0
13,1778153378.0073652,decode,243,1946916,0.9977803937687028,1946673,243,0.0,19757,0,243,1946430,1946673,1946673,0.9976558580231001,0,19757,0,0,0,0.0
